id	filename	md5	size	state
00e6f2b9-2075-4ed2-a071-0ff523007e70	00e6f2b9-2075-4ed2-a071-0ff523007e70/c341aa36-a431-477a-9fae-4550c4eea047.htseq.counts.gz	85ddac7253dbac9d1945ce17a096ee8b	257656	validated
1e2a2928-92b0-43e4-998b-427924e3aea0	1e2a2928-92b0-43e4-998b-427924e3aea0/c904090b-149e-4146-9769-f0d2ff965da9.htseq.counts.gz	2dfa0fa6b3f19349aad6d78439d97949	254574	validated
21c5c6c1-99c9-4467-af84-9de60453c42d	21c5c6c1-99c9-4467-af84-9de60453c42d/f67cf68d-56b3-451d-ba21-566664213691.htseq.counts.gz	179cc9fde778f9be026636a016b021e8	256027	validated
26b3089e-1528-4bfb-ac0c-8d8cd45ac051	26b3089e-1528-4bfb-ac0c-8d8cd45ac051/b0717300-0735-4451-bba1-7ce0fc0d4ac6.htseq.counts.gz	295b6ef33ee6aaec8fdd3b02cdb7f71b	257365	validated
565983e0-ffa6-49b2-a4ec-b9fa18a43b5a	565983e0-ffa6-49b2-a4ec-b9fa18a43b5a/8cb39efc-4bfb-49df-bc48-159d9211bc5a.htseq.counts.gz	87a11a491fc59ea4d0f3497728083b25	257086	validated
5984136a-a74a-45f6-a034-e1efe45d89b3	5984136a-a74a-45f6-a034-e1efe45d89b3/b4919075-90a9-4c8a-82a0-a0b5f9944ad3.htseq.counts.gz	a81e0cb1ecd4586f8f339293e6225191	254227	validated
5bf74535-e07c-4d1e-a8d4-b2a2c2b1e33b	5bf74535-e07c-4d1e-a8d4-b2a2c2b1e33b/e52fefef-84a4-4b1d-91e2-9e9735e19e1f.htseq.counts.gz	2e838682582a80d09899e8e77939550a	256051	validated
5f47ac71-bf8e-42bc-bb91-230ae2ee25e1	5f47ac71-bf8e-42bc-bb91-230ae2ee25e1/c1fdf09e-3960-4aaa-8c49-fe64c6c5bcea.htseq.counts.gz	0d947ffc164b596e62da66e1a75c1520	254599	validated
69595b5c-5d7b-416b-aa98-b2218bbe5d7b	69595b5c-5d7b-416b-aa98-b2218bbe5d7b/76c6e110-9a94-4fcf-a534-a21ba4698f86.htseq.counts.gz	1233a2667bbfb3fffee7df16b4186925	254454	validated
73d5541e-31fc-4a1c-8e86-96448f1a56e8	73d5541e-31fc-4a1c-8e86-96448f1a56e8/bcdc68db-c874-4097-9c46-b06e331caaf5.htseq.counts.gz	fa68fef8dc11c8cad818f0a329fe19b0	257382	validated
8bd24827-f3b7-49a9-9342-f2c97b66a9fe	8bd24827-f3b7-49a9-9342-f2c97b66a9fe/50a6757f-496c-4d2d-9463-f948c09c28f6.htseq.counts.gz	b1cf0f02aed43ad96515b7b3929cad00	253797	validated
aeb3153a-3799-46d6-aad7-0d89c1dae2bc	aeb3153a-3799-46d6-aad7-0d89c1dae2bc/21f38c14-7d7c-4156-8c85-88be68cae18d.htseq.counts.gz	80fd3d0faf6a96a52c24a1055997c57c	254887	validated
c002889d-f3f5-4439-96ce-7c1b497c0edf	c002889d-f3f5-4439-96ce-7c1b497c0edf/18fbf794-a85b-4b0d-9a5c-c1c0e0ede3d8.htseq.counts.gz	31e751ce3b2aa4d4549357489f87406e	257301	validated
c2dc5f26-3725-42de-aa39-30f6ef682b2b	c2dc5f26-3725-42de-aa39-30f6ef682b2b/28f0c53a-abdd-4789-adcf-f59132ae3a92.htseq.counts.gz	4d5d890172e49b69f0347e2f32dec9bd	257842	validated
ca2e6b24-5934-4e04-8dd9-3e350608134a	ca2e6b24-5934-4e04-8dd9-3e350608134a/928160c7-f711-4b23-832c-8c12aea9fe85.htseq.counts.gz	5a5fd17b33aa81c2c15f8a3f693de1b6	253571	validated
\N	00e6f2b9-2075-4ed2-a071-0ff523007e70/annotations.txt	87d879ef5cb6f7526d1263920d0076f9	260	\N
\N	21c5c6c1-99c9-4467-af84-9de60453c42d/annotations.txt	a93acb2f24fbd6a7151a6bbcdebf487d	260	\N
\N	5bf74535-e07c-4d1e-a8d4-b2a2c2b1e33b/annotations.txt	2376385d415d026ab081521e077cfb9b	354	\N
\N	c002889d-f3f5-4439-96ce-7c1b497c0edf/annotations.txt	f9fcbff82142e5ecea9d013fb0536a10	260	\N
\N	ca2e6b24-5934-4e04-8dd9-3e350608134a/annotations.txt	6a279716327ea8d771f43808d02beac6	263	\N
