	SRR1795409merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795411merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795413merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795415merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795417merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795419merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795421merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795423merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795425merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795427merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795429merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795431merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795433merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795435merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795437merged_dedupRemoved_cufflinks_counts_fpkm_counts	SRR1795439merged_dedupRemoved_cufflinks_counts_fpkm_counts
ENSG00000186092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187634	12.7144	14.978	16.5989	13.1191	18.9426	15.9036	17.5021	14.8406	17.5402	42.4913	32.3493	18.8806	44.9866	17.851	22.8829	26.4038
ENSG00000188976	27.0505	29.5134	35.2882	29.1837	42.0237	38.708	34.4008	25.1127	95.1445	93.3319	115.336	125.014	110.474	109.105	78.6711	86.8967
ENSG00000187961	8.11283	6.71525	8.92221	6.970510000000001	9.42613	7.715789999999998	9.0308	8.80908	5.88288	7.42259	9.04149	7.91558	8.08301	0.0	0.0	10.2181
ENSG00000187583	0.11507	0.06478210000000001	0.0677626	0.143541	0.0	0.074437	0.110519	0.0	0.0	1.58964	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187642	0.0	0.0	0.0	0.0557896	0.0	0.0578552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188290	22.3865	26.5394	25.6555	18.8477	26.7833	23.2826	24.092	22.4416	99.2481	91.8309	76.2679	140.96	113.638	115.737	58.4453	86.1932
ENSG00000187608	5.41884	7.06433	5.36171	5.93727	5.58288	4.20483	7.066160000000001	4.55187	5.92086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188157	4.9137	4.32505	3.899480000000001	4.33004	3.79846	4.03346	3.80757	4.4508800000000015	12.0582	18.9873	21.7447	25.0941	10.6034	7.36315	20.9748	18.4309
ENSG00000237330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131591	3.94263	4.17715	5.00778	4.82059	5.350619999999998	6.00073	6.38407	6.96592	14.8087	17.083	17.3407	15.1813	15.5024	10.7651	6.899780000000002	9.79869
ENSG00000162571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186827	0.292731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000078808	18.2718	18.7627	19.7071	18.4493	21.7614	24.7647	23.1395	19.952	49.4589	83.2048	41.2916	55.8676	43.62600000000001	51.2676	69.7018	46.6652
ENSG00000176022	12.6492	13.0434	13.8131	11.6087	14.8212	12.9795	14.3846	13.2984	5.30696	12.0527	10.8751	14.2813	4.86113	6.75127	10.0967	3.0726
ENSG00000184163	0.607945	0.5128189999999999	0.0	0.18938	0.244654	0.196591	0.583313	0.308894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160087	12.8209	11.8401	16.0272	13.1174	16.0203	17.3877	15.3385	14.363	36.9416	24.8588	37.8507	66.2746	45.1176	39.1629	35.1415	39.2119
ENSG00000162572	1.06981	1.00396	1.46996	1.44594	1.29144	1.73016	2.61191	1.47983	0.0	0.0	0.0	0.0	2.23564	0.0	0.0	0.0
ENSG00000131584	6.687	6.72032	7.71402	6.846239999999999	7.340960000000001	7.09903	7.80779	7.4116399999999985	1.87789	1.89551	0.0	1.6845	1.7201400000000002	0.0	2.04158	4.34901
ENSG00000169972	26.4206	24.4391	27.5326	22.9381	32.7793	30.2274	31.3494	25.2805	51.1161	41.9215	19.6403	28.6575	93.6439	40.6422	48.6252	33.2943
ENSG00000127054	13.5094	15.0499	16.9602	15.0725	17.363	17.2178	16.2636	15.2615	54.2991	63.4625	46.8509	76.9063	60.2086	43.6275	55.9252	54.6026
ENSG00000224051	4.58858	3.15712	4.20335	5.08757	5.74447	4.205019999999998	4.9576699999999985	5.3109	13.9545	28.1709	14.2979	31.2936	9.58667	8.87615	22.7563	12.119000000000002
ENSG00000169962	0.509696	0.6181800000000001	0.692647	0.342434	0.5048520000000001	0.6087319999999999	1.0546	0.743791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000107404	16.8936	18.3674	21.9597	16.862000000000002	24.9085	21.5334	23.6811	19.3024	11.4201	16.1381	4.68044	16.3904	8.36855	14.5281	7.4493	5.28955
ENSG00000162576	1.25383	0.903607	0.649751	1.25136	1.45305	0.908429	0.963467	0.985409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000175756	45.9019	46.9032	50.0021	44.1125	62.5397	54.5225	49.8003	39.5316	303.483	347.726	260.527	367.878	435.764	448.684	338.853	261.189
ENSG00000221978	32.8331	33.236999999999995	37.5345	33.5911	43.7327	39.3606	38.5347	30.204	11.5428	16.6444	20.2746	5.9166300000000005	21.1462	8.390989999999999	14.3417	17.1849
ENSG00000242485	55.4684	59.8468	65.9148	54.4414	78.67399999999998	70.467	61.1323	48.0031	260.224	249.196	259.79200000000003	239.411	244.475	237.674	253.891	216.337
ENSG00000235098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0483883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000205116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179403	0.999503	1.09267	0.934799	0.513564	0.7570560000000001	1.14107	0.903777	1.23488	0.804966	3.25007	0.0	1.44414	0.0	0.0	0.875131	0.0
ENSG00000215915	0.0	0.0	0.0	0.0	0.0	0.0448179	0.033277499999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160072	16.6402	18.5459	19.1996	19.4911	22.7888	19.9231	21.6167	16.9683	16.9843	17.1437	9.49216	22.1604	14.1432	19.6424	10.0717	19.667
ENSG00000197785	15.8224	16.5701	17.0062	13.7337	19.1451	18.395	17.0568	14.3183	30.2875	21.4002	18.6197	19.0179	16.6459	11.5591	23.0493	24.55
ENSG00000205090	0.0	0.829966	0.0	0.0	0.0	0.0	0.47208	0.16681500000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160075	34.0127	34.0763	34.2988	31.6539	43.6866	39.478	35.5539	26.2784	117.88	128.634	104.46	68.5886	99.2225	97.2726	114.301	77.4727
ENSG00000228594	3.63341	3.6361	4.75483	2.9373400000000003	4.115480000000002	3.6561	4.65247	4.6954	0.0	0.0	3.7737	0.0	3.37366	0.0	0.0	4.26481
ENSG00000197530	4.2240199999999986	3.93372	4.73567	3.5979400000000004	5.29523	4.15141	5.61836	5.66872	8.89594	6.73455	22.7872	13.9647	16.2972	5.6585	8.462439999999999	18.0268
ENSG00000189409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000248333	0.906175	0.765351	1.12061	1.58277	1.31269	1.58277	1.17511	1.04372	1.24041	3.75614	5.08374	0.0	0.0	6.31196	5.39412	1.43633
ENSG00000189339	0.324198	0.219002	0.305466	0.161752	0.313096	0.167773	0.24908200000000005	0.30750700000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008128	0.50744	0.825308	0.597646	0.281335	0.363007	0.291784	0.70399	0.649397	1.54334	0.0	0.0	0.0	0.0	0.0	0.0	1.7871099999999998
ENSG00000215790	0.453878	0.365004	0.7636649999999999	0.727883	0.521827	0.587204	0.6227050000000001	0.571084	0.0	1.7913	0.0	0.0	6.502269999999998	0.0	0.0	2.05496
ENSG00000008130	13.8387	14.2215	15.5203	14.3358	15.9523	15.5304	15.6218	12.9574	8.04035	12.1737	10.2978	3.60617	14.7298	15.3428	9.83384	13.9655
ENSG00000078369	32.9725	35.1933	39.5939	37.7009	47.7365	42.4377	39.0749	29.514	134.346	129.658	120.747	126.853	133.85399999999998	98.947	126.838	106.44
ENSG00000169885	0.281978	0.158592	0.16606400000000002	0.1757	0.226949	0.0	0.270585	0.286546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178821	1.39501	0.19607	1.84856	0.434444	0.8421040000000001	1.80432	1.67272	2.48076	0.0	0.0	0.0	0.0	0.0	0.0	5.18132	11.0373
ENSG00000142609	0.050215800000000005	0.0282815	0.0591409	0.0313324	0.0808243	0.0324865	0.0241233	0.0170114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187730	0.144061	0.4865390000000001	0.254508	0.35935	0.695642	0.4659390000000001	0.62254	0.8296190000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000067606	9.82126	10.5395	11.3049	10.2083	11.462	12.7992	13.8934	12.4372	11.4287	21.527	10.0371	14.9646	11.9641	8.308060000000001	5.32497	17.9902
ENSG00000162585	2.5958900000000003	3.32717	2.74188	3.03858	2.89173	2.93592	2.74237	3.15801	13.7472	18.9712	10.5641	11.9955	6.29615	4.37213	13.0773	16.882
ENSG00000157933	10.8386	10.6266	10.2009	12.2112	7.987789999999999	10.2074	10.3237	10.5949	17.3085	27.1769	26.2733	32.2022	18.7905	16.3104	22.3019	18.5578
ENSG00000116151	3.49317	4.73647	4.76874	3.36627	4.47256	5.23807	3.3542300000000003	4.73326	6.51746	8.771469999999999	0.0	0.0	15.9198	5.5274800000000015	11.8093	10.0625
ENSG00000157916	16.3081	17.6465	20.0534	16.9485	23.6065	22.7362	23.0897	17.9849	40.9042	45.0414	50.801	33.3562	37.9615	44.1521	52.5551	37.3179
ENSG00000157911	6.77849	6.8898600000000005	6.25749	5.97849	8.7912	6.93155	9.71571	8.06242	7.7964600000000015	14.4276	7.98832	16.3183	14.9558	13.2244	8.47604	10.5326
ENSG00000149527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157881	11.6194	11.3548	12.7806	11.0472	14.4181	16.2914	16.0772	12.9703	18.2159	21.2155	20.0999	17.5969	33.3712	17.8257	28.9439	30.8284
ENSG00000197921	0.344378	0.516659	0.0	0.143099	0.0	0.29699000000000003	0.110185	0.5443899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157873	0.0841927	0.0	0.0991615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157870	2.41305	3.36946	3.5778800000000004	2.40422	3.4179	3.05957	3.10283	3.62745	6.6059100000000015	5.3343099999999986	2.70739	11.8512	4.84077	3.3614900000000003	7.1817199999999985	7.649319999999999
ENSG00000142606	1.12453e-08	2.19523e-08	0.0593711	0.0638089	1.92269e-08	5.805520000000001e-09	0.0950112	0.034418800000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81096e-06
ENSG00000215912	0.132369	0.033137400000000004	0.103929	0.07342430000000001	0.071017	0.057091	0.0282649	0.089685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142611	0.581979	0.756482	0.527239	0.800841	0.504382	0.559942	0.7743	0.899842	2.86084	0.825052	5.02499	3.66604	3.74358	6.2390300000000005	2.66589	4.73245
ENSG00000130762	0.974822	0.997988	1.40903	1.10565	0.99848	1.49055	1.65998	1.77124	4.85234	6.122319999999998	4.97175	6.52895	4.4447	0.0	3.95647	4.21407
ENSG00000162591	0.26525	0.244456	0.227195	0.481471	0.155247	0.1248	0.301187	0.326755	0.660334	1.33306	0.0	0.0	0.0	0.0	0.717893	1.52927
ENSG00000158109	5.67019	6.12649	8.027280000000001	6.573060000000001	7.743810000000001	5.55753	8.196439999999999	7.9549	14.1098	18.9895	16.0633	11.2504	5.7441900000000015	7.977689999999999	23.8617	18.1538
ENSG00000116213	14.9837	14.9155	18.5658	14.9045	19.9357	21.9612	20.9562	17.3689	45.0273	71.7627	58.2763	38.2645	34.7323	24.1186	54.105	46.651
ENSG00000078900	3.48049	3.31946	3.23141	3.70926	3.96637	3.64867	3.53926	4.44089	6.26119	6.31993	5.70247	6.24045	5.09796	1.77005	4.53797	3.22229
ENSG00000162592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9098	0.0
ENSG00000235169	1.47136	0.0	0.866684	1.82869	1.18445	0.951085	1.4085	1.49492	10.0283	0.0	20.5502	0.0	0.0	0.0	10.9025	11.6123
ENSG00000130764	10.9467	11.0444	11.476	10.7737	14.6413	13.565	11.9388	10.5296	29.552	29.8292	25.9536	34.84	17.015	27.9275	26.6203	28.3535
ENSG00000116198	6.39235	7.15486	7.55243	6.78343	7.56906	7.770510000000002	7.92197	7.406910000000001	8.36267	7.87838	12.5671	7.001360000000001	4.0854	5.67392	12.1221	7.74684
ENSG00000169598	7.59307	6.92921	8.89137	6.86004	9.55246	9.48528	9.1802	8.3376	13.1417	13.265	12.241	8.573360000000001	8.754710000000001	0.0	7.793039999999999	8.30044
ENSG00000198912	5.55713	5.288869999999998	6.22226	5.12699	7.55875	7.79758	7.10533	6.04536	13.9291	10.8152	19.7611	7.6890100000000015	7.85165	8.17843	17.473	12.4071
ENSG00000196581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131697	3.90952	3.68313	3.04168	4.11003	3.2797400000000003	3.34164	3.7335	4.06154	5.19079	7.2043	2.65927	4.65623	3.56604	0.0	6.34866	3.0053400000000003
ENSG00000069424	0.8552629999999999	0.321097	1.08189	0.474314	1.12166	1.10658	0.669505	0.751159	0.0	0.0	1.7773900000000002	0.0	0.0	0.0	0.0	1.00435
ENSG00000116254	0.153658	0.173029	0.268522	0.217608	0.172693	0.208245	0.25975	0.302622	0.73465	0.370771	0.0	0.0	2.08017e-07	0.934587	1.19803	0.8506879999999999
ENSG00000285629	0.183499	0.594414	0.40976	1.51504e-07	1.12902e-06	9.78981e-07	1.41967	0.702004	0.0	0.000496954	0.0	0.0	13.7585	8.453610000000001e-05	0.0	0.00167822
ENSG00000116251	3.8929	3.3704400000000003	3.59226	2.93848	3.80777	3.56685	2.81414	3.45231	0.0	21.6859	0.0	38.5449	0.0	54.6644	0.0	12.4369
ENSG00000116237	22.1792	23.6703	27.6886	23.3523	33.8243	29.6296	28.0212	22.1274	11.3875	8.4292	7.778510000000002	9.53383	11.1263	7.72623	9.9041	8.79079
ENSG00000158286	1.36137	1.30329	1.16243	1.48635	1.0956	1.01281	1.56943	1.40661	0.931885	0.0	0.0	1.6806599999999996e-06	0.0	0.0	0.0	0.0
ENSG00000173673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158292	0.946795	0.992828	1.15353	1.50731	0.998425	0.802593	1.47417	1.26084	0.8939459999999999	0.0	1.83189	0.0	1.6377	0.0	0.0	2.07029
ENSG00000097021	15.4168	14.7967	17.9564	15.4704	17.2146	18.5475	16.8289	14.338	85.6458	95.8802	89.3491	72.6354	68.4662	67.3538	74.48899999999998	63.1105
ENSG00000069812	0.0	0.0	0.146349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215788	0.890466	0.8018069999999999	0.94391	0.666227	0.429995	0.230394	0.264701	1.2757	2.43643	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171680	1.06	0.96655	0.832263	1.3227799999999998	0.853052	1.33885	1.06459	1.27997	1.3822299999999998	2.0928	1.41625	0.0	0.0	1.7584099999999998	0.7513569999999999	0.0
ENSG00000162408	18.1344	17.8827	19.7608	17.8502	22.8949	21.2523	20.2748	16.4666	32.2834	24.9828	25.3597	25.0976	20.6999	28.7486	31.5877	34.2674
ENSG00000173662	0.0941892	0.0	0.27733	0.293772	0.075802	0.12186199999999997	0.135711	0.159538	0.0	0.0	0.0	0.0	2.36192	0.0	0.0	0.0
ENSG00000204859	6.84667	8.39103	9.63375	8.38928	8.87477	7.99569	8.43782	8.45641	8.29216	20.0879	10.1955	17.8517	12.1529	29.5369	23.4389	11.5223
ENSG00000162413	15.2877	12.5205	17.8319	16.4605	19.8303	17.2786	16.8051	15.9877	52.7533	81.9203	58.2093	36.4005	104.077	41.2986	74.9982	42.2901
ENSG00000116273	10.9236	10.6213	7.89066	7.13294	9.08408	9.23379	8.32519	8.21513	19.9391	20.1262	16.3439	10.7315	16.4377	15.2194	15.174	8.08099
ENSG00000041988	3.6822	3.13084	5.04451	2.55151	3.78385	3.12105	4.72558	3.40654	0.0	3.78185	8.281690000000002e-07	0.0	1.37832e-06	4.76639	4.07329	8.677
ENSG00000007923	23.0708	23.4658	26.8463	23.188	28.703000000000007	26.8736	24.3506	21.134	25.6581	59.6798	32.0046	46.0315	36.7866	48.2519	46.0867	56.838
ENSG00000171735	1.89026	2.25061	1.82802	1.59194	1.92934	2.38616	1.90492	1.99918	5.05066	4.67321	4.3124699999999985	3.02036	6.16849	6.42522	7.3212100000000015	2.92421
ENSG00000049245	26.6927	31.1213	31.289	29.0345	41.8444	35.7613	34.4439	27.2984	41.5502	45.435	24.8341	37.2713	34.888000000000005	39.6437	28.2325	36.0848
ENSG00000049246	0.662741	0.6065699999999999	0.780521	0.620313	0.700023	0.616332	0.795966	1.03838	1.70152	0.572493	0.0	2.03505	0.0	0.0	0.61661	1.31351
ENSG00000049247	5.88671e-08	7.693049999999998e-07	4.19876e-05	9.64607e-08	5.34918e-06	2.21556e-05	4.26817e-05	5.022039999999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000049249	0.0219603	0.0	0.0	0.0	0.0353459	0.0284141	0.0210999	0.0148789	0.0	0.607028	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116288	109.122	120.49	123.589	114.792	162.61	141.096	114.327	85.9312	697.2260000000001	678.928	806.834	706.3610000000001	721.302	813.933	704.4939999999998	693.3739999999998
ENSG00000116285	3.66691	2.05465	5.40028	3.41445	7.38023	3.55465	5.69868	5.58801	37.4451	0.0	0.0	22.3926	0.0	31.7573	13.5697	0.0
ENSG00000162426	0.09813	0.0	0.0	0.122423	0.157947	0.0	0.0471288	0.0332425	1.3431799999999998	1.35578	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142599	5.0509900000000005	4.5046	4.480580000000002	5.51586	3.90851	3.6029	3.57781	4.59589	18.1783	18.7963	18.1713	31.0216	16.245	13.5369	17.8347	12.8351
ENSG00000074800	92.8174	93.9898	112.242	100.442	145.401	117.025	99.9901	73.7798	870.596	826.495	1011.4	958.031	844.8910000000002	1066.36	883.1489999999999	891.931
ENSG00000131686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59748	0.0	0.0
ENSG00000142583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180758	1.8013400000000002	2.02903	1.7089900000000002	1.21762	1.73154	2.07174	2.1153	2.16972	2.05533	0.0	1.40394	1.22911	0.0	0.0	0.0	0.793323
ENSG00000049239	3.22886	3.30242	3.4357800000000003	3.11076	3.03154	3.17003	2.91209	3.46382	2.32714	1.17449	0.794805	0.6958300000000001	0.710548	0.986829	2.52999	2.2456
ENSG00000171621	1.64973	1.95563	3.88595	2.59992	3.07461	3.98805	3.5447800000000003	3.32378	4.75426	3.59914	4.87126	6.39698	0.0	6.04815	2.58433	4.12889
ENSG00000171612	3.71148	3.90666	4.00351	2.81326	4.41058	4.48792	4.29867	3.8072	2.84923	3.83461	3.89246	5.1116199999999985	0.0	0.0	2.06505	2.19951
ENSG00000188807	3.96972	3.39312	4.0909	4.95324	3.65112	3.62285	3.98387	4.70678	33.9662	39.1827	35.7965	29.5978	23.1124	22.2224	36.9269	22.475
ENSG00000171608	0.8901	0.873495	0.907132	0.660615	0.813413	1.02872	0.969998	0.880783	1.97013	0.0	0.0	0.0	1.20308	0.0	2.85581	0.0
ENSG00000171603	17.4365	17.8716	15.8392	17.1937	16.5706	16.4203	16.5834	15.215	58.7448	57.2031	48.1524	60.7544	34.185	52.7523	48.0868	52.8183
ENSG00000178585	2.94296	4.02797	4.05266	3.27626	4.66402	4.45201	4.30565	4.57068	2.4790400000000004	5.0046	7.62015	2.22375	11.3539	3.15372	6.7378300000000015	7.17652
ENSG00000162441	12.7974	13.1051	15.1441	12.2384	14.4189	13.5608	13.5784	13.212	28.356	20.2038	23.9267	29.9245	30.5575	8.487810000000001	16.3205	25.109
ENSG00000173614	3.00852	3.30865	3.83507	2.60565	4.38662	4.21311	4.45434	3.5971	4.84554	2.9346	0.0	1.73862	0.0	2.46571	1.05358	2.24436
ENSG00000162444	1.15433	0.865109	1.81292	1.43765	2.47761	1.49296	1.6606299999999998	1.95498	26.2848	15.9188	10.7727	18.8624	9.63067	0.0	11.4304	6.0873
ENSG00000130939	13.4797	13.437	13.3425	13.2949	13.3236	13.8493	14.4889	12.8946	28.7633	36.637	28.0677	29.487	23.8377	10.4547	41.6939	42.8225
ENSG00000054523	9.69285	9.48826	9.97607	9.83218	9.85521	10.1305	9.63961	9.51069	13.2571	13.3815	11.5458	13.081	9.71471	9.27579	13.692	13.816
ENSG00000142657	36.1366	37.9679	46.5512	39.7165	50.8949	50.7438	40.7735	33.9697	236.928	226.674	265.98	280.908	245.332	256.853	192.625	193.239
ENSG00000251503	0.220701	1.0156	0.808381	0.409915	1.22471	0.580013	1.4185299999999998	0.690114	1.6753599999999998e-05	6.10197	1.96991e-05	4.48709e-06	0.0	0.0	0.0	7.095989999999999e-05
ENSG00000175279	10.3512	11.7239	14.4255	11.4547	15.7478	11.8394	13.5858	12.9218	24.961	3.98395	20.4602	44.78100000000001	0.0	0.0	0.0	11.5613
ENSG00000241563	2.06633	1.21286	1.78502	3.63767	1.72367	2.54537	1.53217	3.09037	0.0	5.12871e-05	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160049	17.4031	18.8449	22.1595	18.1393	27.1017	22.7426	21.5853	16.5902	7.1398899999999985	10.2097	10.9734	10.6744	7.6301	6.05536	12.2902	14.4684
ENSG00000142655	4.61894	4.5599300000000005	6.36072	5.8495	6.06209	7.26272	6.20987	6.49944	35.0057	37.2971	27.8967	27.9118	42.7532	9.89614	29.5999	27.0232
ENSG00000130940	0.458569	0.442787	0.308611	0.797149	0.34268000000000004	0.635725	0.535047	0.5992029999999999	0.0	0.905478	0.0	2.41404	1.6434	0.0	0.975255	0.5193770000000001
ENSG00000175262	0.0	0.0	0.0	0.0	0.07968360000000001	0.0	0.047552300000000006	0.0335413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000120948	16.0316	15.8468	18.306	17.0683	22.1848	19.2463	19.1778	14.7949	11.4169	23.0452	11.93	14.4579	15.9947	9.85472	9.48786	8.9916
ENSG00000277726	0.581535	0.479658	0.207229	0.823903	1.02253	0.563401	0.543197	0.734115	9.08823e-06	0.00924502	14.8773	0.000761064	7.98358	1.2901	2.38134	18.769
ENSG00000009724	1.92557	2.55076	3.80201	3.32046	2.82589	3.88342	4.5147900000000005	4.14403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116649	45.5003	45.1636	47.8396	44.2453	44.8645	46.2238	40.5854	35.74800000000001	175.919	246.624	247.007	210.403	131.299	116.042	201.878	196.161
ENSG00000171824	30.772	31.3126	36.7001	31.3549	44.522	40.6305	36.7956	30.8613	90.4952	91.3442	103.631	81.1758	124.339	111.738	104.17	81.6737
ENSG00000198793	24.1219	23.6216	28.5146	25.3678	31.031	30.1479	28.8223	24.6469	29.4709	30.1606	28.5186	29.3733	27.745	34.3673	30.7048	28.9122
ENSG00000171819	1.99128	1.82161	0.952765	1.47478	1.0016	1.20761	1.01598	1.60207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000120942	5.00091	6.346	6.89273	6.49998	8.22098	6.3316300000000005	6.74131	7.56905	29.1065	5.87591	17.8937	20.8872	15.9968	14.8112	12.6574	13.4815
ENSG00000204624	0.0	0.05692390000000001	0.119037	0.0315324	0.0813403	0.0980816	0.0485545	0.15408	0.0	0.0	0.0	1.24137	0.0	0.0	0.0	0.801234
ENSG00000116661	0.251754	0.070862	0.07412730000000001	0.07850639999999999	0.405221	0.325709	0.0	0.0852832	0.0	1.73882	0.0	0.0	0.0	0.0	1.87282	0.0
ENSG00000132879	3.1284	3.15713	2.91887	2.17973	2.94274	2.62832	3.82483	3.41333	5.56174	6.73671	2.27945	5.98678	6.11341	2.83016	8.46515	10.3044
ENSG00000116663	0.384577	0.7574390000000001	0.566196	0.4795140000000001	0.773786	0.248754	0.553823	0.651371	7.89116	5.31013	10.7805	14.157	9.63766	0.0	5.71934	3.04586
ENSG00000116670	16.4303	17.5495	19.2614	14.2008	23.8633	21.5527	21.9415	17.4482	66.9214	86.5475	89.9959	82.5409	57.4683	53.209	45.4717	60.5404
ENSG00000162490	0.0	0.019973	0.0	0.0	0.0	0.022941	0.017036199999999998	0.0120128	0.485569	0.980248	0.0	0.0	0.0	0.0	0.527894	0.0
ENSG00000177674	7.76635	7.4168699999999985	8.45725	8.39958	15.3321	9.85618	13.0764	10.6221	24.0384	16.1759	8.20999	7.18762	0.0	10.1935	17.4225	23.1961
ENSG00000215910	2.47071e-09	0.0360821	1.27353e-08	4.52759e-09	4.62289e-09	4.69741e-09	1.25776e-08	0.0422291	0.0	0.806158	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000011021	3.84269	3.4247400000000003	3.85668	4.211130000000002	3.22696	3.718080000000001	3.72377	3.780780000000001	1.82986	2.77053	1.87489	1.6414099999999998	1.67613	2.32786	1.98936	1.05944
ENSG00000177000	2.49948	2.71008	2.94371	2.84413	3.34263	3.21028	3.24927	3.18604	3.01992	4.0643400000000005	5.15707	3.6119	1.84415	2.56121	6.01912	2.33128
