	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
ANXA6	2985	3232	2318	2465	2091	1828	3182	4685
ANXA7	2764	3073	2134	2238	1787	1467	2868	3970
ANXA9	17	12	6	6	26	29	29	46
AOC2	3	4	8	6	120	90	139	244
AP000812.5	1	8	10	5	54	41	83	120
AP001781.2	6	8	5	12	26	27	24	37
AP002495.2	29	39	18	25	50	58	71	107
AP002748.4	10	15	8	14	58	48	101	109
AP002956.1	152	216	197	214	174	142	250	334
AP1AR	158	149	104	117	584	603	896	1214
AP1B1	3646	4300	3064	3002	2371	2103	3212	4946
AP1G1	1780	2097	1494	1574	2310	2009	2610	4134
AP1G2	204	187	159	159	608	537	844	1213
AP1M1	1691	2111	1473	1354	718	562	1102	1664
AP1S1	855	1002	743	667	360	356	480	620
AP1S2	174	190	111	116	94	86	142	201
AP1S3	228	257	174	159	104	89	152	243
AP2A1	980	1264	854	810	1135	888	1271	2019
AP2A2	1256	1444	946	1001	988	808	1252	1974
AP2B1	2491	2841	2222	2232	2157	1833	2231	3576
AP2M1	3305	3828	2678	2572	3310	3163	5558	7630
AP2S1	1741	2137	1362	1259	1215	1174	1950	2810
AP3B1	1762	2030	1503	1586	2176	2160	2936	4258
AP3B2	33	49	28	25	54	52	65	82
AP3D1	2657	3396	2217	2212	2696	2360	3124	5074
AP3M1	2035	2270	1552	1749	1016	901	1522	2222
AP3M2	381	451	331	337	575	537	749	1135
AP3S1	646	663	475	540	614	579	1003	1284
AP3S2	99	113	75	90	43	39	42	80
AP4B1	379	455	288	259	662	620	873	1266
AP4E1	317	392	296	304	690	620	901	1290
AP4M1	148	229	148	141	126	121	212	281
AP4S1	35	38	26	17	48	58	80	122
AP5B1	217	291	199	209	354	315	397	565
AP5M1	271	281	190	210	709	633	1179	1641
AP5S1	168	237	174	143	145	97	189	253
AP5Z1	119	202	120	117	306	252	385	613
APAF1	808	860	716	650	837	818	1101	1552
APBA2	254	351	211	213	503	434	700	980
APBA3	91	117	58	80	169	163	212	347
APBB1	634	754	468	509	796	700	1160	1578
APBB2	207	222	157	173	190	170	227	390
APBB3	51	61	43	39	118	99	173	243
APC	831	961	737	785	3016	2547	3911	5861
APC2	11	12	11	10	88	76	89	155
APCDD1	11	18	15	19	20	15	18	37
APEH	1339	1454	1042	940	2131	1886	3240	4589
APEX1	2389	3349	2006	2038	1995	2048	2739	3853
APEX2	355	465	299	289	571	502	834	1231
APH1A	888	1095	828	731	1092	893	1971	2718
APH1B	171	172	131	145	30	28	60	73
API5	1278	1473	1058	1111	2446	2426	3627	4856
APIP	330	377	265	299	589	578	807	1162
APLF	21	23	16	21	92	83	142	193
APLP1	488	616	479	469	68	60	62	110
APLP2	6129	7016	5572	5030	5739	5524	8152	11362
APMAP	725	1130	842	814	1147	991	1790	2430
APOBEC3C	475	548	338	414	45	37	109	110
APOC1	114	122	90	100	68	80	151	198
APOL2	364	489	277	268	185	140	218	317
APOLD1	54	89	45	53	17	28	25	40
APOM	25	30	8	23	28	30	35	66
APOO	400	458	330	327	259	188	381	504
APOOL	332	323	232	266	295	272	331	563
APOPT1	59	74	42	51	63	46	125	175
APP	7580	9148	7034	6667	4637	4848	5679	8148
APPBP2	935	1092	715	711	967	857	1399	1915
APPL1	1332	1396	1058	1134	2012	1709	3040	4158
APPL2	468	550	429	414	559	484	724	1018
APRT	2733	3475	2244	2286	1743	1473	2781	3807
APTX	462	579	390	401	775	788	1132	1519
AQP11	13	16	24	9	42	38	54	86
AQR	1537	1745	1240	1309	2117	1875	3413	5085
ARAF	455	568	352	354	598	521	866	1271
ARAP1	521	568	477	392	839	741	856	1332
ARAP2	167	194	123	120	423	420	541	820
ARAP3	135	179	99	124	47	41	35	67
ARCN1	3579	4024	2975	2960	2798	2718	3629	5462
AREL1	185	213	152	169	719	650	1141	1663
ARF1	5200	6491	3988	4272	2885	2627	5208	7414
ARF3	43	63	39	43	37	40	58	79
ARF4	1202	1528	957	1081	1223	1062	1982	2891
ARF5	2442	2638	1757	1852	916	877	1364	1961
ARF6	643	878	490	516	423	379	711	893
ARFGAP1	666	971	573	564	686	573	915	1347
ARFGAP2	648	916	616	576	1014	939	1363	2032
ARFGAP3	826	971	607	706	469	423	723	1052
ARFGEF1	840	860	617	706	1973	1751	2543	3958
ARFGEF2	799	947	732	729	2474	1995	3242	4750
ARFGEF3	556	625	527	495	460	400	496	886
ARFIP1	614	591	474	434	480	440	783	1039
ARFIP2	675	811	586	551	1192	1082	1882	2649
ARFRP1	274	343	206	186	214	217	280	373
ARG1	0	0	0	0	36	31	38	63
ARG2	730	721	484	517	461	407	779	1139
ARGLU1	587	694	481	470	885	1007	1420	1705
ARHGAP1	557	729	453	441	291	219	249	451
ARHGAP10	285	332	278	222	578	534	765	1218
ARHGAP11A	890	914	683	778	2070	1874	2568	3621
ARHGAP12	429	413	318	334	615	522	845	1255
ARHGAP17	1072	1471	821	842	799	604	582	1093
ARHGAP18	257	259	187	195	312	291	382	593
ARHGAP19-SLIT1	16	30	7	20	61	56	76	85
ARHGAP20	94	114	51	77	78	73	99	145
ARHGAP21	276	245	232	207	1493	1273	2188	3135
ARHGAP22	108	144	68	91	233	216	281	410
ARHGAP24	32	39	38	34	55	59	70	113
ARHGAP26	208	214	150	157	236	199	237	369
ARHGAP27	75	117	72	87	47	55	72	120
ARHGAP28	93	128	87	80	49	40	74	99
ARHGAP29	332	315	182	218	496	395	672	1041
ARHGAP30	2	2	3	3	18	18	26	35
ARHGAP31	67	65	74	72	128	110	132	251
ARHGAP32	162	158	178	157	500	390	598	923
ARHGAP33	44	100	48	62	48	43	38	93
ARHGAP35	614	653	480	513	2174	1868	2369	3905
ARHGAP39	178	207	127	126	198	167	203	398
ARHGAP4	3	4	10	9	20	17	31	50
ARHGAP42	77	76	65	75	141	103	192	301
ARHGAP44	92	80	57	68	169	155	209	324
ARHGAP45	40	43	38	40	73	50	110	139
ARHGAP5	514	554	368	375	4089	3644	5627	8410
ARHGDIA	2734	3488	2388	2435	947	899	771	1507
ARHGDIG	51	65	43	55	86	92	110	142
ARHGEF1	653	797	535	575	403	334	524	816
ARHGEF10	251	326	242	265	539	483	611	896
ARHGEF10L	55	82	56	37	90	63	112	196
ARHGEF11	329	380	322	311	1167	975	1361	2247
ARHGEF12	831	911	737	664	4432	3725	5907	8761
ARHGEF16	118	162	100	103	61	41	102	162
ARHGEF17	152	147	202	190	115	102	101	198
ARHGEF18	27	34	13	22	16	18	27	41
ARHGEF19	13	11	11	14	22	29	24	61
ARHGEF2	958	1210	710	694	499	471	569	820
ARHGEF25	32	55	37	26	338	309	426	720
ARHGEF26	369	478	322	308	683	626	703	1135
ARHGEF28	137	124	110	113	60	40	89	151
ARHGEF3	196	214	165	183	199	151	237	402
ARHGEF39	271	372	220	235	251	218	305	457
ARHGEF4	21	18	33	24	118	97	197	311
ARHGEF40	146	175	125	124	132	137	164	256
ARHGEF6	256	251	151	191	206	199	350	458
ARHGEF7	573	703	463	501	571	536	649	1008
ARHGEF9	31	24	27	19	270	226	378	521
ARID1A	1816	2526	1624	1629	1412	1088	1067	2018
ARID1B	685	775	636	574	1513	1271	1593	2679
ARID2	1251	1487	1018	1049	1828	1581	2366	3692
ARID3A	150	194	136	119	93	80	86	153
ARID3B	103	120	60	59	136	97	157	231
ARID4A	229	261	189	200	577	551	628	894
ARID4B	798	959	605	619	2634	2453	3430	4680
ARID5A	87	105	47	63	72	85	110	164
ARID5B	645	793	479	512	347	257	386	607
ARIH1	914	1190	733	791	1552	1472	1892	2703
ARIH2	642	643	525	518	2416	2216	3582	5066
ARIH2OS	118	149	73	119	29	33	75	104
ARL1	1276	1342	878	1011	615	574	1098	1455
ARL10	35	46	35	19	151	149	87	204
ARL13B	266	280	191	191	532	482	732	1001
ARL14EP	336	376	279	309	458	407	599	836
ARL15	232	197	142	172	193	161	231	365
ARL16	268	397	196	244	307	246	510	667
ARL2	391	419	293	256	163	146	315	432
ARL2BP	484	545	378	460	367	311	616	885
ARL3	904	1049	703	760	211	183	376	459
ARL4A	32	28	27	28	109	80	146	176
ARL4C	118	153	91	95	71	70	88	163
ARL4D	102	110	55	64	67	50	78	113
ARL5A	23	41	24	32	515	462	697	1003
ARL5B	571	691	496	506	405	361	573	815
ARL6	158	208	123	163	234	236	331	536
ARL6IP1	298	428	267	279	266	268	540	710
ARL6IP4	1027	1442	862	833	1808	1758	2352	3306
ARL6IP5	845	785	596	629	841	831	1173	1594
ARL6IP6	283	298	242	211	353	249	466	693
ARL8A	394	476	332	305	205	211	261	424
ARL8B	420	587	374	351	436	351	574	886
ARMC1	585	630	463	488	666	649	1102	1464
ARMC10	79	102	78	58	293	248	348	533
ARMC2	60	65	32	38	63	57	87	148
ARMC4	245	240	207	191	236	223	252	399
ARMC5	160	254	152	182	219	243	347	487
ARMC6	953	1233	795	757	1168	966	1724	2617
ARMC7	181	251	152	151	44	32	49	82
ARMC8	416	452	305	348	950	917	1497	2170
ARMC9	480	592	383	378	542	506	671	986
ARMCX2	507	512	394	408	37	24	54	95
ARMCX3	313	397	245	253	370	381	509	708
ARMCX4	21	40	27	28	133	97	65	151
ARMCX5	212	196	173	188	645	570	1016	1379
ARMCX6	17	44	12	19	61	75	72	98
ARMH3	733	774	603	618	567	509	654	1001
ARMH4	148	151	130	107	131	92	149	260
ARMT1	1770	1879	1360	1525	1310	1149	1910	2587
ARNT	596	737	501	518	711	665	950	1516
ARNT2	82	117	71	67	319	276	325	533
ARNTL	65	70	44	37	115	104	204	243
ARNTL2	97	104	88	79	845	717	1163	1677
ARPC1A	173	209	120	158	188	164	378	555
ARPC1B	104	125	83	67	61	54	107	137
ARPC2	4333	4968	3132	3409	1984	1690	3206	4554
ARPC3	2575	2901	1812	2174	1467	1472	2210	3018
ARPC4	600	810	547	515	329	322	578	789
ARPC5	856	1187	715	743	790	869	1201	1593
ARPC5L	536	676	406	409	233	254	382	483
ARPIN-AP3S2	14	11	10	15	30	41	48	60
ARPP19	883	1021	679	719	582	554	784	1092
ARRB1	145	142	114	115	137	118	175	263
ARRB2	827	988	648	649	427	364	670	845
ARRDC1	380	451	300	289	264	200	468	597
ARRDC2	72	66	55	38	41	34	46	79
ARRDC3	78	87	90	76	145	127	244	340
ARRDC4	308	330	290	287	215	214	263	366
ARSA	171	200	181	162	104	83	121	223
ARSB	127	182	145	131	246	218	354	505
ARSG	43	39	42	43	91	51	87	147
ARSK	223	236	191	196	204	165	260	386
ART5	27	34	20	24	37	35	56	78
ARV1	624	737	502	546	679	606	1019	1359
ARVCF	79	110	74	58	186	157	229	324
AS3MT	234	240	173	207	259	272	422	603
ASAH1	835	917	703	703	438	450	684	959
ASAP1	516	585	414	431	746	632	666	1226
ASAP2	310	402	242	267	392	333	421	688
ASAP3	144	157	113	97	206	187	238	348
ASB1	151	210	112	111	192	222	278	370
ASB13	145	194	144	125	247	221	311	451
ASB14	0	0	0	1	77	69	75	115
ASB16	23	19	14	15	36	30	56	104
ASB6	939	1141	702	740	519	438	737	1044
ASB7	93	127	72	59	267	250	412	581
ASB8	443	522	356	360	293	275	325	478
ASCC1	866	1023	655	725	469	420	594	818
ASCC2	964	1224	796	803	1009	907	1357	2113
ASCC3	2430	2822	2317	2498	5954	5388	8476	12343
ASDURF	98	69	76	73	237	221	289	434
ASF1A	802	1003	646	697	639	618	1096	1493
ASF1B	1084	1522	896	880	677	577	1129	1512
ASH1L	1065	1256	979	983	5174	4573	5349	8756
ASH2L	859	983	820	855	520	491	702	907
ASIC1	176	179	169	166	148	129	127	250
ASIC3	10	0	4	2	21	26	40	50
ASL	104	123	92	82	181	132	280	406
ASMTL	251	251	202	173	257	241	322	465
ASNA1	1305	1539	954	973	870	786	1494	2088
ASNS	2755	2606	2179	2100	2779	2579	4459	6260
ASNSD1	374	410	325	315	2237	2137	3407	4979
ASPH	1102	1229	968	950	1697	1566	2257	3234
ASPHD2	52	59	36	26	72	51	91	132
ASPM	2598	2722	2363	2268	13313	12225	19481	26874
ASPN	1	0	0	0	114	88	100	158
ASPRV1	0	0	1	1	21	24	31	45
ASPSCR1	229	344	202	183	358	319	513	708
ASRGL1	360	482	294	261	372	343	503	677
ASS1	467	482	398	429	397	358	597	858
ASTE1	203	267	173	186	409	305	513	859
ASTN2	22	22	19	17	54	54	60	102
ASXL1	672	891	628	638	2627	2220	2830	4557
ASXL2	206	243	145	139	735	578	618	1213
ASXL3	79	64	66	73	82	81	98	156
ATAD1	1122	1459	1097	1137	991	909	1369	1813
ATAD2	2841	2962	2089	2356	3575	3486	5173	7186
ATAD2B	281	327	222	223	1280	1084	1624	2452
ATAD3A	794	1069	667	723	871	780	1305	1688
ATAD3B	526	707	378	375	885	885	1318	1842
ATAD5	721	701	545	552	2481	2358	2715	4164
ATAT1	189	232	163	127	94	81	102	181
ATE1	493	568	431	429	792	726	889	1406
ATF1	422	578	325	383	379	378	700	957
ATF2	296	321	190	201	841	777	1313	1758
ATF3	146	174	122	125	55	60	124	185
ATF4	314	318	202	239	7363	7197	12074	16531
ATF5	24	33	25	35	48	37	57	115
ATF6	1370	1499	1160	1150	1247	1144	2078	2975
ATF6B	973	1241	795	789	426	348	599	921
ATF7IP	2450	2879	1972	2208	1357	1268	1436	2253
ATF7IP2	24	26	13	10	121	104	158	261
ATG10	42	49	40	41	76	57	95	171
ATG101	306	374	247	247	303	337	429	626
ATG12	246	372	239	250	135	106	224	309
ATG13	402	460	331	301	587	497	847	1222
ATG14	87	110	61	93	303	325	431	690
ATG16L1	474	587	371	375	945	819	1134	1827
ATG16L2	21	17	17	18	109	91	136	215
ATG2A	386	554	379	374	762	701	798	1358
ATG2B	1152	1219	935	912	1942	1699	2464	3793
ATG3	737	785	555	599	1435	1370	2436	3343
ATG4A	188	201	134	150	356	294	562	820
ATG4B	1000	1293	927	913	685	628	1022	1479
ATG4C	373	358	242	316	761	780	1268	1774
ATG4D	204	262	185	127	353	304	511	755
ATG5	601	621	450	455	685	626	964	1432
ATG7	597	641	494	450	1001	922	1401	1932
ATG9A	1133	1225	901	876	570	463	836	1233
ATIC	6821	7870	5531	5412	2186	2044	1859	3559
ATL1	160	180	106	123	102	94	150	197
ATL2	1073	1294	891	964	1778	1771	2348	3400
ATL3	112	130	102	87	540	458	708	1026
ATM	1030	1005	956	888	4687	4275	5823	8759
ATMIN	81	87	57	51	1114	955	1695	2450
ATN1	831	1041	674	686	406	315	204	603
ATOX1	1163	1253	929	942	183	202	373	547
ATP10D	80	87	79	46	254	247	422	605
ATP11A	262	313	260	249	464	418	386	685
ATP11B	587	636	482	504	1107	1069	1636	2440
ATP11C	1159	1271	1080	1069	2232	2030	3209	4725
ATP13A1	809	1365	864	874	1044	889	1167	1977
ATP13A2	659	746	478	498	812	699	939	1542
ATP13A3	1199	1400	1205	1166	2521	2371	3541	5308
ATP1A1	13356	17136	13072	12119	11330	10489	14284	21819
ATP1B1	912	965	855	897	360	354	489	690
ATP1B3	1846	2164	1486	1661	1389	1285	2157	3083
ATP23	169	155	118	145	106	92	172	247
ATP2A1	27	30	25	23	91	59	91	136
ATP2A2	7611	9718	7155	6668	5656	5176	4928	9173
ATP2A3	138	125	109	100	18	33	20	25
ATP2B1	1806	2326	1819	1711	2550	2475	3561	5105
ATP2B4	155	198	184	149	1017	915	971	1724
ATP2C1	1074	1355	1095	999	1934	1895	2458	3623
ATP5F1A	9790	12538	8674	8345	11544	10623	18189	25983
ATP5F1B	24599	30098	21309	20881	16570	14734	27446	38576
ATP5F1C	5808	6445	4497	4825	3057	2790	5306	7501
ATP5F1D	916	1338	803	756	237	191	286	437
ATP5F1E	1514	1620	1159	1074	930	735	1771	2493
ATP5IF1	2164	2753	1618	1700	1497	1531	2129	2832
ATP5MC1	1364	1665	1056	1095	995	780	1557	2289
ATP5MC2	3833	5194	2998	3149	1606	1265	2762	3740
ATP5MC3	5489	6555	3996	4339	4384	3927	7419	9995
ATP5MD	928	1206	670	781	646	722	1197	1775
ATP5ME	2091	2378	1443	1538	1827	1973	2572	3694
ATP5MF	2120	2397	1605	1852	738	492	1733	2444
ATP5MF-PTCD1	34	38	24	32	35	24	46	68
ATP5MG	1002	1296	937	837	1711	1731	2582	3445
ATP5MPL	2094	2610	1796	1852	680	699	1013	1449
ATP5PB	2983	3320	2332	2411	3597	3212	5925	8453
ATP5PD	1218	1695	1094	1085	1947	1884	3115	4552
ATP5PF	2489	2719	1765	1978	867	679	1600	2369
ATP5PO	1755	1965	1454	1438	1996	1794	3983	5387
ATP6AP1	2905	3452	2567	2529	1130	1028	1957	2584
ATP6AP2	2303	2452	1914	1925	962	778	1751	2512
ATP6V0A1	1062	1342	956	909	1432	1225	1397	2379
ATP6V0A2	812	935	656	689	1136	1012	1651	2464
ATP6V0B	1949	2718	1696	1642	1079	771	2006	2839
ATP6V0C	1346	1820	934	1003	163	137	203	311
ATP6V0D1	1472	1919	1154	1178	963	859	1591	2299
ATP6V0E1	371	521	380	353	239	181	379	553
ATP6V0E2	336	433	243	213	266	255	365	499
ATP6V1A	2485	3254	2111	2322	3466	3197	5346	7707
ATP6V1B1	59	55	22	24	30	31	61	98
ATP6V1B2	1592	1897	1224	1240	1011	944	1434	2093
ATP6V1C1	901	1007	703	733	1195	1075	1616	2439
ATP6V1C2	33	32	26	20	27	34	28	52
ATP6V1D	1079	1220	685	832	922	925	1248	1848
ATP6V1E1	1967	2258	1459	1710	1092	970	1785	2403
ATP6V1E2	14	5	3	2	23	27	43	46
ATP6V1F	1555	1737	1141	1202	676	609	1081	1520
ATP6V1G1	1379	1541	1055	1101	974	951	1391	1996
ATP6V1H	1282	1439	1015	1001	1130	1079	1569	2262
ATP7A	482	490	437	462	561	534	680	1042
ATP7B	438	641	436	426	779	685	969	1556
ATP8A1	250	249	276	234	557	518	746	1178
ATP8A2	27	31	31	20	42	25	40	63
ATP8B1	26	33	13	21	157	112	103	180
ATP8B2	153	163	134	108	2166	1811	3075	4426
ATP9A	487	540	419	433	619	547	772	1255
ATP9B	218	225	175	181	398	382	484	738
ATPAF1	1570	1843	1198	1206	1163	1181	1499	2171
ATPAF2	129	182	95	114	439	355	657	913
ATPSCKMT	219	277	178	219	267	218	317	434
ATR	1139	1250	976	1010	3687	3324	5558	7643
ATRAID	538	693	566	573	759	677	1361	1943
ATRIP	275	345	234	206	826	701	1172	1884
ATRN	747	895	844	732	1174	1006	1313	2048
ATRNL1	101	105	101	100	435	436	547	836
ATRX	1162	1416	1087	1227	5056	4853	5960	7897
ATXN1	97	113	120	120	184	139	224	360
ATXN10	3720	4501	3377	3403	3000	2572	3321	5516
ATXN1L	69	100	59	50	323	313	472	794
ATXN2	2205	2530	1545	1741	926	746	807	1536
ATXN2L	2172	2877	1856	1910	1459	1068	924	2100
ATXN3	516	527	363	412	288	267	456	588
ATXN7	10	3	6	4	40	45	60	93
ATXN7L1	83	96	87	83	148	97	180	264
ATXN7L2	68	110	70	89	185	153	292	414
ATXN7L3	102	107	81	81	502	435	669	952
ATXN7L3B	489	691	411	434	332	269	429	613
AUH	196	240	170	149	273	267	330	487
AUNIP	486	520	322	367	546	431	928	1419
AUP1	671	782	589	552	1658	1417	2882	4040
AURKA	1784	2097	1319	1573	1444	1276	2381	3347
AURKAIP1	2754	3807	2169	2161	1393	1465	1927	2698
AURKB	1534	2051	1315	1306	1494	1454	2342	3380
AUTS2	360	416	255	276	386	314	295	631
AVEN	134	164	76	98	292	290	360	559
AVIL	4	1	9	3	98	77	110	170
AVL9	290	351	251	220	764	678	1078	1532
AVPI1	163	166	88	122	40	32	62	109
AXIN1	302	444	240	241	796	808	1042	1404
AXIN2	106	149	85	89	150	143	125	231
AZI2	137	128	103	87	1000	917	1484	2143
AZIN1	763	845	631	590	2608	2370	3777	5484
AZIN2	13	16	11	14	66	66	86	119
B2M	4640	5276	3725	3695	1209	1169	1915	2691
B3GALNT2	179	216	143	146	1225	1152	1640	2421
B3GALT1	8	9	13	7	40	27	70	125
B3GALT2	1	1	0	1	121	128	122	218
B3GALT4	137	154	98	100	26	15	26	26
B3GALT6	266	375	219	221	105	97	133	200
B3GAT2	64	74	41	42	78	73	112	146
B3GAT3	235	326	242	217	302	291	429	588
B3GLCT	294	263	294	298	415	335	596	909
B3GNT10	93	110	60	69	194	177	248	379
B3GNT2	124	130	100	115	230	203	396	621
B3GNT4	17	10	6	18	32	26	48	90
B3GNT5	159	144	114	128	114	119	176	218
B3GNTL1	50	49	33	43	51	31	72	74
B4GALNT1	20	27	24	11	52	49	75	119
B4GALNT3	216	265	196	181	412	298	607	829
B4GALNT4	33	49	55	33	208	195	250	369
B4GALT1	340	435	345	325	158	135	147	212
B4GALT2	110	127	87	62	519	438	937	1183
B4GALT3	169	199	162	141	677	619	1101	1544
B4GALT4	174	170	128	152	274	253	392	575
B4GALT5	470	616	466	409	471	399	566	718
B4GALT6	70	103	48	62	124	100	158	202
B4GALT7	123	159	88	107	214	179	376	581
B4GAT1	1045	1504	970	962	659	604	934	1379
B9D1	267	309	185	222	418	357	604	899
B9D2	32	47	34	46	24	26	33	54
BABAM1	544	652	445	455	893	755	1380	1941
BABAM2	415	481	338	357	664	615	939	1421
BACE1	112	152	102	112	256	197	314	488
BACE2	318	352	296	275	215	226	317	457
BACH1	488	549	434	438	1481	1340	2087	2978
BACH2	108	124	104	88	83	53	66	124
BAD	339	483	256	256	192	176	292	450
BAG1	218	317	150	191	875	935	1097	1568
BAG2	945	1404	785	844	450	468	554	801
BAG3	1146	1532	759	875	266	222	310	518
BAG4	470	519	330	364	479	411	832	1166
BAG5	670	788	560	551	912	926	1183	1677
BAG6	5809	8147	4793	5021	2951	2348	2886	5483
BAHCC1	192	212	203	184	494	345	254	613
BAHD1	679	924	476	534	255	221	262	388
BAIAP2	225	308	186	202	234	184	310	488
BAIAP2L1	854	943	745	765	557	505	761	1123
BAIAP3	11	18	15	15	34	39	46	76
BAK1	155	212	90	143	140	129	241	333
BAMBI	321	362	375	336	146	119	301	471
BANF1	630	893	448	385	248	293	388	414
BANP	176	242	97	137	250	253	349	552
BAP1	383	496	334	283	2098	1973	2964	4098
BARD1	690	800	505	545	1188	1070	1736	2549
BARX1	0	2	2	1	27	28	31	63
BATF3	38	66	42	32	40	42	61	91
BAX	612	843	613	542	427	452	711	958
BAZ1A	2261	2495	1891	1895	5236	4903	6900	9297
BAZ1B	2695	3423	2263	2406	6236	5888	7175	10337
BAZ2A	1901	2170	1548	1575	1965	1487	1444	2722
BAZ2B	244	244	237	228	916	802	1182	1723
BBC3	45	64	48	47	40	34	49	58
BBIP1	84	153	73	97	74	74	105	178
BBOF1	6	13	8	15	78	53	93	130
BBOX1	0	0	0	0	22	30	24	41
BBS10	548	559	352	407	382	295	620	886
BBS12	67	88	44	48	157	117	182	309
BBS2	615	749	520	521	853	814	1179	1723
BBS4	330	362	276	321	478	393	788	1107
BBS5	24	29	15	18	28	20	27	30
BBS7	805	890	728	689	1020	948	1564	2112
BBS9	120	115	97	94	417	407	547	820
BBX	899	1062	713	790	2143	1908	3069	4323
BCAM	149	175	119	123	51	40	53	72
BCAP29	607	773	574	572	655	655	935	1448
BCAP31	3965	4885	3409	3358	2668	2604	4118	5387
BCAR1	390	558	343	317	438	331	497	853
BCAR3	68	84	91	52	104	86	137	251
BCAS2	1238	1517	1084	1086	1366	1380	2116	2924
BCAS3	556	631	447	491	792	651	1131	1581
BCAS4	149	170	120	128	38	38	64	94
BCAT1	1795	1817	1304	1338	885	845	1411	1892
BCAT2	782	1013	666	668	552	495	848	1146
BCCIP	2668	3185	2190	2261	2207	2361	3330	4240
BCDIN3D	175	228	114	116	134	124	225	288
BCHE	233	224	245	245	77	88	132	190
BCKDHB	465	518	339	362	433	373	603	842
BCKDK	899	985	582	631	594	445	813	1223
BCL10	497	657	347	457	233	245	324	539
BCL11A	274	390	175	180	164	154	109	222
BCL2L1	64	96	52	59	155	139	173	268
BCL2L11	70	89	61	90	102	87	145	221
BCL2L12	337	434	211	252	314	345	512	671
BCL2L13	428	552	290	362	945	814	1233	1858
BCL2L2	10	10	1	5	11	17	14	17
BCL6	69	120	75	78	36	35	52	91
BCL6B	11	3	12	7	139	101	169	235
BCL7A	379	546	325	309	210	233	359	462
BCL7B	178	196	141	139	228	183	357	491
BCL7C	257	330	223	189	512	512	687	899
BCL9	237	247	215	191	453	355	348	629
BCL9L	47	73	43	42	48	32	25	74
BCLAF1	1250	1524	1080	1237	3897	3613	6484	8095
BCLAF3	66	92	62	74	213	179	220	326
BCO2	4	6	4	7	28	34	37	52
BCOR	3455	3986	3156	3310	5423	4462	5031	9291
BCORL1	663	920	511	533	461	322	245	687
BCR	460	618	436	411	1804	1674	2136	3347
BCS1L	847	1045	642	629	1053	932	1438	2073
BDH1	0	1	0	1	110	95	124	189
BDH2	284	292	201	205	275	278	432	695
BDP1	596	715	553	505	5527	5342	7005	9196
BECN1	378	431	302	269	1201	1154	1729	2560
BEND3	187	266	137	119	309	264	298	515
BEND4	165	199	155	150	157	138	198	278
BEND7	107	119	62	73	209	168	184	286
BET1	382	436	285	324	237	238	344	444
BET1L	124	135	107	84	86	103	91	173
BEX1	688	1023	566	593	78	74	92	115
BEX2	426	635	379	377	848	804	1347	1745
BEX3	1409	2431	1442	1379	3721	3836	4552	6484
BEX4	490	679	390	389	552	631	1060	1371
BEX5	12	11	9	12	45	44	53	79
BFAR	466	585	342	383	640	564	1078	1520
BFSP1	69	66	44	40	109	106	186	249
BHLHE40	324	374	242	256	78	83	99	149
BICC1	293	284	246	218	230	195	419	585
BICD1	203	228	159	153	203	161	135	292
BICD2	554	744	447	431	1023	944	1279	1854
BICDL1	19	23	23	26	43	37	50	63
BICRA	110	167	118	95	97	61	33	140
BICRAL	70	63	45	55	165	153	152	293
BID	861	1084	576	661	356	306	503	724
BIN1	35	53	24	27	181	172	264	338
BIN3	190	249	130	158	162	164	233	395
BIRC2	291	337	200	262	827	794	1244	1783
BIRC5	1254	1487	968	923	1347	1331	1834	2522
BIRC6	3222	3640	3054	3004	12091	10699	16829	24725
BIVM	5	3	3	4	36	48	29	58
BLCAP	228	271	158	172	100	77	116	174
BLM	694	827	622	672	3572	3147	4700	7197
BLMH	1615	2159	1323	1385	936	979	1320	1824
BLOC1S1	179	178	116	129	171	159	296	391
BLOC1S2	375	422	317	338	286	251	407	596
BLOC1S4	272	317	167	193	147	125	224	278
BLOC1S5	110	129	91	81	85	87	150	184
BLOC1S6	173	200	133	151	255	250	358	484
BLVRA	1413	1576	1158	1118	542	554	743	1038
BLVRB	1078	1244	877	855	232	215	369	523
BLZF1	538	651	387	516	662	644	1013	1372
BMP1	145	150	117	109	130	87	176	225
BMP2	162	220	142	140	25	30	39	50
BMP2K	289	328	225	221	650	522	966	1370
BMP4	74	72	49	60	58	64	66	101
BMP6	80	98	64	72	89	71	101	164
BMP7	422	509	324	334	390	331	597	884
BMP8B	17	29	17	21	35	31	36	66
BMPER	6	7	8	7	41	44	41	71
BMPR1A	104	115	98	105	195	167	302	439
BMPR1B	109	96	79	80	114	93	140	202
BMPR2	530	560	428	473	700	627	872	1338
BMS1	1742	2215	1502	1556	4584	4567	6255	8243
BMT2	242	241	171	193	191	173	241	356
BNC1	4	3	3	5	38	31	46	71
BNC2	76	107	61	70	82	78	96	151
BNIP1	335	359	270	273	266	224	394	625
BNIP2	843	1054	729	766	934	881	1266	1806
BNIP3	181	234	186	152	290	287	383	592
BNIP3L	685	814	508	513	228	246	334	457
BOC	32	46	23	40	128	122	149	252
BOD1	240	315	212	200	623	525	1036	1464
BOD1L1	1266	1509	1126	1187	3553	3337	4682	5975
BOLA1	64	70	41	24	92	88	139	167
BOLA3	322	577	358	412	329	317	462	696
