	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
ALG10B	111	166	73	101
ALG11	445	477	204	285
ALG12	283	415	154	214
ALG13	906	966	412	524
ALG14	156	192	77	113
ALG1L	17	22	10	8
ALG2	280	372	129	198
ALG3	814	1031	359	526
ALG5	817	1074	462	596
ALG6	623	736	292	347
ALG8	1445	1706	676	887
ALKAL1	7	7	2	5
ALKBH1	310	330	161	176
ALKBH2	246	266	94	135
ALKBH3	247	229	109	127
ALKBH4	208	382	119	165
ALKBH5	510	735	265	346
ALKBH6	492	569	253	338
ALKBH7	247	323	101	182
ALKBH8	161	174	76	103
ALMS1	862	848	422	480
ALOX12	6	10	2	5
ALPK1	70	72	30	41
ALPL	16	13	5	12
ALS2	374	407	192	235
ALX1	216	220	108	139
ALX3	2	0	0	0
ALX4	68	80	35	48
ALYREF	4989	5975	2434	3197
AMACR	218	239	104	130
AMBRA1	539	701	271	373
AMD1	600	703	287	403
AMDHD2	122	143	62	65
AMER1	90	151	44	52
AMFR	1049	1201	460	615
AMH	39	58	16	24
AMIGO1	27	26	8	11
AMIGO3	2	1	1	0
AMMECR1	200	321	133	157
AMMECR1L	158	198	83	108
AMN1	153	112	51	81
AMOT	183	173	85	94
AMOTL1	884	1164	461	599
AMOTL2	212	369	161	200
AMPD2	561	676	243	325
AMPH	128	172	75	87
AMT	3	2	1	2
AMZ2	403	393	176	229
ANAPC1	343	345	145	167
ANAPC10	136	115	60	82
ANAPC11	727	926	292	395
ANAPC13	263	366	138	210
ANAPC15	140	190	66	75
ANAPC16	461	637	260	332
ANAPC2	525	839	272	366
ANAPC4	746	779	328	381
ANAPC5	3174	3216	1372	1698
ANAPC7	2398	3195	1320	1662
ANGEL1	286	379	135	185
ANGEL2	361	431	195	213
ANGPT2	3	2	2	1
ANGPTL1	4	0	0	1
ANGPTL3	0	0	0	0
ANGPTL4	0	0	0	1
ANGPTL7	0	1	0	0
ANK1	84	139	51	61
ANK2	552	557	263	301
ANK3	355	353	159	203
ANKAR	6	0	0	1
ANKEF1	128	117	62	72
ANKFY1	1483	1715	719	833
ANKH	206	237	101	125
ANKHD1	16	24	3	12
ANKIB1	243	243	139	140
ANKLE1	4	0	0	0
ANKLE2	1316	1529	545	717
ANKMY1	22	21	6	11
ANKMY2	439	402	208	274
ANKRA2	88	87	32	41
ANKRD10	192	214	67	104
ANKRD11	576	714	293	372
ANKRD12	184	199	78	112
ANKRD13A	503	550	196	334
ANKRD13B	236	285	109	143
ANKRD13C	291	344	113	176
ANKRD13D	52	58	18	29
ANKRD16	85	125	35	62
ANKRD17	2889	3323	1500	1785
ANKRD18A	38	47	14	16
ANKRD18B	22	28	17	13
ANKRD20A4	0	1	0	1
ANKRD23	2	7	1	3
ANKRD24	4	2	1	0
ANKRD26	606	646	285	333
ANKRD27	671	750	273	349
ANKRD28	961	1034	454	614
ANKRD31	24	19	9	19
ANKRD34B	22	18	6	11
ANKRD36	16	9	3	6
ANKRD36B	16	14	4	6
ANKRD36C	15	20	10	5
ANKRD37	10	14	10	6
ANKRD39	152	217	81	103
ANKRD40	347	446	194	235
ANKRD42	86	99	41	42
ANKRD44	88	95	52	46
ANKRD46	394	492	171	242
ANKRD49	44	73	31	36
ANKRD50	421	483	181	234
ANKRD52	1594	1998	778	1057
ANKRD54	256	355	101	180
ANKRD6	88	71	36	48
ANKRD61	1	0	1	0
ANKRD7	13	13	7	6
ANKRD9	22	29	11	19
ANKS1A	551	720	315	401
ANKS1B	45	32	12	21
ANKS3	102	156	48	65
ANKS6	165	222	66	105
ANKZF1	322	401	151	228
ANLN	2526	2953	1306	1782
ANO10	327	379	149	212
ANO4	22	17	6	14
ANO5	429	464	234	211
ANO6	659	719	308	388
ANO8	79	89	36	40
ANP32A	1522	1942	722	963
ANP32B	1471	1985	735	1011
ANP32E	2665	3374	1419	1646
ANTXR1	349	469	173	255
ANTXR2	199	231	88	108
ANXA1	861	1138	446	601
ANXA11	2121	2397	925	1269
ANXA2	1309	1658	676	824
ANXA3	277	275	134	136
ANXA4	310	397	161	203
ANXA5	3669	4474	1830	2322
ANXA6	2985	3232	1310	1822
ANXA7	2764	3073	1343	1619
ANXA9	17	12	3	6
AOC2	3	4	2	0
AP000812.5	1	8	5	8
AP001781.2	6	8	8	2
AP002495.2	29	39	16	18
AP002748.4	10	15	7	9
AP002956.1	152	216	70	103
AP1AR	158	149	70	89
AP1B1	3646	4300	1679	2264
AP1G1	1780	2097	909	1084
AP1G2	204	187	87	109
AP1M1	1691	2111	772	1082
AP1S1	855	1002	373	508
AP1S2	174	190	73	103
AP1S3	228	257	96	144
AP2A1	980	1264	489	639
AP2A2	1256	1444	541	759
AP2B1	2491	2841	1225	1636
AP2M1	3305	3828	1544	2006
AP2S1	1741	2137	774	994
AP3B1	1762	2030	872	1073
AP3B2	33	49	21	26
AP3D1	2657	3396	1286	1783
AP3M1	2035	2270	984	1311
AP3M2	381	451	192	215
AP3S1	646	663	306	340
AP3S2	99	113	49	63
AP4B1	379	455	172	229
AP4E1	317	392	162	191
AP4M1	148	229	96	114
AP4S1	35	38	22	24
AP5B1	217	291	103	171
AP5M1	271	281	124	164
AP5S1	168	237	96	143
AP5Z1	119	202	72	117
APAF1	808	860	314	433
APBA2	254	351	130	155
APBA3	91	117	37	58
APBB1	634	754	305	413
APBB2	207	222	73	134
APBB3	51	61	14	27
APC	831	961	447	579
APC2	11	12	5	7
APCDD1	11	18	10	10
APEH	1339	1454	558	702
APEX1	2389	3349	1223	1692
APEX2	355	465	153	241
APH1A	888	1095	441	556
APH1B	171	172	60	98
API5	1278	1473	611	827
APIP	330	377	137	175
APLF	21	23	13	15
APLP1	488	616	253	327
APLP2	6129	7016	2703	3694
APMAP	725	1130	392	525
APOBEC3C	475	548	189	289
APOC1	114	122	56	70
APOL2	364	489	174	221
APOLD1	54	89	20	44
APOM	25	30	20	24
APOO	400	458	209	270
APOOL	332	323	156	206
APOPT1	59	74	22	27
APP	7580	9148	3249	4763
APPBP2	935	1092	409	533
APPL1	1332	1396	629	798
APPL2	468	550	229	283
APRT	2733	3475	1207	1759
APTX	462	579	259	266
AQP11	13	16	6	11
AQR	1537	1745	764	949
ARAF	455	568	193	314
ARAP1	521	568	214	304
ARAP2	167	194	85	106
ARAP3	135	179	59	92
ARCN1	3579	4024	1720	2160
AREL1	185	213	91	122
ARF1	5200	6491	2409	3392
ARF3	43	63	26	27
ARF4	1202	1528	644	767
ARF5	2442	2638	1114	1478
ARF6	643	878	306	458
ARFGAP1	666	971	367	452
ARFGAP2	648	916	310	505
ARFGAP3	826	971	353	477
ARFGEF1	840	860	364	452
ARFGEF2	799	947	354	461
ARFGEF3	556	625	268	328
ARFIP1	614	591	257	320
ARFIP2	675	811	311	461
ARFRP1	274	343	121	146
ARG1	0	0	0	0
ARG2	730	721	295	376
ARGLU1	587	694	254	376
ARHGAP1	557	729	274	355
ARHGAP10	285	332	134	195
ARHGAP11A	890	914	416	487
ARHGAP12	429	413	196	242
ARHGAP17	1072	1471	587	768
ARHGAP18	257	259	96	118
ARHGAP19-SLIT1	16	30	12	17
ARHGAP20	94	114	34	56
ARHGAP21	276	245	119	162
ARHGAP22	108	144	37	73
ARHGAP24	32	39	15	16
ARHGAP26	208	214	93	115
ARHGAP27	75	117	42	68
ARHGAP28	93	128	50	51
ARHGAP29	332	315	117	145
ARHGAP30	2	2	2	1
ARHGAP31	67	65	30	52
ARHGAP32	162	158	80	98
ARHGAP33	44	100	45	31
ARHGAP35	614	653	276	375
ARHGAP39	178	207	80	86
ARHGAP4	3	4	4	1
ARHGAP42	77	76	43	47
ARHGAP44	92	80	45	50
ARHGAP45	40	43	17	24
ARHGAP5	514	554	278	273
ARHGDIA	2734	3488	1324	1723
ARHGDIG	51	65	24	46
ARHGEF1	653	797	310	437
ARHGEF10	251	326	152	137
ARHGEF10L	55	82	30	47
ARHGEF11	329	380	144	210
ARHGEF12	831	911	396	522
ARHGEF16	118	162	74	84
ARHGEF17	152	147	51	60
ARHGEF18	27	34	9	14
ARHGEF19	13	11	3	3
ARHGEF2	958	1210	466	545
ARHGEF25	32	55	20	19
ARHGEF26	369	478	177	272
ARHGEF28	137	124	64	97
ARHGEF3	196	214	89	115
ARHGEF39	271	372	126	200
ARHGEF4	21	18	14	17
ARHGEF40	146	175	61	93
ARHGEF6	256	251	104	104
ARHGEF7	573	703	307	407
ARHGEF9	31	24	14	17
ARID1A	1816	2526	938	1296
ARID1B	685	775	343	419
ARID2	1251	1487	608	821
ARID3A	150	194	82	89
ARID3B	103	120	41	61
ARID4A	229	261	106	132
ARID4B	798	959	384	475
ARID5A	87	105	29	73
ARID5B	645	793	308	378
ARIH1	914	1190	479	600
ARIH2	642	643	306	371
ARIH2OS	118	149	55	71
ARL1	1276	1342	589	733
ARL10	35	46	16	21
ARL13B	266	280	131	132
ARL14EP	336	376	174	220
ARL15	232	197	100	107
ARL16	268	397	124	218
ARL2	391	419	148	207
ARL2BP	484	545	235	314
ARL3	904	1049	425	544
ARL4A	32	28	24	24
ARL4C	118	153	62	82
ARL4D	102	110	36	47
ARL5A	23	41	14	16
ARL5B	571	691	325	368
ARL6	158	208	76	92
ARL6IP1	298	428	164	227
ARL6IP4	1027	1442	505	762
ARL6IP5	845	785	323	431
ARL6IP6	283	298	124	136
ARL8A	394	476	201	268
ARL8B	420	587	244	266
ARMC1	585	630	288	365
ARMC10	79	102	41	52
ARMC2	60	65	22	36
ARMC4	245	240	111	152
ARMC5	160	254	84	170
ARMC6	953	1233	498	732
ARMC7	181	251	104	130
ARMC8	416	452	205	257
ARMC9	480	592	228	257
ARMCX2	507	512	227	300
ARMCX3	313	397	140	190
ARMCX4	21	40	14	32
ARMCX5	212	196	77	129
ARMCX6	17	44	17	14
ARMH3	733	774	324	469
ARMH4	148	151	50	72
ARMT1	1770	1879	826	1038
ARNT	596	737	296	359
ARNT2	82	117	35	71
ARNTL	65	70	32	31
ARNTL2	97	104	40	46
ARPC1A	173	209	97	153
ARPC1B	104	125	42	56
ARPC2	4333	4968	1982	2670
ARPC3	2575	2901	1299	1661
ARPC4	600	810	323	458
ARPC5	856	1187	454	564
ARPC5L	536	676	253	359
ARPIN-AP3S2	14	11	11	19
ARPP19	883	1021	408	520
ARRB1	145	142	63	72
ARRB2	827	988	356	552
ARRDC1	380	451	198	226
ARRDC2	72	66	33	41
ARRDC3	78	87	41	80
ARRDC4	308	330	137	166
ARSA	171	200	71	116
ARSB	127	182	62	95
ARSG	43	39	16	23
ARSK	223	236	85	112
ART5	27	34	15	24
ARV1	624	737	338	385
ARVCF	79	110	51	52
AS3MT	234	240	103	107
ASAH1	835	917	387	514
ASAP1	516	585	272	323
ASAP2	310	402	159	195
ASAP3	144	157	65	78
ASB1	151	210	68	79
ASB13	145	194	81	93
ASB14	0	0	0	0
ASB16	23	19	6	8
ASB6	939	1141	432	554
ASB7	93	127	27	59
ASB8	443	522	206	246
ASCC1	866	1023	437	525
ASCC2	964	1224	469	641
ASCC3	2430	2822	1234	1550
ASDURF	98	69	30	51
ASF1A	802	1003	441	542
ASF1B	1084	1522	502	740
ASH1L	1065	1256	565	688
ASH2L	859	983	454	565
ASIC1	176	179	83	105
ASIC3	10	0	3	1
ASL	104	123	54	75
ASMTL	251	251	90	129
ASNA1	1305	1539	601	836
ASNS	2755	2606	1086	1352
ASNSD1	374	410	203	198
ASPH	1102	1229	542	642
ASPHD2	52	59	19	27
ASPM	2598	2722	1321	1581
ASPN	1	0	0	0
ASPRV1	0	0	0	1
ASPSCR1	229	344	127	157
ASRGL1	360	482	158	218
ASS1	467	482	192	279
ASTE1	203	267	114	154
ASTN2	22	22	4	13
ASXL1	672	891	360	446
ASXL2	206	243	108	141
ASXL3	79	64	37	51
ATAD1	1122	1459	578	780
ATAD2	2841	2962	1395	1540
ATAD2B	281	327	148	167
ATAD3A	794	1069	422	629
ATAD3B	526	707	241	347
ATAD5	721	701	343	392
ATAT1	189	232	75	122
ATE1	493	568	246	320
ATF1	422	578	239	304
ATF2	296	321	113	133
ATF3	146	174	65	90
ATF4	314	318	106	115
ATF5	24	33	11	11
ATF6	1370	1499	646	850
ATF6B	973	1241	396	676
ATF7IP	2450	2879	1341	1521
ATF7IP2	24	26	7	12
ATG10	42	49	19	19
ATG101	306	374	140	207
ATG12	246	372	164	191
ATG13	402	460	179	252
ATG14	87	110	48	56
ATG16L1	474	587	237	289
ATG16L2	21	17	7	13
ATG2A	386	554	188	310
ATG2B	1152	1219	537	623
ATG3	737	785	359	463
ATG4A	188	201	88	80
ATG4B	1000	1293	494	697
ATG4C	373	358	151	191
ATG4D	204	262	88	114
ATG5	601	621	294	353
ATG7	597	641	264	326
ATG9A	1133	1225	532	720
ATIC	6821	7870	3259	4168
ATL1	160	180	97	92
ATL2	1073	1294	572	674
ATL3	112	130	61	51
ATM	1030	1005	445	593
ATMIN	81	87	44	39
ATN1	831	1041	378	546
ATOX1	1163	1253	601	732
ATP10D	80	87	36	50
ATP11A	262	313	102	174
ATP11B	587	636	277	323
ATP11C	1159	1271	564	699
ATP13A1	809	1365	486	711
ATP13A2	659	746	299	379
ATP13A3	1199	1400	593	736
ATP1A1	13356	17136	6760	8653
ATP1B1	912	965	450	577
ATP1B3	1846	2164	868	1112
ATP23	169	155	82	92
ATP2A1	27	30	6	10
ATP2A2	7611	9718	3795	5136
ATP2A3	138	125	45	72
ATP2B1	1806	2326	913	1193
ATP2B4	155	198	62	81
ATP2C1	1074	1355	536	625
ATP5F1A	9790	12538	5093	6566
ATP5F1B	24599	30098	11359	14821
ATP5F1C	5808	6445	2873	3483
ATP5F1D	916	1338	517	703
ATP5F1E	1514	1620	653	879
ATP5IF1	2164	2753	1036	1390
ATP5MC1	1364	1665	673	860
ATP5MC2	3833	5194	1912	2530
ATP5MC3	5489	6555	2582	3134
ATP5MD	928	1206	475	682
ATP5ME	2091	2378	885	1128
ATP5MF	2120	2397	1039	1576
ATP5MF-PTCD1	34	38	16	25
ATP5MG	1002	1296	509	724
ATP5MPL	2094	2610	999	1387
ATP5PB	2983	3320	1437	1804
ATP5PD	1218	1695	586	872
ATP5PF	2489	2719	1233	1480
ATP5PO	1755	1965	821	1043
ATP6AP1	2905	3452	1235	1734
ATP6AP2	2303	2452	1019	1269
ATP6V0A1	1062	1342	548	693
ATP6V0A2	812	935	388	513
ATP6V0B	1949	2718	985	1311
ATP6V0C	1346	1820	672	862
ATP6V0D1	1472	1919	682	1018
ATP6V0E1	371	521	190	299
ATP6V0E2	336	433	151	210
ATP6V1A	2485	3254	1358	1663
ATP6V1B1	59	55	31	37
ATP6V1B2	1592	1897	746	967
ATP6V1C1	901	1007	443	564
ATP6V1C2	33	32	14	23
ATP6V1D	1079	1220	482	634
ATP6V1E1	1967	2258	979	1272
ATP6V1E2	14	5	0	2
ATP6V1F	1555	1737	701	956
ATP6V1G1	1379	1541	628	832
ATP6V1H	1282	1439	617	796
ATP7A	482	490	238	269
ATP7B	438	641	216	332
ATP8A1	250	249	102	140
ATP8A2	27	31	11	14
ATP8B1	26	33	6	17
ATP8B2	153	163	71	79
ATP9A	487	540	236	295
ATP9B	218	225	85	106
ATPAF1	1570	1843	728	928
ATPAF2	129	182	67	95
ATPSCKMT	219	277	122	160
ATR	1139	1250	523	603
ATRAID	538	693	268	393
ATRIP	275	345	132	186
ATRN	747	895	341	447
ATRNL1	101	105	68	54
ATRX	1162	1416	667	763
ATXN1	97	113	49	78
ATXN10	3720	4501	1948	2438
ATXN1L	69	100	42	36
ATXN2	2205	2530	1064	1314
ATXN2L	2172	2877	1138	1551
ATXN3	516	527	244	299
ATXN7	10	3	2	1
ATXN7L1	83	96	46	54
ATXN7L2	68	110	40	54
ATXN7L3	102	107	46	68
ATXN7L3B	489	691	232	328
AUH	196	240	104	115
AUNIP	486	520	186	220
AUP1	671	782	328	429
AURKA	1784	2097	890	1096
AURKAIP1	2754	3807	1230	1794
AURKB	1534	2051	776	1024
AUTS2	360	416	162	227
AVEN	134	164	68	95
AVIL	4	1	4	1
AVL9	290	351	146	184
AVPI1	163	166	71	104
AXIN1	302	444	166	219
AXIN2	106	149	41	66
AZI2	137	128	63	82
AZIN1	763	845	313	441
AZIN2	13	16	9	10
B2M	4640	5276	2011	2614
B3GALNT2	179	216	90	99
B3GALT1	8	9	1	7
B3GALT2	1	1	0	0
B3GALT4	137	154	56	56
B3GALT6	266	375	138	183
B3GAT2	64	74	20	39
B3GAT3	235	326	106	157
B3GLCT	294	263	120	152
B3GNT10	93	110	47	44
B3GNT2	124	130	50	64
B3GNT4	17	10	7	8
B3GNT5	159	144	87	95
B3GNTL1	50	49	33	25
B4GALNT1	20	27	5	14
B4GALNT3	216	265	97	103
B4GALNT4	33	49	14	21
B4GALT1	340	435	189	190
B4GALT2	110	127	46	62
B4GALT3	169	199	84	102
B4GALT4	174	170	71	109
B4GALT5	470	616	254	321
B4GALT6	70	103	21	43
B4GALT7	123	159	50	89
B4GAT1	1045	1504	488	754
B9D1	267	309	116	173
B9D2	32	47	27	25
BABAM1	544	652	238	312
BABAM2	415	481	206	253
BACE1	112	152	56	69
BACE2	318	352	150	193
BACH1	488	549	233	300
BACH2	108	124	57	74
BAD	339	483	156	233
BAG1	218	317	108	149
BAG2	945	1404	523	656
BAG3	1146	1532	584	794
BAG4	470	519	194	245
BAG5	670	788	315	421
BAG6	5809	8147	3095	4122
BAHCC1	192	212	96	137
BAHD1	679	924	327	470
BAIAP2	225	308	105	144
BAIAP2L1	854	943	420	532
BAIAP3	11	18	3	19
BAK1	155	212	78	98
BAMBI	321	362	178	255
BANF1	630	893	237	359
BANP	176	242	81	118
BAP1	383	496	189	258
BARD1	690	800	308	428
BARX1	0	2	0	0
BATF3	38	66	20	22
BAX	612	843	333	414
BAZ1A	2261	2495	1053	1353
BAZ1B	2695	3423	1425	1719
BAZ2A	1901	2170	863	1176
BAZ2B	244	244	113	139
BBC3	45	64	16	31
BBIP1	84	153	52	75
BBOF1	6	13	7	5
BBOX1	0	0	0	0
BBS10	548	559	253	315
BBS12	67	88	38	33
BBS2	615	749	275	323
BBS4	330	362	142	186
BBS5	24	29	4	11
BBS7	805	890	383	477
BBS9	120	115	51	50
BBX	899	1062	468	576
BCAM	149	175	55	85
BCAP29	607	773	308	374
BCAP31	3965	4885	1759	2485
BCAR1	390	558	184	286
BCAR3	68	84	32	51
BCAS2	1238	1517	623	830
BCAS3	556	631	268	350
BCAS4	149	170	80	82
BCAT1	1795	1817	753	941
BCAT2	782	1013	360	560
BCCIP	2668	3185	1337	1576
BCDIN3D	175	228	80	80
BCHE	233	224	100	120
BCKDHB	465	518	207	246
BCKDK	899	985	367	492
BCL10	497	657	273	318
BCL11A	274	390	123	175
BCL2L1	64	96	26	37
BCL2L11	70	89	57	43
BCL2L12	337	434	158	230
BCL2L13	428	552	236	251
BCL2L2	10	10	4	4
BCL6	69	120	42	57
BCL6B	11	3	6	11
BCL7A	379	546	167	274
BCL7B	178	196	73	114
BCL7C	257	330	115	152
BCL9	237	247	94	168
BCL9L	47	73	24	26
BCLAF1	1250	1524	682	900
BCLAF3	66	92	30	31
BCO2	4	6	2	3
BCOR	3455	3986	1781	2355
BCORL1	663	920	325	452
BCR	460	618	203	345
BCS1L	847	1045	426	587
BDH1	0	1	0	0
BDH2	284	292	117	160
BDP1	596	715	294	363
BECN1	378	431	158	223
BEND3	187	266	90	114
BEND4	165	199	70	112
BEND7	107	119	45	54
BET1	382	436	176	248
BET1L	124	135	41	54
BEX1	688	1023	401	484
BEX2	426	635	252	335
BEX3	1409	2431	785	1099
BEX4	490	679	238	321
BEX5	12	11	5	6
BFAR	466	585	240	308
BFSP1	69	66	23	41
BHLHE40	324	374	144	186
BICC1	293	284	168	185
BICD1	203	228	74	106
BICD2	554	744	252	335
BICDL1	19	23	10	13
BICRA	110	167	53	84
BICRAL	70	63	29	27
BID	861	1084	427	610
BIN1	35	53	19	12
BIN3	190	249	93	123
BIRC2	291	337	144	162
BIRC5	1254	1487	609	791
BIRC6	3222	3640	1569	1950
BIVM	5	3	0	1
BLCAP	228	271	103	139
BLM	694	827	348	454
BLMH	1615	2159	812	1048
BLOC1S1	179	178	68	97
BLOC1S2	375	422	172	220
BLOC1S4	272	317	95	146
BLOC1S5	110	129	51	59
BLOC1S6	173	200	84	115
BLVRA	1413	1576	616	796
BLVRB	1078	1244	462	685
BLZF1	538	651	324	371
BMP1	145	150	51	84
BMP2	162	220	89	145
BMP2K	289	328	135	202
BMP4	74	72	34	35
BMP6	80	98	39	51
BMP7	422	509	202	251
BMP8B	17	29	7	13
BMPER	6	7	3	3
BMPR1A	104	115	44	69
BMPR1B	109	96	42	66
BMPR2	530	560	217	320
BMS1	1742	2215	941	1141
BMT2	242	241	117	118
BNC1	4	3	3	4
BNC2	76	107	49	60
BNIP1	335	359	169	196
BNIP2	843	1054	426	549
BNIP3	181	234	114	128
BNIP3L	685	814	331	397
BOC	32	46	19	26
BOD1	240	315	125	181
BOD1L1	1266	1509	691	827
BOLA1	64	70	25	35
BOLA3	322	577	205	313
BOP1	1709	2458	889	1163
BORA	323	329	123	159
BORCS5	164	172	69	99
BORCS6	86	91	44	56
BORCS8	127	213	93	78
BPGM	164	199	70	128
BPHL	286	357	138	162
BPNT1	909	1021	415	509
BPTF	1950	2151	959	1129
BRAF	332	443	163	205
BRAP	653	855	356	458
BRAT1	748	1019	384	489
BRCA1	1184	1262	561	716
BRCA2	1226	1232	550	649
BRCC3	481	552	219	328
BRD1	596	881	296	415
BRD2	5832	6964	2694	3454
BRD3	797	1052	347	545
BRD3OS	18	15	4	12
BRD4	1677	2068	828	1087
BRD7	157	166	62	86
BRD8	1108	1497	571	784
BRD9	384	399	201	245
BRF1	370	517	204	279
BRF2	337	488	151	234
BRI3	215	300	103	155
BRI3BP	559	810	285	400
BRICD5	2	1	0	1
BRINP3	1	0	0	1
BRIP1	1113	1257	523	665
BRIX1	2719	3166	1300	1588
BRK1	919	991	427	557
BRMS1	289	488	210	238
BRMS1L	365	476	204	271
BROX	760	775	303	375
BRPF1	388	520	184	243
BRPF3	284	407	160	200
BRSK1	26	40	9	14
BRSK2	148	215	74	94
BRWD1	595	677	275	334
BRWD3	545	585	239	292
BSCL2	267	306	134	176
BSDC1	471	528	227	281
BSG	6688	9395	3415	4962
BSN	62	87	28	36
BTAF1	1506	1750	750	948
BTBD1	898	926	451	503
BTBD10	180	177	81	110
BTBD11	79	120	30	56
BTBD18	0	1	0	0
BTBD2	504	570	263	343
BTBD3	569	790	308	384
BTBD6	161	160	64	100
BTBD7	239	289	115	138
BTBD8	149	153	65	88
BTBD9	319	365	135	206
BTD	158	178	76	105
BTF3	3497	4438	2018	2743
BTF3L4	56	48	24	29
BTG1	520	629	248	338
BTG2	174	221	83	104
BTG3	924	1060	405	523
BTN2A1	185	234	96	111
BTN2A2	119	119	58	50
BTN3A1	19	28	9	6
BTN3A2	36	44	7	17
BTN3A3	30	31	15	19
BTNL9	21	25	13	13
BTRC	509	539	261	333
BUB1	2759	3111	1380	1707
BUB1B	2569	2859	1290	1490
BUB3	4218	5151	2112	2687
BUD13	254	303	124	150
BUD23	1640	1965	727	979
BUD31	817	1020	395	550
BVES	194	235	104	131
BX255925.3	3	1	0	1
BYSL	1567	1829	728	988
BZW1	1660	1834	818	1023
BZW2	1328	1553	587	827
C10orf88	274	323	122	191
C11orf1	108	118	67	77
C11orf24	114	182	65	91
C11orf49	427	443	179	274
C11orf54	83	112	40	43
C11orf58	1585	1527	723	899
C11orf65	20	21	11	13
C11orf68	121	157	45	77
C11orf71	23	52	8	21
C11orf74	178	210	84	93
C11orf80	47	47	21	26
C11orf95	48	78	39	44
C11orf98	99	101	55	65
C12orf10	845	1007	388	515
C12orf29	883	966	411	503
C12orf4	875	976	484	566
C12orf43	246	382	150	188
C12orf45	543	557	285	300
C12orf49	85	102	42	68
C12orf57	810	1131	409	546
C12orf60	42	59	23	22
C12orf65	172	194	74	95
C12orf66	109	175	55	90
C12orf73	153	189	90	119
C12orf75	200	222	109	125
C14orf119	411	541	225	271
C14orf28	4	3	2	2
C14orf93	24	44	19	24
C15orf39	675	934	353	459
C15orf40	166	173	86	110
C15orf41	234	299	119	139
C15orf61	253	320	117	155
C16orf58	234	290	116	142
C16orf70	266	298	121	152
C16orf71	4	3	1	2
C16orf72	422	488	212	224
C16orf87	415	412	198	225
C16orf91	75	137	58	65
C16orf95	12	18	5	8
C17orf113	11	8	3	4
C17orf51	266	376	128	162
C17orf53	277	287	110	151
C17orf58	82	99	45	64
C17orf75	309	334	122	156
C17orf80	552	576	232	315
C18orf21	385	440	181	250
C18orf25	393	449	179	251
C18orf32	165	169	82	110
C18orf54	59	53	26	31
C19orf12	197	312	122	146
C19orf24	224	337	116	198
C19orf25	81	162	56	66
C19orf44	163	156	54	63
C19orf47	488	607	258	307
C19orf48	35	25	5	12
C19orf53	1295	1530	570	894
C19orf54	516	665	256	334
C19orf57	63	77	44	46
C19orf71	0	0	0	1
C19orf81	41	36	11	16
C1D	80	90	45	34
C1GALT1	116	116	59	66
C1GALT1C1	731	852	358	485
C1QBP	14534	18309	7275	9387
C1R	77	103	47	54
C1S	3	7	4	4
C1orf109	314	393	137	197
C1orf112	924	1135	479	541
C1orf122	256	448	150	204
C1orf131	542	698	279	380
C1orf159	92	123	60	66
C1orf167	3	6	1	1
C1orf174	390	475	189	251
C1orf194	0	0	0	0
C1orf198	388	544	190	258
C1orf21	41	53	26	23
C1orf216	40	70	26	33
C1orf226	56	73	43	42
C1orf35	296	449	176	256
C1orf43	950	1077	429	489
C1orf50	109	114	47	68
C1orf52	443	638	218	294
C1orf53	20	40	15	15
C1orf54	29	34	12	17
C1orf56	81	119	58	58
C1orf74	53	44	13	29
C20orf194	124	123	53	71
C20orf27	807	1093	399	538
C20orf96	151	192	67	97
C21orf58	16	13	12	9
C21orf91	205	239	88	108
C22orf23	12	15	6	9
C22orf39	174	235	80	111
C22orf46	27	31	12	11
C2CD2L	102	142	43	60
C2CD3	302	321	134	162
C2CD5	637	663	279	334
C2orf15	14	16	9	9
C2orf16	0	1	2	2
C2orf42	40	57	33	32
C2orf49	349	396	171	213
C2orf68	67	79	26	50
C2orf69	229	276	103	167
C2orf74	21	20	4	7
C2orf76	135	172	64	69
C2orf88	17	15	4	7
C3orf14	181	185	93	121
C3orf33	116	127	59	68
C3orf38	338	423	174	203
C3orf49	0	0	0	0
C3orf52	87	92	46	53
C3orf62	3	0	0	2
C3orf67	20	18	9	10
C4orf3	392	598	190	289
C4orf33	82	70	38	36
C4orf46	62	102	29	44
C4orf48	324	409	147	227
C5	4	4	1	2
C5orf15	1459	1757	670	903
C5orf22	1025	1030	474	645
C5orf24	679	885	318	451
C5orf30	287	343	125	200
C5orf34	546	631	253	325
C5orf51	718	802	377	446
C5orf63	19	17	8	6
C6orf106	436	570	213	301
C6orf120	397	435	158	230
C6orf136	229	309	118	144
C6orf163	1	3	1	2
C6orf203	275	304	139	142
C6orf47	115	174	63	89
C6orf48	18	11	4	8
C6orf52	25	29	12	9
C6orf62	101	121	40	51
C6orf89	417	504	178	278
C7orf25	238	240	89	131
C7orf26	134	207	65	117
C7orf31	22	24	10	22
C7orf43	133	177	48	108
C7orf50	531	840	287	435
C8orf33	521	741	241	360
C8orf34	81	89	32	40
C8orf37	27	32	9	11
C8orf44	7	8	1	3
C8orf59	939	1176	494	631
C8orf76	79	87	41	38
C8orf82	151	207	67	89
C8orf88	242	247	93	167
C9orf116	122	149	60	84
C9orf131	0	0	0	0
C9orf16	135	170	65	97
C9orf3	74	102	18	40
C9orf40	346	479	136	212
C9orf64	505	642	257	339
C9orf72	156	160	53	74
C9orf78	759	890	364	488
C9orf85	75	119	52	71
CA11	27	31	7	11
