	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
MED22	286	337	207	183	202	183	233	324
MED23	985	1219	835	858	2264	1947	3597	5225
MED24	1459	1821	1222	1193	1719	1522	2134	3097
MED25	821	1022	634	641	312	296	337	567
MED26	56	87	52	67	93	76	133	213
MED27	351	449	284	258	236	215	294	441
MED28	391	395	293	281	509	419	973	1300
MED29	1302	1682	963	1140	179	164	340	544
MED30	176	175	119	146	184	187	289	414
MED31	385	545	301	323	224	157	318	478
MED4	952	1136	826	830	620	614	977	1435
MED6	641	780	598	644	761	625	1128	1686
MED7	291	285	176	189	198	194	254	335
MED8	736	873	589	547	562	492	804	1120
MED9	86	118	70	63	130	110	216	313
MEF2A	299	396	283	269	495	475	641	999
MEF2C	266	294	173	215	187	149	309	404
MEF2D	224	256	132	155	114	56	73	149
MEGF11	67	106	88	61	101	96	117	224
MEGF6	22	23	29	34	36	30	48	59
MEGF8	706	882	797	691	1487	1229	1434	2554
MEGF9	74	77	67	59	133	106	139	215
MEIOC	35	18	18	23	139	127	197	324
MEIS1	165	165	99	113	223	206	424	533
MEIS2	195	294	160	195	465	347	587	846
MEIS3	8	7	7	6	38	33	53	59
MELK	1207	1353	980	1011	1616	1403	2640	3657
MELTF	69	78	56	60	75	79	80	136
MEMO1	83	109	62	61	221	189	356	502
MEN1	707	952	607	609	686	564	746	1208
MEPCE	956	1410	756	834	1066	938	1637	2177
MERTK	122	158	122	117	291	239	403	588
MESD	405	593	420	399	882	822	1380	1833
MESP1	14	19	14	18	46	33	49	72
MET	1372	1583	1272	1326	906	810	1204	1717
METAP1	1109	1224	846	878	1051	979	1398	2026
METAP1D	81	85	76	69	176	148	263	388
METAP2	4662	5401	3701	4054	3654	3769	5381	6894
METRN	30	24	17	26	131	83	160	216
METRNL	40	43	25	23	37	35	67	97
METTL1	260	390	211	191	195	166	262	374
METTL14	365	444	277	339	603	591	932	1312
METTL15	79	102	46	58	223	222	262	425
METTL16	457	530	388	381	894	854	1120	1667
METTL17	741	789	626	617	1328	1223	2294	3187
METTL18	169	181	140	120	235	222	332	451
METTL21A	189	235	166	135	240	196	329	476
METTL22	37	38	31	30	260	229	337	460
METTL23	124	156	118	105	303	310	405	637
METTL25	170	262	169	181	387	384	501	782
METTL26	792	1021	618	603	582	566	864	1221
METTL2A	208	230	163	199	381	384	544	855
METTL2B	225	197	161	147	587	516	751	1242
METTL3	1119	1415	863	890	2064	1922	3109	4290
METTL4	93	115	77	76	226	196	275	416
METTL5	949	987	713	729	990	892	1420	1937
METTL6	296	339	231	250	664	634	913	1352
METTL7A	519	626	543	456	101	66	110	161
METTL7B	128	209	122	104	24	24	27	47
METTL8	391	419	288	335	557	536	710	1015
METTL9	335	363	257	255	1191	1013	1795	2717
MEX3A	137	202	119	112	98	80	106	141
MEX3B	62	77	51	54	58	47	75	105
MEX3C	205	199	165	144	247	216	343	518
MEX3D	35	49	21	29	206	192	366	510
MFAP1	1072	1371	842	798	713	805	1209	1462
MFAP2	205	281	190	180	34	36	75	105
MFAP3	487	676	432	453	540	467	825	1178
MFAP3L	22	40	23	18	77	73	101	163
MFF	862	947	731	731	1200	1144	1752	2594
MFGE8	1078	1312	1053	1001	282	310	347	516
MFHAS1	151	178	108	124	330	321	389	618
MFN1	925	1026	766	835	1291	1222	1986	2651
MFN2	2194	2763	1834	1677	2034	1813	2858	4138
MFSD1	215	298	220	197	756	676	1108	1588
MFSD10	346	502	293	292	331	241	466	628
MFSD11	222	299	229	245	373	286	496	792
MFSD12	204	296	176	160	425	395	651	869
MFSD13A	66	79	52	53	155	153	221	318
MFSD14A	37	41	23	39	53	71	73	86
MFSD14B	301	335	247	245	697	686	1194	1641
MFSD14C	9	9	8	5	22	17	26	47
MFSD2A	361	447	321	280	78	45	113	175
MFSD3	111	144	87	103	295	264	429	616
MFSD4B	169	196	127	133	494	441	548	857
MFSD5	363	515	354	314	313	245	478	692
MFSD6	126	132	105	89	85	70	118	168
MFSD8	318	405	260	273	460	449	612	922
MFSD9	99	119	82	90	170	163	245	366
MGA	1604	1865	1404	1374	5144	4644	6394	9310
MGARP	64	62	41	48	141	138	209	289
MGAT1	257	313	203	198	604	530	771	1087
MGAT2	251	367	238	289	1251	1166	1815	2555
MGAT3	20	18	27	36	30	32	39	64
MGAT4A	109	108	82	100	209	189	291	394
MGAT4B	320	434	292	271	1308	1165	1596	2382
MGAT5	325	321	310	327	873	759	1136	1855
MGAT5B	2	1	2	2	53	36	30	81
MGME1	484	635	388	415	1094	958	1428	1980
MGRN1	635	824	548	529	573	447	424	786
MGST1	1716	1897	1248	1448	277	291	529	680
MGST2	655	740	517	581	184	182	343	443
MGST3	1067	1251	831	806	647	627	1017	1517
MIA2	117	175	134	157	577	575	621	998
MIA3	1179	1321	1231	1230	3869	3537	4901	7079
MIB1	691	762	568	617	2892	2701	3700	5357
MIB2	180	283	198	217	312	271	445	623
MICA	189	257	192	209	185	155	265	377
MICAL1	101	130	100	92	138	125	161	265
MICAL2	105	154	80	97	169	142	193	305
MICAL3	517	699	546	441	1746	1365	1391	2637
MICALL1	568	775	502	454	815	770	918	1437
MICALL2	33	26	25	33	49	45	65	48
MICB	156	171	144	148	51	37	65	103
MICOS10	152	320	155	146	66	58	63	85
MICOS13	681	1021	612	569	318	285	534	733
MICU1	1262	1531	1049	991	1028	902	1533	2184
MICU2	1732	1780	1418	1333	781	717	1203	1615
MICU3	91	76	55	70	150	148	188	263
MID1	516	597	457	468	374	327	535	837
MID1IP1	201	250	161	154	358	326	507	693
MID2	227	248	192	190	603	498	795	1283
MIDN	842	1189	724	753	148	115	139	245
MIEF1	421	465	326	322	1168	986	1474	2066
MIEF2	84	104	56	78	165	161	268	374
MIEN1	424	552	329	336	196	180	224	289
MIER1	560	672	498	485	1643	1556	2139	3042
MIER2	281	333	198	224	141	124	133	230
MIER3	351	460	289	290	744	783	1055	1475
MIF	7296	8764	5404	5642	2536	1886	5158	7107
MIF4GD	220	219	173	149	123	118	210	239
MIGA1	619	622	485	506	655	571	783	1186
MIGA2	104	143	98	91	322	307	547	768
MIIP	328	417	270	253	305	269	525	755
MINAR1	4	7	7	10	159	114	182	290
MINDY1	209	219	162	163	197	146	231	383
MINDY2	155	164	101	108	212	174	269	376
MINDY3	1120	1162	795	814	1356	1278	1868	2761
MINDY4	98	136	110	87	194	189	282	384
MINK1	502	576	444	365	800	586	799	1242
MINPP1	969	1098	733	761	579	501	841	1244
MIOS	343	427	261	320	1156	1121	1604	2263
MIPEP	557	725	476	554	680	647	1062	1436
MIPOL1	209	231	172	195	461	386	511	819
MIS12	322	363	291	373	428	343	653	831
MIS18A	590	802	511	504	626	631	796	1075
MIS18BP1	888	903	653	696	1634	1458	2273	3315
MITD1	237	262	200	227	363	320	531	750
MITF	61	63	58	39	127	112	196	238
MKI67	6585	7373	6504	6714	13376	10642	12992	22104
MKKS	52	52	40	25	513	426	846	1265
MKLN1	1686	1842	1332	1390	1505	1374	1779	2802
MKNK1	376	501	288	331	324	318	475	647
MKNK2	357	443	290	281	544	498	814	1160
MKRN1	671	849	507	512	929	898	1434	1828
MKRN2	707	884	578	569	1128	1034	1694	2422
MKRN2OS	0	0	1	0	31	29	34	54
MKRN3	44	61	45	37	24	26	29	44
MKS1	493	538	353	365	452	454	690	1035
MKX	0	0	1	0	69	46	79	101
MLEC	764	1138	760	737	1135	1014	1550	2239
MLF1	478	425	351	349	588	555	814	1214
MLF2	2635	2982	1861	1858	1166	995	1407	2153
MLH3	404	418	284	283	166	152	213	306
MLLT1	777	1015	610	564	328	291	421	640
MLLT10	332	297	263	251	850	673	955	1584
MLLT11	863	772	599	642	43	32	51	75
MLLT3	487	496	395	343	990	903	1476	2218
MLLT6	101	108	87	91	376	288	453	635
MLST8	531	646	391	386	490	442	928	1289
MLX	826	975	539	625	368	304	605	829
MLXIP	411	503	362	382	475	341	317	724
MLXIPL	58	70	52	52	79	51	73	104
MLYCD	111	163	83	103	89	71	105	182
MMAA	53	81	48	41	39	51	77	103
MMAB	513	667	453	492	572	510	999	1412
MMACHC	267	371	200	223	165	167	314	412
MMADHC	1748	2283	1512	1649	2775	2572	4454	6158
MMD	27	59	39	50	74	84	116	156
MME	42	48	51	49	55	50	65	95
MMGT1	469	546	354	417	223	213	320	491
MMP11	12	12	9	10	25	31	34	56
MMP15	103	140	94	84	40	30	72	76
MMP16	2	2	2	1	111	99	143	226
MMP17	37	37	23	33	15	17	38	35
MMP21	0	0	1	0	29	20	23	37
MMP24	2	4	10	4	20	22	26	35
MMP25	11	19	20	19	42	28	32	60
MMS19	1304	1581	1147	1109	1674	1481	2339	3455
MMS22L	1078	1227	819	832	2082	1867	2557	3964
MMUT	1088	1137	848	898	764	668	1052	1439
MN1	54	76	53	44	32	20	17	40
MNAT1	837	858	629	638	1143	1106	1488	2082
MND1	395	454	307	326	425	394	608	777
MNS1	302	369	249	257	97	78	121	168
MNT	156	175	129	155	68	44	55	101
MNX1	198	277	144	151	79	81	90	131
MOAP1	629	690	556	517	347	336	402	597
MOB1A	1403	1613	1191	1168	1274	1247	1996	2846
MOB1B	275	303	237	228	85	72	124	227
MOB2	149	186	110	126	135	119	244	364
MOB3A	143	218	121	118	34	22	34	76
MOB3B	87	97	59	69	64	52	67	94
MOCOS	64	79	58	64	228	197	327	457
MOCS1	186	225	194	131	270	217	388	550
MOCS2	507	613	412	472	641	597	837	1198
MOCS3	372	456	328	315	285	234	405	549
MOGS	726	970	641	647	1079	973	1583	2270
MOK	75	92	64	52	200	203	298	434
MON1A	103	148	78	86	368	349	561	811
MON1B	194	267	151	140	203	187	253	394
MON2	1832	2047	1625	1765	2416	2155	3156	4927
MORC2	1246	1709	1059	1052	880	791	906	1492
MORC3	715	777	583	626	1254	1110	1743	2617
MORC4	1097	1200	914	960	1350	1240	1816	2543
MORF4L1	883	1217	754	833	2370	2342	2557	4053
MORF4L2	3849	4658	3007	3303	7892	8037	11471	15768
MORN1	122	143	109	90	127	153	144	284
MORN2	178	224	150	179	276	274	487	634
MORN4	57	47	49	32	59	50	77	121
MOSMO	18	24	21	12	35	39	95	123
MOSPD1	201	171	126	139	318	256	484	712
MOSPD2	474	545	352	427	296	265	350	488
MOSPD3	10	18	14	10	26	17	32	46
MOV10	1124	1434	1041	993	967	785	1070	1650
MOXD1	393	371	315	289	404	336	541	817
MPC1	518	666	431	433	518	405	755	1112
MPC2	615	778	437	494	667	605	878	1236
MPDU1	573	639	414	405	560	431	908	1205
MPDZ	635	686	576	554	1263	1043	1592	2252
MPG	594	752	434	470	484	454	707	922
MPHOSPH10	832	1047	708	747	1499	1499	2154	2748
MPHOSPH6	519	585	388	442	561	600	822	1212
MPHOSPH8	226	276	151	225	891	925	1035	1461
MPHOSPH9	492	558	456	466	3334	2874	4702	6981
MPI	955	1140	842	871	1651	1459	2495	3713
MPLKIP	553	766	367	407	280	247	457	588
MPND	80	104	77	69	152	146	236	329
MPP1	974	1093	749	784	561	517	928	1212
MPP2	366	438	282	288	244	224	297	449
MPP3	40	45	46	46	261	222	263	348
MPP5	400	404	296	289	830	711	965	1599
MPP6	542	609	415	499	1313	1168	1562	2402
MPP7	454	533	394	354	200	167	294	392
MPPE1	35	50	37	32	155	166	198	290
MPRIP	301	396	299	220	3593	3332	4325	6726
MPST	682	886	538	564	588	512	845	1177
MPV17	346	424	278	281	376	377	491	641
MPV17L2	352	471	286	282	126	90	210	285
MPZL1	656	713	612	617	608	514	740	1095
MPZL3	59	45	44	29	39	35	58	91
MR1	78	82	74	53	60	51	70	127
MRAP	1	0	4	0	92	65	105	181
MRAS	21	31	19	26	55	41	91	127
MRE11	1197	1389	1020	1144	1850	1782	2551	3679
MREG	79	103	60	53	227	170	245	390
MRFAP1	1225	2159	948	1056	1193	1422	1619	2037
MRFAP1L1	226	351	249	234	392	474	641	853
MRGBP	131	160	104	83	357	358	497	691
MRI1	660	830	511	529	839	733	1261	1725
MRM1	59	71	42	31	113	94	102	188
MRM2	229	343	205	218	331	286	575	763
MRM3	649	738	537	518	644	606	979	1336
MRNIP	105	120	63	74	342	296	429	680
MROH1	65	64	77	48	265	249	260	462
MROH6	14	18	10	6	24	25	30	40
MROH8	211	328	180	189	155	167	184	251
MRPL1	576	701	486	546	996	1001	1601	2378
MRPL10	700	841	483	526	249	243	513	759
MRPL11	601	810	538	510	1234	1247	1889	2557
MRPL12	52	86	69	47	129	93	154	155
MRPL13	1761	1999	1241	1439	1268	1095	1914	2759
MRPL14	1565	2098	1296	1325	756	670	1245	1615
MRPL15	1203	1451	877	1049	1468	1421	2445	3494
MRPL16	1447	1782	1144	1126	1340	1317	1812	2481
MRPL17	1274	1406	1005	1047	838	757	1324	1875
MRPL18	971	1193	735	752	1202	1209	1791	2454
MRPL19	1309	1718	1076	1147	1843	1650	2361	3461
MRPL2	1306	1385	882	890	527	484	891	995
MRPL20	2796	3112	2092	2170	1809	1818	2550	3629
MRPL21	1054	1179	798	870	1206	1118	1901	2580
MRPL22	1802	1900	1297	1455	622	566	1014	1438
MRPL23	1337	1500	1092	1040	1111	991	1599	2231
MRPL24	1343	1699	1019	1028	1062	1071	1597	2287
MRPL27	1166	1647	997	1009	651	562	1170	1630
MRPL28	3447	4242	2537	2597	1182	1140	2172	2870
MRPL3	2994	4020	2613	2733	3717	3398	4969	7350
MRPL32	1066	1381	867	927	693	685	1241	1748
MRPL33	561	659	489	509	744	682	1015	1462
MRPL34	380	554	289	286	213	201	264	403
MRPL35	342	463	293	303	531	506	814	1174
MRPL36	266	377	218	211	204	184	297	422
MRPL37	2962	3399	2494	2311	3815	3554	6414	9047
MRPL38	1078	1395	908	857	944	826	1293	1735
MRPL39	2116	2812	1773	1875	1327	1162	2271	3302
MRPL4	2648	3293	2021	2043	677	552	1046	1321
MRPL40	1180	1182	912	905	816	649	1275	1797
MRPL41	1102	1569	932	859	740	703	981	1505
MRPL42	1451	1504	992	1093	1057	1012	1987	2879
MRPL43	1401	1630	1061	1162	267	251	580	782
MRPL44	1488	1868	1290	1361	861	843	1154	1717
MRPL45	401	534	357	375	351	335	428	611
MRPL46	544	646	403	442	719	634	1179	1636
MRPL47	1163	1273	940	955	910	846	1373	1928
MRPL48	481	512	326	387	644	636	1039	1456
MRPL49	556	793	476	405	441	376	737	1081
MRPL50	471	487	352	379	565	463	867	1199
MRPL51	1590	2396	1257	1347	2316	2369	3609	4779
MRPL52	829	1060	655	663	679	660	1059	1366
MRPL53	615	867	469	537	402	374	533	718
MRPL54	362	505	318	311	526	550	808	1048
MRPL55	700	1002	610	616	968	836	1338	1854
MRPL57	577	649	368	428	189	178	305	417
MRPL58	680	842	535	559	489	410	888	1206
MRPL9	1176	1601	1040	920	1345	1299	1739	2351
MRPS10	904	1188	763	850	540	477	779	1108
MRPS11	520	660	418	426	591	495	1042	1486
MRPS12	1152	1446	812	870	314	241	651	756
MRPS14	601	769	518	519	533	493	769	1125
MRPS15	1627	1870	1260	1263	1671	1341	2906	4127
MRPS16	1460	1654	1131	1190	1043	860	1658	2226
MRPS18A	983	1157	735	844	435	387	686	1008
MRPS18B	2051	2264	1432	1581	738	563	1555	2137
MRPS18C	562	645	418	466	647	591	1127	1581
MRPS2	2179	2486	1748	1729	831	782	1419	1939
MRPS21	781	1171	569	693	1212	1167	1948	2725
MRPS22	1481	1660	1179	1262	1541	1400	2450	3474
MRPS23	1943	2387	1567	1529	1250	1179	1958	2763
MRPS24	1073	1313	916	842	1139	1077	1513	2173
MRPS25	536	762	384	415	707	726	1106	1533
MRPS26	1010	1551	850	828	1071	1141	1316	1867
MRPS27	1305	1435	1028	1081	1751	1443	2427	3631
MRPS28	654	784	402	516	404	373	568	771
MRPS30	1753	2035	1421	1438	1147	990	1693	2488
MRPS31	1528	1736	1120	1290	892	787	1390	2131
MRPS33	601	722	440	502	546	506	805	1063
MRPS34	1450	2254	1239	1220	1403	1294	2322	3350
MRPS35	2317	2608	1763	1853	1319	1321	1902	2688
MRPS36	211	266	173	208	213	133	487	694
MRPS5	833	1094	656	608	1452	1454	2177	2721
MRPS6	408	554	289	330	167	189	280	408
MRPS7	1753	2136	1403	1408	1598	1562	2468	3396
MRPS9	1082	1166	811	913	1470	1319	2065	2932
MRRF	225	239	181	190	616	536	858	1422
MRS2	416	596	409	381	1405	1317	1908	2955
MRTFA	378	544	339	335	428	361	369	646
MRTFB	357	427	295	283	366	296	399	609
MRTO4	1284	1868	1078	1086	1166	1040	1919	2777
MSANTD2	45	94	27	52	273	269	341	515
MSANTD3	102	116	85	78	300	309	402	655
MSANTD4	324	379	274	289	476	481	581	818
MSH2	3901	4069	2802	3085	4495	4171	6705	9438
MSH3	1270	1339	1020	1122	1816	1543	2344	3449
MSH4	1	1	1	0	66	68	101	168
MSH6	5041	6122	4503	4597	10020	9395	13775	19457
MSI1	321	353	241	242	120	93	73	124
MSI2	802	901	593	595	473	409	575	940
MSL1	195	266	140	151	630	634	644	977
MSL2	364	424	281	334	625	556	803	1238
MSL3	206	302	155	173	484	496	704	1020
MSMO1	1018	1114	767	784	660	634	963	1483
MSMP	6	1	1	3	101	104	176	243
MSN	1424	1904	1194	1286	1156	1124	1552	2224
MSRA	79	141	72	81	49	39	61	88
MSRB1	192	248	143	131	41	37	85	99
MSRB2	266	347	283	226	133	124	170	250
MSRB3	158	227	137	147	91	92	81	143
MSS51	3	1	4	5	77	63	91	164
MST1	1	2	2	0	127	93	149	219
MSTO1	23	59	34	25	117	105	207	272
MSX1	129	173	80	97	79	59	106	170
MSX2	603	781	635	776	105	99	184	274
MT1X	15	21	10	15	35	20	51	48
MT2A	81	83	39	50	22	20	53	61
MTA1	1521	2026	1312	1326	1626	1507	1938	2902
MTA2	2502	2925	1967	2010	4851	4069	7984	11753
MTA3	973	988	766	773	532	535	681	1104
MTAP	336	457	289	263	805	700	1155	1730
MTBP	355	388	259	305	951	939	1336	2025
MTCH1	1350	1762	1175	1085	1760	1580	2437	3444
MTCH2	1860	2001	1449	1494	2479	2191	3886	5374
MTCL1	108	142	130	108	549	510	613	899
MTCP1	9	13	10	5	35	21	59	98
MTDH	1883	2124	1531	1512	3263	3033	4362	6533
MTERF1	286	349	251	228	398	302	588	879
MTERF2	271	277	205	193	408	411	569	820
MTERF3	787	755	479	527	690	630	1106	1680
MTERF4	564	627	449	405	481	492	800	1000
MTF1	153	195	120	120	204	171	263	428
MTF2	807	860	619	577	1993	1908	3036	4478
MTFMT	296	336	242	246	464	333	612	834
MTFP1	49	78	38	47	33	36	61	96
MTFR1	326	328	216	222	689	699	886	1339
MTFR1L	358	456	320	283	487	415	735	1002
MTFR2	296	307	236	285	314	273	416	628
MTG2	356	387	238	237	357	328	468	703
MTHFD1	5790	6782	4815	4873	7019	6396	8834	13124
MTHFD1L	1461	1593	1137	1201	2887	2760	3458	4935
MTHFD2	1308	1407	1090	1077	2770	2638	4439	6430
MTHFD2L	127	138	55	71	138	124	198	290
MTHFR	158	214	137	142	206	201	294	450
MTHFS	54	94	56	55	33	37	29	38
MTHFSD	167	184	154	121	209	174	260	344
MTIF2	593	641	501	476	2227	2097	3245	4602
MTIF3	300	313	216	267	837	701	1220	1797
MTLN	146	196	126	104	51	33	40	64
MTM1	262	326	240	245	305	336	454	643
MTMR1	773	958	682	664	1481	1405	1950	2941
MTMR10	142	184	126	113	376	338	521	737
MTMR11	7	4	4	4	24	23	31	39
MTMR12	344	390	289	256	673	591	809	1219
MTMR14	488	600	422	403	688	603	1098	1455
MTMR2	843	985	581	705	1499	1386	1954	2903
MTMR3	447	516	346	370	981	860	1211	1844
MTMR4	688	833	587	565	1957	1709	2642	3953
MTMR6	1178	1357	896	1036	551	532	833	1268
MTMR7	141	134	95	85	102	99	116	179
MTMR8	86	105	78	84	159	136	178	273
MTMR9	282	339	254	258	270	254	468	681
MTO1	809	849	613	584	1026	993	1513	2287
MTOR	2125	2651	2054	1825	5118	4476	6991	10569
MTPAP	1298	1462	1000	1056	838	797	1359	1792
MTPN	1673	2295	1507	1438	643	576	932	1199
MTR	1577	2117	1528	1481	5933	5526	7558	11199
MTREX	3100	3696	2641	2838	4748	4640	6581	9363
MTRF1	214	194	144	146	253	220	322	475
MTRF1L	89	118	79	81	227	195	379	542
MTRNR2L1	1	3	7	2	46	68	56	392
MTRR	592	709	427	457	853	670	1296	1847
MTSS1	71	87	73	68	86	62	113	170
MTSS1L	402	518	311	351	345	314	492	705
MTURN	130	118	95	86	130	117	165	224
MTUS1	436	420	348	347	574	526	672	998
MTX1	520	586	395	411	353	290	575	735
MTX2	866	962	692	705	733	697	1235	1691
MTX3	231	260	211	191	369	328	544	811
MUL1	553	678	432	438	365	300	479	719
MUS81	188	234	152	132	410	331	502	837
MUTYH	145	178	94	105	226	234	358	494
MVB12A	650	754	495	488	297	296	426	624
MVB12B	143	157	105	110	111	70	139	230
MVD	214	307	183	170	324	277	550	670
MVK	248	324	181	208	287	247	404	609
MVP	66	74	54	48	14	15	12	17
MXD1	135	186	84	118	62	62	98	146
MXD3	46	72	45	62	210	170	255	398
MXD4	346	609	324	331	385	362	626	802
MXI1	418	437	295	338	280	204	396	623
MXRA7	88	160	117	148	108	113	170	212
MXRA8	2	4	1	6	19	28	28	42
MYADM	456	520	363	324	30	31	33	66
MYB	107	112	52	49	83	65	87	104
MYBBP1A	5708	7676	4897	4832	4030	3517	4313	6985
MYBL1	83	88	63	52	502	475	657	939
MYBL2	1507	1964	1451	1358	2790	2612	3412	5235
MYC	2591	2545	1886	1898	1600	1309	2654	4015
MYCBP2	874	836	839	857	7302	6373	9155	13717
MYCL	55	67	48	35	30	37	42	51
MYD88	130	213	129	106	26	27	29	33
MYDGF	846	1238	837	745	562	568	921	1205
MYEF2	957	1213	861	872	386	440	571	683
MYH10	4854	5690	4047	4089	8416	8192	9785	14592
MYH11	22	8	15	13	76	77	66	134
MYH14	641	878	633	606	438	394	443	744
MYH15	3	1	1	3	93	86	100	179
MYH3	11	10	14	5	163	153	130	247
MYH7B	1	4	4	2	31	13	33	74
MYH9	8460	11321	7338	7207	7624	6890	8094	13207
MYL12A	851	925	614	636	491	390	897	1243
MYL12B	1318	1562	1117	1034	541	488	1098	1597
MYL5	26	23	28	29	70	58	97	146
MYL6	5631	7633	4217	4634	3846	3661	6898	9822
MYL6B	151	176	137	116	624	677	1007	1372
MYLIP	178	212	166	161	271	258	374	578
MYLK	36	55	49	39	168	133	177	311
MYLK2	1	3	3	2	21	26	24	42
MYNN	223	223	181	162	784	713	1121	1567
MYO10	1033	1343	829	822	776	678	851	1311
MYO15A	0	1	3	4	39	33	28	54
MYO15B	6	4	20	13	46	46	47	64
MYO18A	282	372	266	253	435	414	446	731
MYO19	314	333	263	257	1276	1113	1761	2751
MYO1B	1590	1949	1385	1308	1533	1376	2357	3442
MYO1C	1337	1488	1003	1006	841	738	978	1578
MYO1D	913	882	763	767	752	620	899	1366
MYO1E	539	566	395	454	511	472	828	1147
MYO1F	8	4	4	4	23	18	20	29
MYO3A	187	156	189	174	435	339	506	716
MYO5A	838	928	709	640	936	893	1229	1864
MYO5B	228	292	204	202	217	180	318	464
MYO5C	441	555	381	423	732	677	883	1324
MYO6	2600	3078	2457	2515	1180	1144	1216	1922
MYO7A	94	89	49	54	22	21	30	59
MYO9A	498	503	471	437	2959	2687	4017	5905
MYO9B	499	682	499	465	977	854	985	1757
MYOF	118	125	56	76	23	16	34	25
MYOM2	120	107	90	90	118	95	128	203
MYORG	107	104	67	79	32	26	34	54
MYOT	3	5	6	5	49	51	64	113
MYPOP	46	50	33	30	48	46	43	60
MYRF	12	11	8	7	69	47	50	91
MYRIP	8	4	2	3	28	17	25	52
MYSM1	221	269	182	168	2112	2029	2135	3341
MYT1	6	8	8	1	40	28	35	72
MZF1	48	67	24	34	229	164	261	373
MZT1	537	539	488	478	266	275	430	496
MZT2A	240	333	167	193	353	364	515	722
MZT2B	503	816	410	430	973	888	1550	2135
N4BP2	385	445	322	329	1145	1067	1512	2128
N4BP2L2	1197	1321	993	1044	2272	1981	2891	4394
N4BP3	24	24	21	15	26	20	29	41
N6AMT1	163	177	96	108	119	119	181	262
NAA10	2878	3843	2611	2394	2594	2550	3915	5277
NAA15	4653	5133	3714	4046	5665	5223	7131	9987
NAA16	615	708	456	527	972	961	1037	1584
NAA20	768	1026	597	733	780	850	1019	1549
NAA25	1977	2143	1665	1629	2974	2741	3741	5571
NAA30	194	296	203	171	311	287	396	564
NAA35	1065	1250	950	1109	1436	1350	1923	2758
NAA38	826	1114	653	703	860	779	1514	2086
NAA40	267	347	203	213	415	415	441	627
NAA50	1827	1818	1340	1357	2024	1972	2851	3686
NAA60	207	204	125	139	98	76	124	190
NAA80	31	29	21	22	47	29	58	97
NAAA	190	224	169	148	232	200	305	391
NAALAD2	60	36	50	54	79	85	113	133
NAB1	144	180	147	132	399	365	487	793
NAB2	161	244	118	158	90	103	92	138
NABP1	113	151	83	101	114	141	223	273
NABP2	733	905	660	611	584	502	840	1212
NACA	7661	8449	5434	6367	9365	8222	16642	22190
NACC1	978	1265	770	789	705	572	676	1086
NACC2	306	379	305	289	160	118	191	287
NADK	428	467	379	388	908	786	1187	1563
NADK2	496	572	377	387	696	697	892	1302
NADSYN1	287	370	294	246	524	465	840	1176
NAE1	3491	3358	2874	2966	3658	3436	5548	7641
NAF1	743	915	595	598	602	614	527	899
NAGA	331	409	356	320	350	285	601	845
NAGK	304	460	261	235	206	210	307	443
NAGLU	278	327	254	219	356	300	526	729
NAGPA	80	138	90	95	210	187	294	417
NAGS	11	6	8	17	32	19	25	49
NAIF1	112	136	83	79	57	72	75	102
NAMPT	696	743	466	557	663	615	955	1379
NANP	153	139	114	96	202	198	287	397
NANS	1215	1486	973	1041	1561	1489	2331	3389
NAP1L1	4554	6152	4106	4344	9049	9638	11619	16015
NAP1L2	84	101	42	67	114	132	197	249
NAP1L3	125	120	85	76	466	429	640	933
NAP1L4	2344	3142	1822	2078	2664	2555	3702	5010
NAPA	1169	1291	806	895	651	628	827	1330
NAPB	81	96	64	58	159	129	166	251
NAPEPLD	92	101	50	60	181	169	158	250
NAPG	664	660	528	531	373	397	517	762
NAPRT	157	157	92	113	206	152	247	331
NARF	249	319	205	216	766	754	1187	1588
NARS	3152	3895	2597	2624	3395	3400	5327	7070
NARS2	329	408	284	290	1008	990	1417	2175
NASP	4544	6088	3648	4030	6265	6206	8878	11105
NAT1	76	100	69	68	100	88	179	251
NAT10	1578	2014	1338	1299	2591	2373	3590	5274
NAT14	100	105	71	78	193	172	288	362
NAT8L	321	389	270	249	50	57	62	77
NAT9	321	456	290	270	259	233	378	538
NAV1	226	305	231	233	343	236	182	473
NAV2	158	145	145	137	111	73	70	158
NAXD	146	172	140	124	207	178	283	401
NAXE	1950	2306	1603	1559	1614	1364	2508	3533
NBAS	756	963	749	746	2293	2092	3504	4814
NBDY	383	445	239	300	140	121	186	255
NBEA	529	552	424	476	2070	1948	2292	3649
NBEAL1	347	373	289	304	993	841	1179	1841
NBEAL2	223	238	291	196	1340	992	1175	2186
NBL1	247	365	217	231	73	61	91	157
NBN	828	923	617	710	2496	2313	3857	5558
NBPF1	24	35	15	26	381	338	527	782
NBPF10	1	0	2	0	105	86	89	174
NBPF11	3	1	2	0	61	56	73	127
NBPF12	2	3	4	3	253	224	263	395
NBPF14	1	1	2	4	99	73	74	105
NBPF15	8	5	4	3	182	153	212	311
NBPF20	4	2	4	2	78	76	87	119
NBPF26	1	0	0	0	27	13	30	40
NBPF3	30	47	41	33	295	302	433	603
NBPF9	3	1	4	0	129	141	167	176
NBR1	1192	1349	978	1041	1484	1375	2230	3064
NCAM1	543	748	561	616	261	245	329	494
