	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
GINS2	1166	1171	865	1066
GINS3	392	336	319	387
GINS4	459	466	379	524
GIPC1	573	503	519	593
GIPC3	38	21	15	24
GIT1	326	304	204	261
GIT2	624	553	392	503
GJA1	427	376	354	464
GJC1	385	406	231	332
GK	83	87	61	89
GK5	451	456	250	309
GKAP1	165	190	102	112
GLA	4135	3564	3695	4412
GLB1	1203	1031	974	1215
GLB1L	109	74	76	74
GLB1L2	404	369	317	428
GLB1L3	48	28	23	27
GLCCI1	178	146	144	153
GLCE	476	380	350	445
GLDC	445	382	319	402
GLE1	1288	1171	977	1158
GLG1	2412	2216	1465	1835
GLI2	53	48	33	46
GLI3	342	267	153	226
GLI4	89	65	57	76
GLIPR1	239	240	190	229
GLIPR2	41	40	31	33
GLIS2	35	18	16	18
GLMN	1391	1304	919	1234
GLMP	451	367	437	474
GLO1	4766	4583	3508	4234
GLOD4	1127	1101	810	934
GLRA1	17	17	13	23
GLRA2	25	25	16	17
GLRB	116	120	107	116
GLRX	28	28	18	42
GLRX2	337	284	242	321
GLRX3	2101	2070	1549	1937
GLRX5	309	298	196	271
GLS	1953	1879	1273	1607
GLS2	233	189	115	160
GLT8D1	831	819	702	906
GLT8D2	50	53	43	65
GLTP	233	205	139	198
GLUD1	1362	1219	1005	1200
GLUL	5111	5012	4195	5172
GLYCTK	134	131	99	114
GLYR1	1549	1428	940	1225
GM2A	215	197	140	199
GMCL1	517	481	319	460
GMDS	475	415	311	376
GMEB1	544	530	360	438
GMEB2	225	195	178	214
GMFB	526	524	348	476
GMIP	95	61	37	47
GMNN	2124	2036	1444	1834
GMPPA	543	444	449	551
GMPPB	593	584	446	520
GMPR	25	19	16	32
GMPR2	1049	1002	811	941
GMPS	3453	3167	2424	2968
GNA11	532	484	457	546
GNA12	218	189	128	163
GNA13	610	562	396	498
GNAI1	371	347	256	312
GNAI2	557	524	463	560
GNAI3	1710	1689	1570	1854
GNAL	150	172	105	134
GNAQ	276	243	195	280
GNAS	7701	6818	4525	5821
GNAT2	69	57	43	45
GNAZ	149	133	139	159
GNB1	1644	1518	1302	1557
GNB1L	210	163	174	177
GNB2	1028	858	750	1027
GNB3	41	40	29	27
GNB4	581	511	416	540
GNB5	142	146	79	121
GNE	925	907	647	836
GNG11	19	12	13	20
GNG12	135	101	79	130
GNG4	31	30	23	37
GNG5	125	134	119	155
GNL1	801	743	606	750
GNL2	4243	3899	3229	3938
GNL3	10693	10213	7830	9949
GNL3L	1997	1835	939	1272
GNPAT	2462	2156	1782	2206
GNPDA1	653	547	525	662
GNPDA2	177	156	134	141
GNPNAT1	555	531	390	474
GNPTAB	1213	1082	811	1071
GNPTG	224	207	147	170
GNRHR	36	32	13	25
GNS	1196	1007	767	959
GOLGA1	430	348	225	300
GOLGA2	575	522	355	502
GOLGA3	1719	1614	1117	1460
GOLGA4	5824	5740	3402	5222
GOLGA5	874	772	716	861
GOLGA6L9	25	14	10	17
GOLGA7	302	265	225	333
GOLGB1	5860	5702	3689	5316
GOLIM4	1384	1301	1020	1409
GOLM1	1253	1323	956	1329
GOLPH3	543	459	354	475
GOLPH3L	344	293	228	310
GOLT1B	227	202	169	179
GON4L	2082	1865	1245	1597
GON7	117	108	67	70
GOPC	695	645	417	545
GORAB	195	164	138	178
GORASP1	367	290	290	384
GORASP2	752	623	708	960
GOSR1	353	353	243	317
GOSR2	188	119	87	142
GOT1	967	840	773	940
GOT2	2442	2067	1752	2059
GP1BA	56	53	17	26
GPAA1	816	715	596	713
GPALPP1	781	684	589	682
GPAM	1048	966	799	1007
GPANK1	165	161	119	138
GPAT2	45	28	34	33
GPAT3	110	77	92	104
GPAT4	1031	941	732	947
GPATCH1	420	401	278	351
GPATCH11	283	283	206	222
GPATCH2	881	795	587	719
GPATCH2L	775	752	497	594
GPATCH3	328	346	230	292
GPATCH4	1808	1693	1448	1859
GPATCH8	1704	1302	709	961
GPBP1	1944	1839	1509	1853
GPBP1L1	1273	1172	936	1135
GPC1	137	117	83	96
GPC2	28	27	11	20
GPC3	646	585	332	487
GPC4	279	273	98	154
GPC5	29	30	17	27
GPC6	213	207	136	192
GPCPD1	568	527	387	481
GPD1L	402	373	283	366
GPD2	1041	1051	643	790
GPER1	74	57	17	23
GPHN	752	727	443	604
GPI	5001	4168	3765	5141
GPKOW	678	560	449	533
GPLD1	150	141	121	132
GPM6A	54	40	28	34
GPM6B	206	159	134	155
GPN1	741	698	609	703
GPN2	353	308	264	331
GPN3	763	775	593	725
GPR107	578	454	427	555
GPR108	287	267	254	339
GPR135	49	44	17	21
GPR137	170	136	106	108
GPR137B	161	124	106	121
GPR137C	92	81	42	64
GPR153	32	35	17	18
GPR155	141	147	114	142
GPR156	33	33	17	29
GPR157	32	43	21	27
GPR160	185	173	171	239
GPR161	160	140	124	153
GPR162	37	35	14	14
GPR171	58	66	23	46
GPR176	85	55	60	70
GPR18	88	83	39	42
GPR180	499	436	446	521
GPR183	79	79	52	44
GPR22	102	119	44	68
GPR27	81	64	34	49
GPR34	41	23	13	20
GPR39	68	57	31	55
GPR52	50	35	24	33
GPR63	107	92	68	111
GPR75	129	65	68	63
GPR75-ASB3	22	15	12	15
GPR82	41	31	10	11
GPR87	22	31	16	15
GPRASP1	286	261	131	204
GPRASP2	1478	1302	984	1220
GPRC5B	52	42	43	54
GPRC5C	34	29	31	48
GPRIN1	722	696	467	593
GPRIN3	109	100	84	107
GPS1	1790	1501	1314	1649
GPS2	536	447	517	648
GPSM1	223	173	131	194
GPSM2	937	922	685	843
GPT	79	64	37	52
GPT2	552	534	415	473
GPX1	1282	1172	998	1221
GPX3	135	101	57	74
GPX4	3086	2878	2394	3054
GPX8	324	294	223	319
GRAMD1A	529	476	320	382
GRAMD1B	88	112	37	81
GRAMD1C	78	86	54	70
GRAMD4	230	238	163	205
GRB10	912	821	585	715
GRB14	215	174	123	162
GRB2	778	739	614	748
GREB1	208	161	110	166
GREB1L	1035	878	626	866
GRHL1	94	81	83	92
GRHPR	1212	1068	806	1024
GRIA1	43	72	35	33
GRID1	185	112	106	134
GRID2	22	21	11	13
GRIK1	55	27	19	33
GRIK4	20	15	12	12
GRIN2D	39	32	18	22
GRINA	557	396	326	438
GRIP1	197	169	132	191
GRIP2	32	21	21	34
GRIPAP1	768	719	470	662
GRK2	841	813	607	799
GRK3	601	548	445	560
GRK4	76	76	55	62
GRK5	115	98	91	132
GRK6	1656	1555	1181	1441
GRN	1082	998	669	895
GRPEL1	1153	1113	1024	1222
GRPEL2	403	443	288	356
GRSF1	2881	2739	2018	2448
GRTP1	121	109	79	95
GRWD1	1595	1478	1153	1389
GSC	21	21	11	17
GSDMB	36	22	14	30
GSDME	98	65	50	57
GSE1	778	634	318	398
GSK3A	259	230	197	256
GSK3B	830	741	493	682
GSKIP	181	157	136	198
GSN	150	131	102	156
GSPT1	4427	4444	2661	3436
GSR	1455	1398	1009	1340
GSS	991	950	756	962
GSTA4	436	415	266	355
GSTCD	914	763	662	821
GSTK1	550	521	402	479
GSTM2	138	108	94	126
GSTM3	747	728	576	700
GSTM4	22	19	16	13
GSTO1	1411	1367	1156	1303
GSTO2	20	10	14	14
GSTP1	5250	4365	4158	4812
GSTZ1	202	194	201	244
GTDC1	130	101	108	125
GTF2A1	465	451	369	514
GTF2A2	362	346	261	431
GTF2B	761	761	683	824
GTF2E1	306	270	181	244
GTF2E2	465	451	378	477
GTF2F1	1366	1287	1157	1454
GTF2F2	706	709	585	678
GTF2H1	1079	955	852	1009
GTF2H2	191	154	131	143
GTF2H2C	145	163	100	137
GTF2H3	896	817	708	798
GTF2H4	318	227	208	248
GTF2H5	367	332	279	328
GTF2I	2514	2543	1491	2093
GTF2IRD1	372	334	260	335
GTF3A	2102	1863	1740	2142
GTF3C1	6771	6142	4395	5960
GTF3C2	1678	1374	1276	1579
GTF3C3	2279	2118	1741	2141
GTF3C4	1974	1683	1200	1465
GTF3C5	1479	1298	1140	1544
GTF3C6	1268	1315	887	1137
GTPBP1	1469	1208	919	1156
GTPBP10	582	620	389	527
GTPBP2	655	597	461	552
GTPBP3	979	887	656	807
GTPBP4	3770	3753	2936	3646
GTPBP6	748	618	563	684
GTPBP8	559	599	419	592
GTSE1	914	757	540	658
GUCD1	408	350	359	403
GUCY1A1	231	210	174	247
GUCY1A2	43	47	36	40
GUCY1B1	214	195	181	155
GUF1	1184	1151	793	1016
GUK1	1785	1608	1380	1649
GULP1	144	139	135	154
GUSB	746	717	578	699
GVQW2	26	27	16	18
GVQW3	68	53	51	51
GXYLT1	348	337	226	305
GXYLT2	459	398	261	367
GYG1	486	421	421	515
GYG2	165	143	118	151
GYPC	48	45	45	52
GYS1	952	702	521	728
GZF1	413	412	345	438
H1F0	372	317	304	474
H1FX	691	667	451	657
H2AFJ	47	47	31	40
H2AFV	600	484	425	532
H2AFX	1020	781	953	1040
H2AFY	3668	3415	2597	3083
H2AFY2	1184	1133	832	1115
H2AFZ	5553	5285	4687	5838
H3F3A	26	33	37	44
H3F3B	2022	2136	1642	2082
H6PD	175	142	98	131
HAAO	17	13	11	10
HABP4	290	253	173	227
HACD1	132	129	99	124
HACD2	282	255	241	316
HACD3	2603	2184	2174	2624
HACD4	21	23	20	22
HACE1	761	790	490	589
HACL1	1225	1071	809	960
HADH	1003	870	614	779
HADHA	3349	3194	2435	3039
HADHB	1749	1546	1409	1622
HAGH	456	382	294	407
HAGHL	36	33	27	45
HAL	32	28	18	28
HAND1	15	12	11	13
HAP1	36	35	18	33
HAPLN3	85	70	57	63
HARBI1	54	50	54	61
HARS	1975	1890	1330	1715
HARS2	691	617	475	592
HAS3	149	99	96	96
HASPIN	826	641	579	715
HAT1	2661	2604	2068	2601
HAUS1	738	714	565	802
HAUS2	304	325	238	271
HAUS3	1302	1254	818	1146
HAUS4	295	251	220	241
HAUS5	595	536	416	579
HAUS6	1907	1697	1446	1763
HAUS7	974	894	722	864
HAUS8	341	350	221	307
HAX1	1907	1742	1692	2014
HBP1	336	277	245	285
HBQ1	40	22	17	13
HBS1L	4126	3854	3108	4034
HCCS	634	580	478	645
HCFC1	4007	2885	1597	2119
HCFC1R1	38	28	34	38
HCFC2	395	354	274	323
HCLS1	62	60	57	41
HCN2	83	48	34	55
HCN3	78	56	37	68
HDAC1	4410	3904	3697	4884
HDAC10	192	160	109	141
HDAC11	69	50	47	49
HDAC2	6352	6035	4158	5238
HDAC3	1416	1278	1184	1498
HDAC4	182	122	98	115
HDAC5	508	477	436	498
HDAC6	758	636	517	677
HDAC7	142	94	94	130
HDAC8	108	98	70	90
HDAC9	23	32	19	19
HDDC2	1545	1475	1160	1375
HDDC3	278	247	193	231
HDGF	3884	3982	2578	3091
HDGFL2	2008	2035	1423	1869
HDGFL3	792	694	603	739
HDHD2	276	255	199	257
HDHD3	174	112	119	150
HDHD5	1098	1027	882	1088
HDLBP	12576	10882	10284	12954
HDX	280	192	169	195
HEATR1	16296	15117	11862	14526
HEATR3	1902	1693	1377	1644
HEATR5A	1650	1571	1228	1425
HEATR5B	2090	1968	1567	1867
HEATR6	1032	879	698	877
HEBP1	139	126	56	67
HEBP2	1130	1138	825	1012
HECA	323	263	188	254
HECTD1	8452	7925	6044	7652
HECTD2	326	276	187	285
HECTD3	364	326	192	265
HECTD4	2781	2340	1305	1700
HECW2	128	133	109	127
HEG1	260	196	124	165
HELB	622	557	367	453
HELLS	6797	6335	3610	4657
HELQ	643	579	412	522
HELZ	2865	2484	1634	2134
HELZ2	165	184	103	123
HEMK1	229	158	189	214
HERC1	3814	3361	2439	3120
HERC2	3506	3029	1775	2447
HERC3	490	415	282	376
HERC4	932	824	559	774
HERC5	917	904	666	809
HERC6	100	105	78	81
HERPUD1	498	439	440	567
HERPUD2	216	165	152	199
HES1	293	252	250	295
HES4	697	718	381	487
HES6	92	82	54	67
HESX1	20	23	12	23
HEXA	1002	857	804	939
HEXB	1419	1253	1193	1473
HEXD	250	235	185	270
HEXIM1	329	316	261	401
HEXIM2	56	60	31	41
HEY1	1582	1581	1395	1904
HEY2	57	42	34	58
HFM1	291	257	161	211
HGF	126	145	115	154
HGH1	215	203	124	151
HGS	1036	884	705	894
HGSNAT	342	286	193	251
HHAT	62	44	32	30
HHEX	63	59	38	45
HHIP	64	71	29	37
HHIPL2	19	21	10	20
HHLA3	49	51	30	33
HIBADH	489	509	364	454
HIBCH	680	644	475	628
HIC2	302	249	196	273
HID1	57	43	40	43
HIF1A	2451	2228	1825	2296
HIF1AN	453	427	298	414
HIGD1A	175	155	151	247
HIGD2A	539	408	407	537
HIKESHI	524	441	399	495
HILPDA	66	78	48	54
HINFP	307	291	224	285
HINT1	3343	2761	2688	3377
HINT2	342	307	194	223
HINT3	289	265	175	206
HIP1	501	466	281	361
HIP1R	552	550	358	444
HIPK1	1263	973	873	1117
HIPK2	468	388	201	324
HIPK3	1448	1298	1038	1246
HIRA	1938	1765	1168	1422
HIRIP3	459	455	381	488
HIST1H1C	31168	28560	27619	32846
HIST1H1D	4584	4307	3263	3946
HIST1H1E	26867	26967	18482	22261
HIST1H2AB	1706	1302	1760	2230
HIST1H2AC	5243	4778	4377	5152
HIST1H2AE	43	29	44	69
HIST1H2AG	7382	5666	7490	8440
HIST1H2AH	9881	8433	9867	12271
HIST1H2AI	3152	2784	2457	2905
HIST1H2AK	723	573	711	819
HIST1H2AL	680	499	601	745
HIST1H2AM	5254	4509	4406	5461
HIST1H2BC	5668	4354	5203	6991
HIST1H2BD	6796	5050	6582	8319
HIST1H2BF	1576	1327	1353	1751
HIST1H2BG	39	18	37	40
HIST1H2BJ	8965	6558	9540	12150
HIST1H2BK	4859	4127	4856	5752
HIST1H2BL	2112	1690	2138	2765
HIST1H2BN	1213	1145	1014	1269
HIST1H2BO	4626	4019	4557	5651
HIST1H3A	2747	2114	2919	3384
HIST1H3B	13340	12233	11289	13671
HIST1H3D	16	27	38	39
HIST1H3E	84	65	83	96
HIST1H3F	366	287	266	316
HIST1H3H	8701	7127	8016	9026
HIST1H3J	1471	1122	1420	1747
HIST1H4A	1190	1141	848	1054
HIST1H4B	10016	9315	7355	9187
HIST1H4C	10570	9903	7399	9695
HIST1H4D	5300	4887	4808	5503
HIST1H4E	5972	6017	4369	5685
HIST1H4H	3284	2687	3015	3852
HIST1H4J	131	113	129	164
HIST2H2AB	1763	1429	1459	1712
HIST2H2AC	4952	3631	5539	6916
HIST2H2BE	4146	3093	3674	5027
HIST2H2BF	3009	2816	2032	3019
HIST2H3D	1362	1102	1456	1595
HIST3H2A	1949	1610	1739	1934
HIST3H2BB	2066	1550	3012	3537
HIST4H4	1262	1006	1278	1613
HIVEP1	1009	985	635	875
HIVEP2	464	404	337	423
HJURP	956	818	659	922
HK1	2014	1907	1392	1941
HK2	896	824	499	679
HKR1	307	246	168	218
HLA-A	764	760	564	701
HLA-B	660	604	490	520
HLA-C	1427	1294	1018	1210
HLA-DPA1	40	27	30	39
HLA-DQB1	68	49	46	62
HLA-E	421	426	333	436
HLA-F	136	108	82	96
HLCS	767	655	539	671
HLTF	3074	2886	2282	2907
HLX	96	79	57	75
HM13	1011	813	876	1004
HMBOX1	270	231	162	203
HMBS	479	470	298	424
HMCES	840	785	545	777
HMCN1	171	153	104	153
HMG20A	834	692	577	784
HMG20B	946	843	685	916
HMGA1	530	480	251	361
HMGA2	191	188	101	130
HMGB1	1198	1173	840	1191
HMGB2	4535	4807	3415	4404
HMGB3	1809	1835	1303	1790
HMGCL	213	194	157	208
HMGCR	2409	2118	1993	2298
HMGCS1	1192	1043	881	1109
HMGN1	1872	1842	1259	1499
HMGN2	1176	1228	751	1204
HMGN3	1064	1099	665	915
HMGN4	450	527	326	413
HMGN5	308	306	137	188
HMGXB3	2272	2132	1521	1916
HMGXB4	1054	932	682	862
HMMR	1778	1788	1304	1642
HMOX1	267	213	278	286
HMOX2	1049	1011	771	922
HMX1	43	60	15	23
HNRNPA0	858	972	629	902
HNRNPA1	676	720	856	1166
HNRNPA1L2	42	44	30	60
HNRNPA2B1	12001	12834	7518	11495
HNRNPA3	144	180	99	117
HNRNPAB	5327	5638	3676	5111
HNRNPC	6897	6474	6089	7582
HNRNPD	4374	4021	1600	2122
HNRNPDL	6704	6880	4874	6602
HNRNPF	5100	4673	4244	5490
HNRNPH1	15262	15650	11368	15682
HNRNPH2	2507	2763	1871	2453
HNRNPH3	775	835	466	911
HNRNPK	10632	9105	9067	11805
HNRNPL	3241	2972	2414	3367
HNRNPLL	1135	1061	788	991
HNRNPM	7825	8030	4686	6565
HNRNPR	6853	6678	4773	6160
HNRNPU	27880	28732	17192	24363
HNRNPUL1	3874	3250	2105	2902
HNRNPUL2	66	40	39	51
HOMER1	510	431	413	445
HOMER2	533	548	415	535
HOMER3	36	32	39	44
HOMEZ	387	311	274	353
HOOK1	1278	1130	829	993
HOOK2	173	155	88	107
HOOK3	849	745	431	582
HOXA1	47	45	32	28
HOXA10	463	367	318	407
HOXA11	184	194	168	217
HOXA13	90	96	69	81
HOXA2	55	64	27	59
HOXA3	85	67	33	42
HOXA4	64	44	20	42
HOXA5	531	452	380	509
HOXA6	288	215	168	242
HOXA7	31	29	23	25
HOXA9	227	205	138	154
HOXB13	108	83	57	67
HOXB2	55	50	33	58
HOXB3	194	142	107	179
HOXB4	71	66	35	48
HOXB5	71	42	38	52
HOXB6	353	299	223	318
HOXB7	80	61	72	90
HOXB8	132	106	55	100
HOXB9	576	522	282	411
HOXC10	119	112	54	91
HOXC11	54	57	23	51
HOXC13	33	26	20	21
HOXC4	129	95	82	120
HOXC6	93	77	46	59
HOXC8	50	53	17	28
HOXC9	231	224	119	187
HOXD10	966	808	554	698
HOXD11	418	345	219	317
HOXD13	430	361	311	407
HOXD3	38	29	23	34
HOXD4	39	34	29	38
HOXD8	62	88	45	67
HOXD9	173	184	98	162
HP1BP3	2584	2404	1525	1981
HPCAL1	91	74	66	88
HPF1	644	644	459	601
HPGD	38	35	26	35
HPRT1	1450	1608	659	904
HPS1	477	457	341	426
HPS3	968	799	652	806
HPS4	663	601	534	715
HPS5	1021	900	721	885
HPS6	369	336	265	286
HPSE	72	60	45	53
HRAS	450	479	313	420
HRASLS	61	51	35	48
HS1BP3	253	228	187	197
HS2ST1	241	226	140	163
HS3ST3A1	63	81	41	53
HS3ST3B1	44	31	21	28
HS6ST1	42	55	46	58
HS6ST2	792	797	562	741
HS6ST3	40	31	25	32
HSBP1	963	851	792	1086
HSBP1L1	19	16	13	13
HSCB	232	213	189	218
HSD11B1L	32	32	14	37
HSD17B1	96	115	78	101
HSD17B10	1870	1786	1419	1797
HSD17B11	468	376	360	419
HSD17B12	1028	912	759	920
HSD17B4	2958	3022	2456	3055
HSD17B6	69	55	46	61
HSD17B7	146	87	78	91
HSD17B8	68	49	57	53
HSD3B7	26	19	19	26
HSDL1	539	490	340	377
HSDL2	964	918	719	949
HSF1	591	432	371	516
HSF2	1320	1187	960	1173
HSF2BP	26	28	15	23
HSF4	81	56	36	52
HSP90AA1	35616	35218	19471	26919
HSP90AB1	24464	23284	19359	24999
HSP90B1	14951	14952	10832	13448
HSPA12A	266	216	161	222
HSPA13	1196	1109	947	1175
HSPA14	2091	1808	1579	1926
HSPA1B	539	463	569	691
HSPA2	15	10	20	26
HSPA4	11156	10580	8199	10454
HSPA4L	2367	2204	1720	2238
HSPA5	5269	5040	2620	4015
HSPA8	31496	28338	30654	36749
HSPA9	10749	9949	8719	10818
HSPB1	93	74	56	85
HSPB11	556	535	369	430
HSPBAP1	266	231	180	211
HSPBP1	371	340	256	326
HSPD1	20675	20959	15430	19640
HSPE1	712	724	629	814
HSPG2	249	165	88	131
HSPH1	6970	6915	4578	5868
HTATIP2	324	338	217	290
HTATSF1	5805	6350	3866	5008
HTD2	484	382	360	425
HTR2B	165	124	38	71
HTRA1	135	125	96	136
HTRA2	559	508	437	530
HTRA3	24	25	31	30
HTT	5415	4586	2794	3835
HUNK	76	59	43	63
HUS1	484	431	299	437
HUWE1	21462	17961	11511	14841
HYAL2	676	614	545	680
HYAL3	62	58	61	62
HYI	147	145	106	170
HYKK	284	223	201	222
HYLS1	187	152	132	155
HYOU1	3888	3594	2605	3167
HYPK	707	755	447	700
IAH1	375	287	289	391
IARS	16686	15480	12975	15422
IARS2	6836	6598	5149	6260
IBA57	239	202	179	206
IBTK	1664	1491	1154	1574
ICA1	129	114	91	103
ICA1L	134	115	92	112
ICAM3	95	71	51	100
ICAM5	74	58	25	48
ICE1	3561	3117	2578	3300
ICE2	1541	1409	1026	1311
ICK	269	248	209	269
ICMT	1089	969	809	996
ID1	57	74	60	91
ID2	420	306	522	612
ID3	595	524	452	536
ID4	55	64	49	77
IDE	2767	2481	2024	2558
IDH1	1025	910	891	1051
IDH2	694	583	628	786
IDH3A	1460	1460	943	1224
IDH3B	2370	2106	1745	2275
IDH3G	849	779	707	896
IDI1	1165	1101	884	1138
IDI2	71	53	42	41
IDNK	54	64	19	38
IDS	260	195	153	193
IDUA	32	27	19	17
IER2	65	69	37	65
IER3	12	11	13	10
IER5	201	238	150	178
IER5L	19	16	18	30
IFFO1	301	280	182	203
IFI27L1	87	100	69	99
IFI27L2	67	46	49	45
IFI30	120	114	108	113
IFI35	22	32	11	22
IFIH1	22	21	16	19
IFIT1	69	82	49	69
IFIT5	482	464	341	385
IFNAR1	848	791	554	750
IFNAR2	61	41	26	33
IFNGR1	1077	996	798	965
IFNGR2	546	468	547	641
IFNLR1	102	110	73	88
IFRD1	1226	1249	872	1137
IFRD2	2038	1927	1382	1589
IFT122	497	399	338	443
IFT140	616	510	313	435
IFT172	1287	1205	858	1155
IFT20	229	201	178	188
IFT22	277	234	200	271
IFT27	436	438	266	344
IFT43	258	251	163	242
IFT46	429	371	347	442
IFT52	846	711	666	756
IFT57	2043	2010	1451	1829
IFT74	583	546	448	619
IFT80	192	196	148	166
IFT81	655	626	413	565
IFT88	228	268	140	231
IGBP1	674	703	504	647
IGDCC3	38	34	27	36
IGDCC4	51	47	27	32
IGF1R	975	858	485	676
IGF2BP1	2287	1840	1084	1623
IGF2BP2	469	392	252	336
IGF2BP3	624	580	429	599
IGF2R	4657	4106	2195	3168
IGFBP2	519	541	380	438
IGFBP5	38	21	17	35
IGFBP7	36	34	16	20
IGFLR1	39	44	35	58
IGHMBP2	437	393	229	334
IGSF10	51	41	31	45
IGSF3	238	232	159	224
IGSF6	30	13	11	13
IGSF8	332	280	217	243
IGSF9	28	10	13	11
IGSF9B	147	87	52	58
IK	1721	1625	1373	1709
IKBIP	905	911	611	764
IKBKB	708	635	384	523
IKBKG	89	91	47	55
IKZF2	33	40	32	50
IKZF4	40	34	19	23
IKZF5	291	239	169	283
IL10RB	119	114	88	84
IL11RA	37	28	28	28
IL12A	29	28	14	11
IL12RB2	144	105	67	107
IL13RA1	434	409	346	397
IL17RA	234	211	163	205
IL17RB	376	351	271	315
IL17RC	83	70	54	62
IL17RD	53	65	40	57
IL18BP	36	24	18	21
IL18R1	76	82	56	59
IL1RAP	87	68	66	76
IL20RB	25	15	13	17
IL27RA	86	80	59	104
IL4R	107	76	59	80
IL6R	10	13	14	12
IL6ST	1027	950	849	1013
ILDR2	85	54	52	61
ILF2	10056	9636	8011	9702
ILF3	8963	8128	5629	7580
ILK	892	770	710	853
ILKAP	896	817	588	740
ILVBL	600	458	445	519
IMMP1L	168	159	129	155
IMMP2L	120	115	79	88
IMMT	3299	3116	2501	3132
IMP3	320	308	272	314
IMP4	923	952	775	952
IMPA1	525	487	397	507
IMPA2	129	116	71	89
IMPACT	539	503	305	447
IMPAD1	1104	1029	683	868
IMPDH1	1440	1294	943	1183
IMPDH2	9804	8855	8168	9927
IMPG2	14	14	15	27
INA	274	225	140	167
INAVA	22	12	14	17
INCA1	27	22	11	24
INCENP	1534	1367	936	1320
INF2	492	398	216	269
ING1	89	105	91	119
ING2	183	206	124	168
ING3	613	459	547	656
ING4	170	171	115	165
ING5	381	387	246	309
INIP	88	72	75	96
INKA2	17	18	16	17
INO80	1354	1250	862	1156
INO80C	104	79	47	71
INO80D	383	328	222	284
INO80E	460	436	413	468
INPP1	113	93	91	123
INPP4A	903	752	582	819
INPP4B	55	62	34	65
INPP5A	387	330	289	373
INPP5B	749	691	479	651
INPP5E	300	243	188	219
INPP5F	446	414	330	384
INPP5J	127	83	55	83
INPP5K	272	231	225	267
INPPL1	1431	1266	1011	1364
INSIG1	908	800	739	904
INSIG2	150	138	69	87
INSR	583	480	293	461
INSYN1	65	64	67	80
INSYN2	50	45	19	30
INTS1	2691	2361	1468	1994
INTS10	1520	1382	1090	1357
INTS11	970	894	743	874
INTS12	548	431	410	531
INTS13	1979	1997	1653	1960
INTS14	1682	1508	1315	1700
INTS2	1430	1284	1001	1320
INTS3	2274	1968	1354	1761
INTS4	628	529	493	577
INTS5	679	569	496	607
INTS6	852	863	703	893
INTS6L	431	442	329	419
INTS7	2811	2500	2068	2541
INTS8	2603	2347	2075	2555
INTS9	308	276	251	304
INTU	734	699	465	695
INVS	873	747	532	672
IP6K1	729	654	459	633
IP6K2	1440	1292	1188	1450
IPMK	166	150	119	147
IPO11	2710	2370	1839	2342
IPO13	833	763	639	723
IPO4	3913	3423	2266	3067
IPO5	13849	12606	10491	12956
IPO7	5922	5079	4067	4928
IPO8	2198	2077	1281	1523
IPO9	3491	3028	2278	2982
IPP	267	219	164	182
IPPK	372	318	254	302
IQCA1	40	35	16	20
IQCB1	1386	1376	1028	1274
IQCC	400	348	249	322
IQCD	22	23	18	22
IQCE	261	274	154	202
IQCG	93	80	74	109
IQCH	187	153	124	163
IQCJ-SCHIP1	75	82	28	46
IQCK	63	50	38	47
IQGAP1	4652	4219	3037	3998
IQGAP2	1000	849	667	871
IQGAP3	1545	1317	870	1295
IQSEC1	630	497	260	341
IQSEC2	43	36	19	22
IQUB	22	19	16	23
IRAK1	4024	3776	3254	3932
IRAK1BP1	105	101	56	93
IRAK2	71	74	53	62
IRAK4	155	145	94	120
IREB2	3563	3451	2156	2639
IRF1	64	46	27	44
IRF2	38	36	31	25
IRF2BP1	435	441	318	382
IRF2BP2	923	848	714	953
IRF2BPL	164	127	93	127
IRF3	600	523	433	505
IRF7	71	51	30	34
IRF8	32	39	39	31
IRF9	49	35	31	51
IRGQ	259	255	145	177
IRS1	69	48	32	47
IRS2	38	28	11	25
IRS4	20951	18971	13808	18376
IRX3	49	41	30	43
IRX5	41	45	29	40
ISCA2	206	206	164	163
ISCU	470	437	293	367
ISG15	43	32	20	24
ISG20L2	722	544	459	584
ISL1	78	86	65	74
ISL2	137	129	88	128
ISM1	27	16	15	12
ISOC1	512	505	463	606
ISOC2	419	363	354	358
ISPD	72	72	52	67
IST1	856	910	605	734
ISY1-RAB43	36	37	15	26
ISYNA1	746	579	576	717
ITCH	2016	1804	1484	1865
ITFG1	793	658	611	771
ITFG2	318	281	160	241
ITGA1	242	212	166	203
ITGA2	237	234	175	230
ITGA2B	32	42	30	42
ITGA3	60	56	46	47
ITGA4	275	289	191	259
ITGA5	298	271	211	240
ITGA6	545	479	351	419
ITGA7	84	83	50	75
ITGA8	196	190	165	183
ITGA9	38	46	25	33
ITGAD	13	17	11	12
ITGAE	358	356	256	344
ITGAV	996	922	775	1038
ITGB1	1749	1704	1361	1655
ITGB1BP1	627	651	447	581
ITGB1BP2	37	42	25	38
ITGB3BP	968	755	825	963
ITGB5	403	379	313	432
ITGB7	29	29	13	22
ITIH4	92	87	50	77
ITM2B	1039	788	824	1095
ITM2C	403	367	324	358
ITPA	624	693	504	613
ITPK1	328	294	299	366
ITPKA	28	26	15	24
ITPKB	108	97	56	76
ITPKC	177	143	96	132
ITPR1	846	705	522	672
ITPR2	1435	1303	926	1300
ITPR3	1083	857	603	867
ITPRID2	1946	1837	1309	1738
