	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
AP2A2	1256	1445	505	330	1060	865	688	867
AP2B1	2497	2850	1214	806	2172	1854	1191	1458
AP2M1	3307	3830	1501	906	3327	3182	2743	3508
AP2S1	1744	2139	921	595	1217	1175	936	1207
AP3B1	1762	2030	821	514	2176	2160	1493	1914
AP3B2	33	49	38	12	54	54	34	26
AP3D1	2657	3396	1292	825	2697	2361	1651	2327
AP3M1	2035	2270	994	721	1016	901	708	964
AP3M2	382	451	213	137	595	546	405	507
AP3S1	646	663	275	176	617	586	461	552
AP3S2	143	155	139	80	95	71	46	51
AP4B1	379	455	223	137	662	620	462	526
AP4E1	317	392	188	145	691	620	463	589
AP4M1	148	229	95	70	133	124	104	127
AP4S1	37	44	12	12	59	70	50	67
AP5B1	217	291	113	86	354	315	232	268
AP5M1	271	281	159	114	713	638	591	726
AP5S1	168	237	112	67	145	97	82	116
AP5Z1	119	202	87	59	311	255	211	282
APAF1	808	860	455	288	839	821	516	699
APBA2	254	351	124	81	503	434	349	429
APBA3	91	117	52	29	169	163	135	123
APBB1	636	754	351	176	851	755	612	786
APBB2	207	222	98	49	190	171	117	158
APBB3	51	62	33	12	121	106	79	95
APC	844	972	528	357	3064	2576	1920	2579
APC2	11	12	9	8	88	76	61	62
APCDD1	11	18	3	2	23	15	17	14
APEH	1346	1478	625	366	2133	1891	1722	1961
APEX1	2389	3355	1287	854	2005	2060	1413	2354
APEX2	355	465	197	107	571	502	453	538
APH1A	891	1096	433	263	1098	901	1074	1225
APH1B	178	183	79	38	31	28	32	37
API5	1288	1479	718	509	2658	2651	1921	2346
APIP	330	377	185	108	589	580	409	509
APLF	21	23	8	7	92	84	66	92
APLP1	488	616	277	133	68	60	39	55
APLP2	6129	7017	3097	1810	5747	5530	4145	5527
APMAP	726	1130	489	253	1152	994	868	1103
APOBEC3C	475	548	238	192	45	37	31	56
APOC1	114	126	48	45	73	84	60	74
APOL2	470	607	351	205	208	169	117	149
APOLD1	54	89	40	24	18	30	15	23
APOM	25	30	18	11	29	30	27	40
APOO	400	458	226	154	259	188	172	232
APOOL	332	323	171	120	295	272	162	232
APOPT1	60	84	15	11	80	64	65	88
APP	7580	9148	3739	2103	4651	4862	3009	3951
APPBP2	935	1092	562	345	968	860	696	846
APPL1	1332	1396	523	370	2012	1709	1539	1937
APPL2	468	550	202	131	565	490	350	444
APRT	2823	3575	1676	941	1969	1637	1533	1885
APTX	475	595	311	189	780	796	541	719
AQP11	13	16	7	0	42	38	27	24
AQR	1538	1746	872	589	2125	1882	1680	2067
ARAF	455	568	232	130	598	521	434	598
ARAP1	522	570	278	152	843	744	459	562
ARAP2	167	194	86	60	423	420	261	365
ARAP3	135	179	87	46	47	41	18	34
ARCN1	3719	4183	1990	1257	3159	3021	2107	2656
AREL1	185	213	77	47	722	652	601	754
ARF1	5200	6491	2904	1817	2885	2627	2535	3832
ARF3	43	63	28	23	37	40	19	38
ARF4	1202	1528	748	502	1223	1062	1074	1260
ARF5	2442	2638	1081	745	916	877	658	846
ARF6	643	878	364	247	423	379	299	441
ARFGAP1	667	971	393	239	829	700	557	726
ARFGAP2	650	917	489	316	1028	956	729	920
ARFGAP3	826	971	362	260	469	423	372	491
ARFGEF1	840	860	372	234	1981	1754	1395	1701
ARFGEF2	799	947	366	230	2474	1995	1653	2068
ARFGEF3	556	625	235	158	460	400	263	345
ARFIP1	614	591	287	198	480	440	390	442
ARFIP2	675	811	421	232	1194	1083	909	1156
ARFRP1	274	343	177	81	215	217	133	173
ARG1	0	0	0	0	36	31	10	22
ARG2	730	721	335	184	461	407	392	484
ARGLU1	587	694	383	215	885	1007	724	892
ARHGAP1	557	729	328	196	291	219	145	207
ARHGAP10	285	332	124	93	578	534	392	489
ARHGAP11A	890	915	460	298	2070	1874	1304	1668
ARHGAP12	429	413	154	101	615	522	424	539
ARHGAP17	1072	1471	691	428	802	611	301	422
ARHGAP18	257	259	114	63	312	291	204	253
ARHGAP19-SLIT1	16	30	14	7	61	56	22	47
ARHGAP20	94	116	48	40	80	73	61	65
ARHGAP21	276	245	142	87	1520	1290	1149	1447
ARHGAP22	113	153	57	35	249	224	138	195
ARHGAP24	32	39	17	17	56	59	45	43
ARHGAP26	209	218	120	65	243	205	117	145
ARHGAP27	75	117	68	31	47	55	27	58
ARHGAP28	121	152	62	43	64	50	47	58
ARHGAP29	334	315	99	105	496	397	334	465
ARHGAP30	2	2	2	2	18	18	10	11
ARHGAP31	67	65	28	33	128	110	74	98
ARHGAP32	162	158	87	63	500	390	280	377
ARHGAP33	45	106	33	19	59	55	20	34
ARHGAP35	614	653	284	211	2174	1868	1186	1622
ARHGAP39	178	207	92	50	198	167	121	124
ARHGAP4	3	4	4	1	20	17	16	19
ARHGAP42	77	76	27	24	167	118	85	137
ARHGAP44	92	80	40	20	171	155	115	147
ARHGAP45	41	45	20	13	73	50	51	63
ARHGAP5	527	567	262	175	4094	3653	2727	3464
ARHGDIA	3625	4352	2156	1263	1176	1098	482	703
ARHGDIG	51	65	30	22	86	92	55	64
ARHGEF1	660	813	398	271	447	383	316	420
ARHGEF10	251	326	133	93	539	483	306	416
ARHGEF10L	55	82	26	17	91	63	66	62
ARHGEF11	329	380	135	97	1167	975	701	895
ARHGEF12	831	911	354	229	4432	3725	3071	3870
ARHGEF16	118	162	81	38	61	41	43	56
ARHGEF17	152	148	100	44	117	104	62	80
ARHGEF18	27	34	16	13	16	18	11	16
ARHGEF19	13	13	11	8	22	29	15	24
ARHGEF2	964	1219	550	369	502	475	295	420
ARHGEF25	33	61	21	27	338	311	238	312
ARHGEF26	369	478	231	153	732	659	409	642
ARHGEF28	137	124	72	42	60	41	62	71
ARHGEF3	212	230	122	80	211	157	118	181
ARHGEF39	271	372	179	92	251	218	150	194
ARHGEF4	66	52	47	20	303	249	197	270
ARHGEF40	146	175	74	39	132	137	95	107
ARHGEF6	256	251	62	46	206	199	165	213
ARHGEF7	575	704	345	215	587	549	346	447
ARHGEF9	31	24	18	12	301	242	197	258
ARID1A	1816	2526	1126	700	1418	1096	476	662
ARID1B	699	789	361	235	1589	1367	808	1185
ARID2	1251	1487	680	417	1828	1581	1192	1602
ARID3A	150	194	51	51	93	80	52	63
ARID3B	103	120	58	20	136	97	66	101
ARID4A	229	261	143	96	577	551	340	449
ARID4B	799	967	469	334	2638	2454	1842	2333
ARID5A	87	105	50	19	72	85	59	78
ARID5B	645	794	414	255	348	258	209	279
ARIH1	914	1190	513	307	1554	1478	834	1140
ARIH2	642	644	299	194	2425	2218	1886	2292
ARIH2OS	118	149	128	55	29	33	32	59
ARL1	1276	1343	683	440	621	578	510	721
ARL10	119	151	58	48	247	286	111	170
ARL13B	268	282	140	80	541	492	355	495
ARL14EP	336	376	228	139	458	407	343	411
ARL15	232	197	119	76	193	161	115	146
ARL16	268	397	217	144	307	246	223	335
ARL2	391	419	139	58	163	146	174	220
ARL2BP	508	564	256	177	531	455	454	553
ARL3	904	1049	438	336	211	183	154	222
ARL4A	32	28	18	17	109	80	81	78
ARL4C	118	153	56	38	71	70	41	72
ARL4D	102	110	46	34	67	50	26	39
ARL5A	23	41	20	11	515	462	341	415
ARL5B	571	691	304	222	405	361	254	346
ARL6	159	210	73	63	234	236	196	246
ARL6IP1	298	428	164	125	266	268	268	346
ARL6IP4	1027	1443	563	463	1813	1765	1247	1493
ARL6IP5	845	787	406	238	954	924	642	882
ARL6IP6	283	298	129	75	355	251	238	319
ARL8A	394	476	225	121	205	211	127	204
ARL8B	488	654	271	175	558	469	408	448
ARMC1	585	630	333	186	666	649	543	677
ARMC10	79	102	45	35	311	260	191	233
ARMC2	60	66	31	19	64	57	46	69
ARMC4	245	240	117	69	236	223	146	182
ARMC5	160	254	165	88	219	244	170	183
ARMC6	971	1243	680	331	1199	986	934	992
ARMC7	181	252	118	82	46	35	35	39
ARMC8	419	458	254	176	981	954	743	1000
ARMC9	480	592	249	150	542	506	349	423
ARMCX2	507	512	258	183	37	24	23	46
ARMCX3	313	397	205	125	370	381	244	366
ARMCX4	21	40	38	19	138	99	34	54
ARMCX5	212	196	112	73	645	570	496	588
ARMCX6	17	44	20	10	61	75	43	40
ARMH3	743	787	384	274	580	522	337	481
ARMH4	148	151	78	35	132	92	105	94
ARMT1	1770	1879	886	583	1310	1149	886	1248
ARNT	596	737	314	222	711	665	569	636
ARNT2	82	117	33	26	347	286	194	259
ARNTL	65	70	33	26	116	108	82	98
ARNTL2	97	104	28	17	847	721	620	723
ARPC1A	173	209	75	41	188	164	169	238
ARPC1B	104	126	38	31	62	56	43	67
ARPC2	4340	4981	1859	1310	2151	1846	1743	2146
ARPC3	2575	2901	1572	1012	1467	1472	993	1335
ARPC4-TTLL3	110	135	43	29	79	73	48	68
ARPC5	856	1187	507	377	790	869	549	800
ARPC5L	536	676	280	154	233	254	137	192
ARPIN-AP3S2	14	11	9	3	30	41	23	32
ARPP19	883	1021	488	369	582	554	406	480
ARRB1	145	142	55	50	137	119	95	110
ARRB2	828	988	435	243	430	368	299	448
ARRDC1	380	452	204	97	275	213	269	271
ARRDC2	84	80	35	16	43	35	50	26
ARRDC3	78	87	41	28	145	127	105	130
ARRDC4	308	330	150	80	215	214	141	176
ARSA	172	201	97	46	104	83	78	87
ARSB	127	182	79	33	246	218	176	238
ARSG	43	39	18	14	91	51	53	60
ARSK	223	236	130	65	205	166	126	170
ART5	27	37	8	9	39	37	22	42
ARV1	624	737	351	206	688	612	494	594
ARVCF	79	111	45	24	186	157	110	141
AS3MT	234	240	83	76	259	272	179	239
ASAH1	947	1052	442	280	461	473	306	443
ASAP1	517	585	241	146	753	641	371	438
ASAP2	310	402	141	90	392	333	216	294
ASAP3	144	157	67	33	208	187	143	161
ASB1	151	210	80	37	192	222	145	159
ASB13	145	194	77	40	247	221	158	206
ASB14	0	0	0	0	77	69	37	41
ASB16	23	19	9	13	36	30	28	45
ASB6	939	1141	598	333	519	438	400	487
ASB7	93	127	50	26	267	250	197	247
ASB8	443	524	279	204	295	281	177	235
ASCC1	943	1106	521	300	511	453	356	435
ASCC2	1058	1352	493	323	1015	913	769	894
ASCC3	2437	2837	1400	878	5997	5439	4424	5350
ASDURF	98	69	48	27	240	221	131	173
ASF1A	802	1003	429	285	639	618	485	678
ASF1B	1090	1526	614	421	686	577	546	688
ASH1L	1065	1256	660	454	5176	4578	2710	3611
ASH2L	890	1018	523	331	527	501	373	408
ASIC1	176	179	66	47	155	135	65	86
ASIC3	10	0	3	2	22	30	18	19
ASL	104	123	52	33	181	132	119	153
ASMTL	251	251	112	70	257	241	168	222
ASNA1	1305	1539	694	436	870	786	791	956
ASNS	2755	2606	1257	840	2780	2580	2289	2698
ASNSD1	374	410	172	125	2237	2137	1783	2009
ASPH	1106	1231	585	310	1807	1644	1208	1522
ASPHD2	52	59	11	11	72	51	44	55
ASPM	2598	2722	1625	1161	13313	12225	8701	12703
ASPN	1	0	0	0	114	88	27	66
ASPRV1	0	0	0	0	21	24	12	18
ASPSCR1	235	349	162	87	397	353	290	344
ASRGL1	360	482	192	126	373	346	262	310
ASS1	467	482	237	127	397	358	330	396
ASTE1	203	267	110	70	410	307	289	352
ASTN2	22	22	6	4	54	56	39	42
ASXL1	672	891	477	262	2627	2220	1471	1973
ASXL2	329	385	248	168	1104	935	575	749
ASXL3	79	64	48	32	85	83	45	61
ATAD1	1122	1459	790	363	991	909	671	852
ATAD2	2842	2962	1659	1080	3575	3486	2627	3272
ATAD2B	281	327	123	94	1283	1087	860	1062
ATAD3A	795	1071	353	234	882	792	649	822
ATAD3B	526	707	273	143	885	885	643	794
ATAD5	721	701	393	277	2481	2358	1309	1823
ATAT1	210	254	116	79	96	86	70	74
ATE1	524	600	276	202	851	767	519	698
ATF1	422	578	243	151	379	380	360	409
ATF2	296	321	105	88	841	777	627	777
ATF3	146	174	97	58	55	62	69	81
ATF4	314	318	1056	662	7363	7197	6527	7640
ATF5	24	33	90	45	48	37	29	41
ATF6	1370	1499	704	464	1247	1144	1015	1240
ATF6B	973	1241	515	307	426	348	335	400
ATF7IP	2451	2879	1629	1008	1358	1270	709	950
ATF7IP2	24	26	12	9	121	104	81	90
ATG10	42	49	26	15	79	59	42	74
ATG101	306	374	148	94	303	337	225	272
ATG12	246	373	193	131	136	108	114	142
ATG13	402	460	235	155	587	498	427	540
ATG14	87	110	51	46	303	325	240	305
ATG16L1	474	587	240	171	945	819	653	844
ATG16L2	21	17	14	13	117	93	83	90
ATG2A	386	554	282	172	762	701	401	572
ATG2B	1152	1219	583	418	1942	1699	1226	1627
ATG3	741	785	372	240	1441	1377	1217	1481
ATG4A	188	201	141	90	356	295	232	389
ATG4B	1017	1310	712	476	717	648	532	715
ATG4C	373	358	172	92	761	780	593	828
ATG4D	207	264	97	46	358	306	302	306
ATG5	601	622	308	193	690	627	495	621
ATG7	597	642	324	178	1001	924	701	842
ATG9A	1133	1225	567	318	570	463	448	563
ATIC	6833	7893	3319	2152	2187	2045	910	1414
ATL1	160	180	89	61	102	94	54	94
ATL2	1074	1296	599	443	1838	1829	1229	1642
ATL3	114	130	75	35	547	461	390	465
ATM	1030	1005	553	350	4687	4275	2982	3798
ATMIN	81	87	33	31	1114	955	867	1048
ATN1	831	1041	345	213	406	315	120	121
ATOX1	1212	1288	757	448	186	202	187	231
ATP10D	80	87	60	24	254	247	212	257
ATP11A	268	322	137	84	490	449	224	290
ATP11B	587	640	239	153	1114	1078	835	1074
ATP11C	1174	1295	584	345	2275	2070	1651	2109
ATP13A1	809	1368	537	272	1049	899	607	835
ATP13A2	666	752	332	208	855	741	563	749
ATP13A3	1219	1424	450	277	2586	2416	1852	2413
ATP1A1	13356	17136	5593	3291	11332	10489	7365	11120
ATP1B1	912	965	446	271	360	354	216	335
ATP1B3	1846	2164	824	541	1402	1298	1050	1322
ATP23	169	155	89	48	106	92	93	98
ATP2A1	27	30	9	4	92	59	40	57
ATP2A2	7611	9718	3732	2162	5663	5181	2621	3390
ATP2A3	138	125	55	43	18	33	12	15
ATP2B1	1806	2327	954	548	2565	2490	1881	2361
ATP2B4	156	198	81	50	1023	924	491	657
ATP2C1	1081	1363	451	262	1942	1898	1219	1544
ATP5F1A	9792	12539	5126	3166	11573	10642	9440	11363
ATP5F1B	24599	30098	13313	7976	16570	14734	14162	16977
ATP5F1C	5808	6445	2823	1879	3057	2790	2523	3131
ATP5F1D	916	1338	483	286	237	191	149	198
ATP5F1E	1514	1620	580	512	930	735	716	1039
ATP5IF1	2168	2758	1210	779	1583	1595	1047	1381
ATP5MC1	1364	1665	913	567	995	780	831	1050
ATP5MC2	3833	5194	1970	1302	1606	1265	1321	1577
ATP5MC3	5489	6555	3044	1823	4384	3927	3655	4583
ATP5MD	928	1206	573	398	646	722	557	718
ATP5ME	2091	2378	1049	646	1827	1973	1196	1534
ATP5MF	2122	2398	1636	716	744	493	856	1132
ATP5MF-PTCD1	34	38	31	22	35	24	20	27
ATP5MG	382	518	171	101	790	771	677	839
ATP5MPL	2192	2721	1531	1110	744	749	468	713
ATP5PB	2983	3320	1292	963	3597	3212	2750	3495
ATP5PD	1218	1695	688	460	1947	1884	1457	1842
ATP5PF	2489	2719	1560	1020	869	679	743	1022
ATP5PO	1755	1965	670	443	1999	1795	1877	2497
ATP6AP1	2907	3452	1390	752	1135	1030	954	1222
ATP6AP2	2303	2452	1017	642	966	781	916	1155
ATP6V0A1	1062	1342	560	370	1455	1245	793	1033
ATP6V0A2	812	935	428	258	1140	1014	874	988
ATP6V0B	1953	2757	1113	667	1101	795	1032	1231
ATP6V0C	1346	1820	667	364	163	137	85	103
ATP6V0D1	1472	1919	758	502	978	869	836	1018
ATP6V0E1	372	527	268	160	324	267	239	279
ATP6V0E2	480	629	342	181	295	281	210	265
ATP6V1A	2486	3254	1441	943	3468	3198	2808	3468
ATP6V1B1	59	55	29	14	31	31	30	29
ATP6V1B2	1592	1897	770	528	1018	947	752	926
ATP6V1C1	901	1007	386	270	1195	1075	857	1080
ATP6V1C2	33	32	5	6	27	34	15	27
ATP6V1D	1079	1220	566	309	922	925	646	758
ATP6V1E1	1967	2258	1139	611	1094	975	862	1039
ATP6V1E2	14	5	1	2	23	27	24	22
ATP6V1F	1555	1737	736	437	676	609	512	718
ATP6V1G1	1379	1541	655	424	974	951	665	846
ATP6V1H	1282	1439	660	435	1130	1079	802	1058
ATP7A	482	491	526	239	563	536	361	459
ATP7B	438	641	264	181	779	685	460	634
ATP8A1	257	251	107	59	568	522	366	528
ATP8A2	27	31	14	7	42	25	17	25
ATP8B1	26	33	5	3	164	117	50	77
ATP8B2	153	163	68	27	2169	1812	1535	2055
ATP9A	487	540	197	147	619	547	430	539
ATP9B	219	226	109	62	423	393	264	321
ATPAF1	1633	1895	696	426	1197	1211	786	1011
ATPAF2	129	182	73	43	439	355	319	382
ATPSCKMT	219	277	137	83	268	219	147	221
ATR	1139	1250	674	476	3691	3327	2775	3566
ATRAID	538	693	372	193	759	677	705	788
ATRIP	275	345	135	103	829	703	618	731
ATRN	747	895	425	236	1174	1006	674	848
ATRNL1	106	119	54	29	444	443	337	414
ATRX	1182	1434	638	448	5123	4912	2881	4006
ATXN1	97	113	86	42	184	139	126	178
ATXN10	3720	4501	1932	1142	3020	2591	1703	2243
ATXN1L	69	100	38	16	323	313	253	325
ATXN2	2227	2571	1145	777	970	787	439	584
ATXN2L	2193	2915	1140	771	1496	1084	523	683
ATXN3	516	527	238	169	291	270	216	250
ATXN7	10	3	1	2	41	43	30	44
ATXN7L1	87	104	81	44	158	109	94	118
ATXN7L2	68	111	54	42	192	157	162	177
ATXN7L3	102	107	72	25	502	436	332	448
ATXN7L3B	489	691	298	192	332	269	228	306
AUH	196	240	102	76	273	267	174	220
AUNIP	491	522	214	135	565	438	495	620
AUP1	671	782	324	181	1658	1417	1549	1810
AURKA	1784	2097	1108	725	1445	1276	1217	1525
AURKAIP1	2754	3807	1693	1027	1393	1465	936	1167
AURKB	1541	2058	1028	566	1508	1458	1232	1573
AUTS2	361	418	183	87	398	326	149	190
AVEN	134	164	53	23	292	290	193	259
AVIL	2	1	2	1	98	75	43	79
AVL9	294	360	146	87	823	735	502	690
AVPI1	163	166	99	44	40	32	34	34
AXIN1	306	446	128	74	796	808	508	607
AXIN2	106	149	63	34	150	143	87	106
AZI2	141	130	94	70	1020	928	749	977
AZIN1	763	845	618	389	2608	2370	1984	2556
AZIN2	13	16	13	7	67	68	53	54
B2M	4640	5276	2318	1491	1209	1169	976	1160
B3GALNT2	180	219	116	54	1234	1169	829	1087
B3GALT1	8	9	9	2	40	27	33	54
B3GALT2	1	1	0	0	121	128	47	74
B3GALT4	137	154	137	304	26	15	15	13
B3GALT6	266	375	133	69	105	97	60	91
B3GAT2	64	74	46	25	78	73	60	80
B3GAT3	235	326	140	76	303	293	208	283
B3GLCT	294	263	138	76	415	335	292	384
B3GNT10	93	110	62	48	194	177	141	161
B3GNT2	124	130	69	42	230	203	201	244
B3GNT4	17	10	9	0	32	26	29	26
B3GNT5	159	144	70	44	114	119	109	132
B3GNTL1	50	49	20	18	54	31	19	29
B4GALNT1	20	29	11	7	58	53	44	45
B4GALNT3	216	265	94	45	422	307	319	376
B4GALNT4	33	49	11	6	208	195	127	152
B4GALT1	340	435	178	95	158	135	91	90
B4GALT2	110	127	52	27	519	438	476	551
B4GALT3	169	199	141	58	677	619	580	753
B4GALT4	174	170	83	45	274	253	194	242
B4GALT5	470	616	243	147	471	399	286	386
B4GALT6	70	103	34	23	124	100	66	92
B4GALT7	123	159	43	37	215	180	186	221
B4GAT1	1045	1504	607	311	659	604	558	595
B9D1	280	322	194	96	458	384	357	430
B9D2	32	47	26	22	24	27	26	26
BABAM1	708	891	454	248	990	842	815	1026
BABAM2	438	502	202	152	689	631	473	627
BACE1	112	152	56	27	256	197	184	233
BACE2	318	352	158	107	215	226	152	223
BACH1	488	549	263	171	1487	1341	1057	1246
BACH2	108	124	41	46	83	53	44	58
BAD	342	489	270	172	261	221	224	248
BAG1	219	317	159	73	883	944	574	706
BAG2	945	1404	579	348	450	468	302	353
BAG3	1146	1532	704	424	266	222	170	219
BAG4	470	519	269	149	479	411	375	517
BAG5	670	788	304	213	912	926	583	781
BAG6	5860	8217	3619	2115	2964	2368	1559	2138
BAHCC1	192	212	129	74	494	345	164	208
BAHD1	679	924	374	245	255	221	141	158
BAIAP2	226	311	161	86	239	191	168	253
BAIAP2L1	853	943	381	262	555	505	376	520
BAIAP3	11	18	10	7	57	56	48	57
BAK1	155	212	110	67	141	133	117	160
BAMBI	321	362	212	119	146	119	133	183
BANF1	630	893	257	176	248	293	198	277
BANP	176	242	90	58	256	255	213	252
BAP1	385	497	202	102	2394	2223	1746	2193
BARD1	690	800	416	253	1195	1077	921	1197
BARX1	0	2	0	0	27	28	30	20
BATF3	38	66	29	11	40	42	23	22
BAX	729	988	388	240	527	570	435	550
BAZ1A	2264	2496	1249	824	5244	4913	3625	4571
BAZ1B	2695	3423	1495	966	6236	5888	3797	4792
BAZ2A	1901	2170	977	549	1965	1487	801	1047
BAZ2B	244	247	147	109	920	807	623	766
BBC3	45	64	40	15	40	34	20	29
BBIP1	159	237	135	112	143	150	116	152
BBOF1	6	13	5	1	78	53	49	70
BBOX1	0	0	0	0	22	30	19	16
BBS10	548	559	323	251	382	295	327	378
BBS12	67	88	44	27	157	117	98	129
BBS2	615	749	323	218	853	814	592	703
BBS4	341	379	186	120	493	402	372	475
BBS5	24	29	20	10	28	20	14	13
BBS7	805	890	408	243	1020	948	780	1042
BBS9	121	115	49	32	420	408	282	365
BBX	903	1066	445	305	2190	1948	1594	1994
BCAM	149	175	65	36	51	40	22	22
BCAP29	615	790	300	179	718	694	546	655
BCAP31	3965	4885	2644	1249	2668	2604	2028	2495
BCAR1	390	558	249	125	444	333	277	327
BCAR3	68	84	40	30	104	88	75	94
BCAS2	1238	1517	693	454	1366	1380	946	1365
BCAS3	562	638	330	225	806	660	604	701
BCAS4	181	202	112	75	51	45	43	48
BCAT1	1795	1817	834	546	885	845	667	862
BCAT2	782	1013	452	268	558	499	405	489
BCCIP	2891	3473	1351	907	2379	2557	1772	2234
BCDIN3D	175	228	84	80	134	124	97	141
BCHE	255	233	136	87	78	89	78	84
BCKDHA	58	78	45	24	31	42	26	46
BCKDHB	465	518	196	115	434	373	286	388
BCKDK	901	987	339	202	657	494	442	593
BCL10	502	661	302	218	235	246	199	206
BCL11A	280	400	132	102	208	180	87	114
BCL2L1	64	96	42	28	155	139	80	98
BCL2L11	71	96	84	49	159	124	92	131
BCL2L12	343	458	188	122	329	367	282	358
BCL2L13	464	582	246	138	971	828	615	891
BCL2L2	11	10	2	4	59	30	33	39
BCL6	69	120	79	35	36	35	23	28
BCL6B	11	3	8	2	139	101	111	132
BCL7A	379	546	189	113	210	233	165	212
BCL7B	209	252	117	71	231	188	161	227
BCL7C	292	377	143	84	669	652	446	592
BCL9	237	247	143	94	453	355	188	263
BCL9L	47	73	40	21	48	32	10	17
BCLAF1	1250	1524	826	603	3956	3668	3164	3902
BCLAF3	66	93	34	39	213	182	100	177
BCO2	4	6	3	4	28	34	23	17
BCOR	3464	3999	1938	1158	5440	4474	2569	3507
BCORL1	698	950	448	267	498	342	157	205
BCR	460	618	223	108	1804	1674	1165	1354
BCS1L	847	1045	532	316	1053	932	813	928
BDH1	0	1	0	0	111	100	72	98
BDH2	220	218	131	84	210	235	191	232
BDP1	596	715	395	315	5527	5342	3421	4546
BECN1	379	432	151	79	1210	1164	851	1138
BEND3	187	266	145	85	309	264	183	186
BEND4	165	199	98	67	157	138	101	136
BEND6	6	2	0	0	16	14	21	22
BEND7	107	121	53	20	211	171	110	130
BET1	399	443	283	163	243	249	157	220
BET1L	130	136	51	50	92	108	42	76
BEX1	688	1023	517	303	78	74	45	58
BEX2	426	635	311	189	848	804	642	778
BEX3	1409	2431	1021	548	3721	3836	2327	2989
BEX4	490	679	259	142	552	631	504	678
BEX5	12	11	7	2	45	44	33	20
BFAR	466	585	242	150	656	577	557	655
BFSP1	69	66	49	18	109	106	105	131
BHLHE40	324	374	203	150	78	83	52	78
BICC1	294	284	137	97	231	195	208	273
BICD1	204	231	81	58	206	166	81	104
BICD2	556	745	261	172	1023	944	657	856
BICDL1	19	23	10	7	46	39	24	42
BICRA	110	167	65	44	97	61	30	30
BICRAL	70	63	26	14	165	153	90	108
BID	861	1084	542	320	357	309	265	317
BIN1	35	53	14	18	181	173	118	167
BIN3	190	250	122	88	165	165	116	179
BIRC2	291	337	121	91	827	794	613	761
BIRC5	1297	1599	720	555	1648	1666	984	1274
BIRC6	3222	3642	2101	1408	12104	10720	8709	10849
BIVM	12	11	12	9	69	80	49	49
BLCAP	229	271	104	64	100	77	59	72
BLM	694	827	391	267	3590	3181	2474	3183
BLMH	1615	2159	767	536	936	979	642	814
BLOC1S1	180	179	80	42	173	161	157	184
BLOC1S2	376	426	221	120	294	254	187	260
BLOC1S4	272	317	156	83	147	125	85	104
BLOC1S5	110	129	44	20	85	87	57	89
BLOC1S6	213	226	120	72	267	260	193	209
BLVRA	1413	1576	648	399	542	554	336	510
BLVRB	1078	1246	560	357	232	215	202	209
BLZF1	538	652	326	250	665	651	472	588
BMP1	146	150	72	36	132	88	83	136
BMP2	162	220	109	53	25	30	16	24
BMP2K	291	328	131	80	652	527	483	701
BMP4	74	72	48	21	58	64	35	47
BMP6	80	98	25	17	89	71	47	56
BMP7	422	509	187	117	393	333	312	395
BMP8B	17	29	15	6	33	26	18	18
BMPER	6	7	5	2	42	44	24	19
BMPR1A	104	115	38	25	195	167	146	207
BMPR1B	110	98	36	28	114	93	58	93
BMPR2	530	560	246	170	700	627	418	594
BMS1	1742	2215	1062	701	4584	4567	3015	3987
BMT2	242	241	96	67	192	174	138	183
BNC1	4	4	3	2	39	32	26	28
BNC2	78	107	57	31	82	79	68	72
BNIP1	335	359	161	103	268	224	216	238
BNIP2	845	1055	464	326	938	886	632	798
BNIP3	181	234	108	60	290	288	194	222
BNIP3L	685	814	295	211	228	246	201	183
BOC	35	51	24	13	137	127	97	110
BOD1	240	315	96	56	623	525	462	597
BOD1L1	1272	1514	789	526	3571	3347	2131	3021
BOLA1	64	70	20	17	92	88	71	73
BOLA3	330	595	245	165	484	447	362	448
BOP1	1709	2458	991	569	2249	2196	1879	2131
BORA	333	342	157	111	549	465	414	565
BORCS5	164	172	78	48	78	42	30	44
BORCS6	86	91	33	22	104	75	47	67
BORCS8	15	24	14	8	29	27	30	26
BPGM	164	199	106	76	330	271	217	260
BPHL	287	361	171	82	286	250	181	240
BPNT1	912	1026	474	360	1024	1089	813	1003
BPTF	2019	2236	1137	813	7166	6501	3473	4739
BRAF	332	444	154	94	361	351	266	334
BRAP	653	855	395	248	652	615	486	573
BRAT1	748	1019	454	290	879	754	579	721
BRCA1	1184	1262	642	410	3675	3222	2370	2955
BRCA2	1226	1232	615	489	4461	4113	2655	3794
BRCC3	483	553	242	149	671	694	448	620
BRD1	596	881	381	253	990	842	527	691
BRD2	5993	7183	3495	2204	7219	6304	5441	7440
BRD3	797	1052	359	231	429	404	238	321
BRD3OS	18	16	10	10	61	75	51	52
BRD4	1677	2068	924	485	1063	791	333	396
BRD7	157	166	61	48	1479	1445	1060	1298
BRD8	1176	1602	777	517	2198	2103	1536	2037
BRD9	384	401	252	153	963	881	564	711
BRF1	372	518	193	149	462	438	293	362
BRF2	338	488	285	170	244	201	163	207
BRI3	217	300	108	79	123	97	62	102
BRI3BP	559	810	255	168	227	210	153	199
BRICD5	2	1	4	0	116	95	69	85
BRINP3	1	0	5	0	43	46	25	47
BRIP1	1117	1260	613	405	2232	1943	1527	1825
BRIX1	2719	3166	1451	999	2461	2474	1943	2169
