"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"RPL9"	743.060525946299	0.833485761700009	0.192691140126518	4.32550121999773	1.52185426408915e-05	0.181055001798687
"CNN2"	437.740425831204	-0.777687822047798	0.209793287864425	-3.70692422986557	0.00020979167564702	0.311986445646574
"DAZAP2"	821.36471980667	-0.684410406304311	0.18025506015839	-3.79689982463138	0.000146516962779705	0.311986445646574
"EXOSC6"	296.776720250031	1.02462507972255	0.274043395421769	3.73891543033027	0.000184815882463315	0.311986445646574
"FAM53C"	385.900073668329	-0.775848319680783	0.208442582596489	-3.72212006786876	0.000197557036158336	0.311986445646574
"HIST3H2BB"	1214.57397057776	-0.821790591631487	0.211359632579317	-3.88811515994234	0.000101025694392921	0.311986445646574
"HSPA1B"	749.210856134161	-1.00163231767441	0.255124649477332	-3.92605073530306	8.63519491381781e-05	0.311986445646574
"TIMM8B"	481.150530722555	0.785801291218247	0.208905606976753	3.76151364527852	0.000168888205836037	0.311986445646574
"FXYD5"	1099.32453877353	-0.751350591111969	0.216714946176176	-3.46699941268086	0.000526303039914536	0.521785605488603
"KCNQ2"	152.584953628697	-1.18991950131312	0.339894885729759	-3.50084555923327	0.000463784530070892	0.521785605488603
"RPS17"	2346.33071597747	0.761032122232289	0.218622536124331	3.48103235706446	0.000499485147394327	0.521785605488603
"RPS19"	13888.4393892219	0.520192926465721	0.149984057337107	3.46832147163831	0.000523720378054498	0.521785605488603
"ZEB1"	429.557384235503	-0.733491012105475	0.214869888350015	-3.41365194415071	0.000640984052817503	0.586599021259218
"HMGN3"	806.069468169985	0.60402297920062	0.179544473342914	3.36419700341869	0.000767667251204395	0.608862485838579
"RPL37A"	11367.6077512973	0.62889737491965	0.186779262319709	3.36706209837777	0.000759735785761893	0.608862485838579
"RPS6"	21298.3101332286	0.502637079892913	0.150789468043008	3.33336993900364	0.000858007760969231	0.637982395765684
"KRTCAP2"	966.083485152449	-0.765237556959727	0.239273270249541	-3.19817402153467	0.00138300794488482	0.967861501193805
"A1BG"	45.3417419295939	-0.370510462194676	0.537781811640826	-0.688960567603079	0.490848082594294	0.999910295923379
"A2M"	27.1817042134336	0.517014950777102	0.957221818202161	0.540120315840848	0.58911406099141	0.999910295923379
"AAAS"	1156.95424160806	-0.164324283474837	0.164247280631321	-1.00046882263877	0.317083678339639	0.999910295923379
"AACS"	409.462253424541	0.0604037552847591	0.216670091509056	0.278782156152985	0.78041200910475	0.999910295923379
"AADAT"	171.270807266007	0.154875160633487	0.29059415417284	0.532960344898645	0.594061031079631	0.999910295923379
"AAGAB"	1015.86098679296	0.135351668465266	0.166576423722959	0.812549972199997	0.416476124436694	0.999910295923379
"AAK1"	298.04104514597	0.132924119665878	0.291793498402271	0.455541745767847	0.648719541770378	0.999910295923379
"AAMDC"	182.785263665748	0.0591706101291149	0.304757580552017	0.194156319334001	0.846053484101684	0.999910295923379
"AAMP"	2923.86787108192	0.0740248936382037	0.143487714819142	0.515897083813118	0.605926290949378	0.999910295923379
"AAR2"	478.405409454533	-0.0215457072300563	0.204771925743831	-0.105218072017401	0.916202770922976	0.999910295923379
"AARS"	3169.15643235118	-0.177093062884286	0.129035798619132	-1.37243357873889	0.169928502890074	0.999910295923379
"AARS2"	652.144731165157	-0.11847947295788	0.193490016797903	-0.612328609602789	0.540320364621735	0.999910295923379
"AASDH"	409.284127929943	-0.255217310538321	0.226200736598083	-1.12827798165749	0.259202539322279	0.999910295923379
"AASDHPPT"	1336.05861758967	0.172429075118413	0.151310061698341	1.1395744154951	0.25446364927383	0.999910295923379
"AASS"	689.422732629018	0.383481429636578	0.194961734255009	1.96695741911582	0.0491881199788155	0.999910295923379
"AATF"	1208.44752868738	0.185654855392852	0.156518582585003	1.18615216370252	0.235562213495491	0.999910295923379
"AATK"	27.1120586039366	-0.0976118903176321	0.646924300922315	-0.150886108588698	0.880065558763664	0.999910295923379
"ABAT"	47.2059375605311	-0.413879505699621	0.515406127545431	-0.803016269268431	0.421965331124395	0.999910295923379
"ABCA1"	28.79560435452	0.432185489833713	0.970743948553675	0.445210593872496	0.656167571575181	0.999910295923379
"ABCA10"	8.71114599589137	0.283267414628104	1.96897199398158	0.143865639274682	0.885606569258295	0.999910295923379
"ABCA12"	18.3181620251372	2.19797511730943	1.76667871174245	1.24412837642766	0.213452318838123	0.999910295923379
"ABCA2"	291.039276903254	0.0740880220969608	0.295273710987296	0.250913032010995	0.801881348573851	0.999910295923379
"ABCA3"	453.357304802318	0.00218996077523897	0.216369914117567	0.0101213737786531	0.991924450007661	0.999910295923379
"ABCA5"	312.902106771818	-0.195445123406564	0.228333136452058	-0.855964782175194	0.392017259830367	0.999910295923379
"ABCA7"	152.561258373801	-0.158140675325086	0.324963558473606	-0.486641259308867	0.626512579234786	0.999910295923379
"ABCB1"	494.709474488651	-0.249441959022944	0.215521300459761	-1.15738889144981	0.247113510498941	0.999910295923379
"ABCB10"	655.557403750071	-0.0323901963776325	0.201976843782715	-0.16036589032195	0.872592857416866	0.999910295923379
"ABCB4"	53.2738709407694	0.0467352256049929	0.537366409288363	0.086970872754932	0.930694664530801	0.999910295923379
"ABCB6"	232.928260238505	-0.0986871592449692	0.256930676988587	-0.384100335552196	0.700904082790555	0.999910295923379
"ABCB7"	1117.05581832229	0.00799860807117251	0.172794876758597	0.0462896135650305	0.96307941761114	0.999910295923379
"ABCB8"	301.959928947577	-0.120097587643059	0.235485535011274	-0.509999850467711	0.610051566554936	0.999910295923379
"ABCB9"	101.90037190388	-0.23855563849371	0.349678129959392	-0.682214922967626	0.495103059871408	0.999910295923379
"ABCC1"	787.027079097639	0.0035546053275523	0.232372730393981	0.0152969985829472	0.987795236987925	0.999910295923379
"ABCC10"	325.136725376674	-0.134176072472003	0.250052863312252	-0.536590826014463	0.591550282443405	0.999910295923379
"ABCC2"	27.9996751463545	-0.756310809539001	1.01496847877202	-0.745156943646209	0.456176848276064	0.999910295923379
"ABCC4"	954.901030488978	0.175791455528185	0.165254555387385	1.06376163196288	0.287436696528261	0.999910295923379
"ABCC5"	562.196526316714	0.0940183266157413	0.202277469168896	0.464798808300486	0.642075541262461	0.999910295923379
"ABCC6"	14.1195388014195	-2.3583867034167	1.3756281383325	-1.71440714078113	0.0864539779951748	0.999910295923379
"ABCC8"	24.041955269096	-0.155843231219838	0.775555983196535	-0.200943883609168	0.840742453325609	0.999910295923379
"ABCD1"	42.9997441765998	-0.379160264806721	0.519221958882952	-0.730246974959307	0.465239233577038	0.999910295923379
"ABCD2"	21.2729815419282	-0.383235555689265	0.76160791647472	-0.503192715568347	0.614828785789683	0.999910295923379
"ABCD3"	2068.14568225095	0.169877028599607	0.145506962062085	1.16748385226491	0.243015025677443	0.999910295923379
"ABCD4"	299.686702065017	-0.200481088550346	0.242847817684895	-0.825542063591769	0.409063912064849	0.999910295923379
"ABCE1"	2426.21629883468	0.057709005206126	0.159938856232122	0.36081916906028	0.718234631952125	0.999910295923379
"ABCF1"	2252.95623647891	0.00967655941445442	0.138485709523926	0.0698740646072408	0.944293896106706	0.999910295923379
"ABCF2"	30.5311072261688	-0.582749073047326	0.626478195063265	-0.930198493163002	0.352268321939275	0.999910295923379
"ABCF3"	444.789563262723	0.0732884299879176	0.204294528122432	0.358739074714701	0.719790294037317	0.999910295923379
"ABCG1"	27.7504360086864	-0.165915323746422	0.665970444693582	-0.24913316359371	0.80325777719315	0.999910295923379
"ABCG2"	69.641973398231	-0.680057891669426	0.447422960337587	-1.51994410648106	0.128525023912126	0.999910295923379
"ABHD1"	21.5451648158952	0.695011330863173	1.18840986888904	0.584824603916232	0.558665658907864	0.999910295923379
"ABHD10"	696.319507310647	0.1084053118926	0.181614815659432	0.596896852820004	0.550576248621642	0.999910295923379
"ABHD11"	164.005684310528	0.179350921924766	0.306699817484532	0.584776748143357	0.558697840817683	0.999910295923379
"ABHD12"	251.591258829524	-0.304185667443297	0.238188760033322	-1.27707817699182	0.20157464853533	0.999910295923379
"ABHD12B"	18.0010987218208	0.736344112593405	2.15954375947081	0.340972073089106	0.733124605717672	0.999910295923379
"ABHD13"	101.733449851682	-0.15412315257005	0.347537605545615	-0.443471872139089	0.657424460031756	0.999910295923379
"ABHD14A"	45.7452819835158	0.33449746842027	0.550522536366846	0.60759995517672	0.54345283056271	0.999910295923379
"ABHD14B"	107.061608722558	-0.456142205274304	0.353177073427895	-1.29153968248007	0.196516604176102	0.999910295923379
"ABHD15"	32.8246405358182	0.644359726444557	0.58395281062718	1.10344485841672	0.269834025241849	0.999910295923379
"ABHD16A"	220.410292458166	-0.277939485131744	0.279091080716582	-0.995873764285549	0.319311484092223	0.999910295923379
"ABHD16B"	18.1866286722733	-1.08107753124052	1.30016845981069	-0.831490352717784	0.405696675936663	0.999910295923379
"ABHD17A"	13.2205775699304	-0.422916247096225	1.2494886617318	-0.338471456403663	0.735007933584263	0.999910295923379
"ABHD17B"	304.651423429939	0.182537568422206	0.229461445388035	0.795504308418884	0.426320205760271	0.999910295923379
"ABHD17C"	108.72076983575	0.141448362825762	0.341043676084146	0.414751460721595	0.678323856158684	0.999910295923379
"ABHD18"	222.021218942697	-0.225354954244105	0.253946548683687	-0.887410974522847	0.374857677076294	0.999910295923379
"ABHD2"	405.416623115298	-0.163096053863487	0.224118103089997	-0.727723693957886	0.466782743129055	0.999910295923379
"ABHD3"	284.844236953171	-0.26506047246551	0.245493455279783	-1.07970484249133	0.280273636830719	0.999910295923379
"ABHD4"	70.5754522781591	0.63279473031924	0.433537861969672	1.45960661300559	0.144398220741556	0.999910295923379
"ABHD5"	259.058862436764	-0.285253890364448	0.24953269130613	-1.14315238164323	0.252975329032868	0.999910295923379
