	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
KLHL42	385	337	389	259
KLHL5	517	452	428	290
KLHL7	668	610	543	406
KLHL8	815	777	650	528
KLHL9	1763	1709	1374	1037
KLRG1	31	32	24	27
KLRG2	119	83	67	48
KMT2A	3951	3187	2628	3366
KMT2B	870	674	460	668
KMT2C	4329	3586	3197	3666
KMT2D	3859	2782	1884	3476
KMT2E	1213	1102	955	990
KMT5A	215	208	253	188
KMT5B	633	629	576	520
KMT5C	120	102	102	80
KNL1	3820	3525	3654	2783
KNOP1	1082	1105	1135	794
KNSTRN	894	838	779	642
KNTC1	4159	3726	3677	2952
KPNA1	1516	1389	1239	1184
KPNA2	6472	5383	6952	4871
KPNA3	1148	888	1023	929
KPNA4	1333	1246	1321	1107
KPNA5	842	782	755	561
KPNA6	2273	1908	1948	1708
KPNB1	14304	12996	13002	10659
KPTN	168	139	112	111
KRAS	269	259	240	177
KRBA1	303	277	257	236
KRBA2	31	27	33	36
KRBOX4	128	118	104	94
KRCC1	129	107	142	104
KREMEN1	110	103	139	92
KREMEN2	18	23	18	18
KRI1	1276	1295	1117	890
KRIT1	134	100	98	95
KRR1	2028	1978	1856	1399
KRT10	62	60	62	58
KRT18	534	574	546	390
KRT32	31	24	21	22
