	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
GTF2B	1151	1414	551	750
GTF2E1	200	279	96	119
GTF2E2	875	910	354	476
GTF2F1	1752	2381	910	1193
GTF2F2	1076	1111	501	672
GTF2H1	351	328	134	161
GTF2H2	38	33	22	20
GTF2H2C	41	46	12	27
GTF2H3	961	1068	459	574
GTF2H4	388	411	165	219
GTF2H5	411	526	209	272
GTF2I	1232	1406	578	752
GTF2IRD1	228	269	102	164
GTF3A	413	529	225	301
GTF3C1	3740	4692	1842	2487
GTF3C2	896	1101	402	538
GTF3C3	1773	1927	880	1077
GTF3C4	1431	1591	556	859
GTF3C5	1662	1909	749	1062
GTF3C6	337	374	204	206
GTPBP1	889	1077	417	560
GTPBP10	604	712	281	373
GTPBP2	350	417	180	220
GTPBP3	899	1216	449	591
GTPBP4	3859	4350	1820	2496
GTPBP6	374	545	201	261
GTPBP8	365	416	202	244
GTSE1	1199	1671	655	841
GUCD1	292	392	155	176
GUCY1A1	130	164	63	100
GUCY1A2	82	96	41	63
GUCY1B1	564	588	251	280
GUF1	679	737	326	416
GUK1	527	643	240	364
GULP1	199	176	89	127
GUSB	448	567	212	287
GVQW3	14	26	7	5
GXYLT1	467	599	224	317
GXYLT2	34	67	27	39
GYG1	728	819	365	478
GYG2	1	0	0	0
GYPC	0	0	0	0
GYS1	1049	1348	531	653
GZF1	196	229	68	128
H1F0	511	523	200	286
H1FX	2364	3318	1247	1678
H2AFJ	138	154	48	83
H2AFV	1039	1174	480	674
H2AFX	3354	3919	1534	2099
H2AFY	5294	6615	2616	3568
H2AFY2	796	927	367	511
H2AFZ	2904	3472	1477	1897
H3F3A	4	9	2	1
H3F3B	1415	2021	782	1095
H6PD	162	223	75	106
HABP4	193	218	76	133
HACD1	192	244	108	131
HACD2	543	670	301	311
HACD3	4503	4957	2148	2655
HACE1	224	218	120	151
HACL1	1223	1361	593	697
HADH	1009	1263	490	717
HADHA	1772	2156	886	1127
HADHB	2052	2256	919	1118
HAGH	616	856	317	475
HAPLN3	83	112	38	54
HARBI1	42	73	26	19
HARS	2137	2820	1022	1480
HARS2	549	679	254	340
HAS3	32	40	18	29
HASPIN	585	696	246	349
HAT1	3653	4056	1772	2089
HAUS1	689	798	334	428
HAUS2	453	395	196	236
HAUS3	586	568	300	321
HAUS4	162	187	79	98
HAUS5	1282	1701	615	858
HAUS6	385	388	162	208
HAUS7	738	974	370	495
HAUS8	320	446	152	235
HAX1	790	1087	352	434
HBP1	406	392	152	205
HBS1L	1737	1859	786	940
HCCS	238	267	116	162
HCFC1	3377	4547	1776	2452
HCFC1R1	195	240	77	89
HCFC2	172	207	74	97
HCLS1	60	154	35	60
HCN2	183	161	50	48
HCN3	25	25	17	16
HDAC1	4474	5390	2179	2901
HDAC10	47	80	18	24
HDAC11	82	107	33	72
HDAC2	6551	7660	3217	4017
HDAC3	993	1143	500	659
HDAC4	164	212	83	112
HDAC5	173	168	63	73
HDAC6	359	418	164	216
HDAC7	242	335	103	149
HDAC8	11	10	2	6
HDDC2	1848	1984	861	1116
HDDC3	114	119	47	62
HDGF	2692	3458	1272	1682
HDGFL2	1556	2175	781	1091
HDGFL3	232	252	87	137
HDHD2	423	432	199	244
HDHD3	71	113	46	64
HDHD5	750	926	313	466
HDLBP	7525	8756	3424	4849
HDX	0	0	0	1
HEATR1	3707	4194	1850	2278
HEATR3	617	758	312	388
HEATR5A	568	659	287	373
HEATR5B	851	1025	435	530
HEATR6	721	824	328	440
HEBP1	500	615	223	318
HEBP2	960	1002	431	552
HECA	265	302	123	164
HECTD1	2280	2759	1256	1382
HECTD2	158	193	77	99
HECTD3	591	666	273	357
HECTD4	1188	1265	507	669
HECW2	82	99	38	65
HEG1	225	255	86	138
HELB	395	445	214	218
HELLS	4571	5276	2222	2753
HELQ	128	160	63	91
HELZ	1645	1780	671	947
HELZ2	97	150	56	82
HEMK1	71	94	40	47
HERC1	1150	1318	538	651
HERC2	1016	1228	485	625
HERC4	723	722	287	348
HERC5	939	1094	447	608
HERC6	241	271	126	155
HERPUD1	439	517	192	224
HERPUD2	238	216	109	119
HES1	973	1428	565	676
HES4	382	507	181	250
HES6	118	156	61	98
HEXA	472	461	207	235
HEXB	1010	1110	438	572
HEXD	51	71	20	48
HEXIM1	483	919	347	448
HEXIM2	51	80	25	26
HEY1	300	409	182	274
HEY2	189	274	102	141
HFM1	31	27	12	14
HGH1	226	376	120	169
HGS	1004	1325	579	714
HGSNAT	199	272	96	135
HHAT	52	57	28	55
HHEX	128	210	79	92
HHIP	57	59	21	40
HHLA3	131	147	56	70
HIBADH	715	855	322	394
HIBCH	730	766	299	409
HIC2	163	251	107	122
HID1	227	280	99	152
HIF1A	4175	4610	2063	2673
HIF1AN	721	932	345	471
HIGD1A	27	24	10	13
HIGD2A	568	730	267	400
HIKESHI	225	257	92	151
HILPDA	112	103	24	41
HINFP	133	173	43	92
HINT1	3825	4552	1829	2354
HINT2	223	291	132	168
HINT3	332	387	166	199
HIP1	389	426	176	204
HIP1R	484	570	214	266
HIPK1	907	1105	435	627
HIPK2	267	357	129	150
HIPK3	409	445	199	215
HIRA	463	560	225	266
HIRIP3	412	621	204	266
HIST1H1C	25056	33709	12988	16376
HIST1H1D	4230	5380	2167	2695
HIST1H1E	24691	32323	12435	15708
HIST1H2AB	3451	4311	1563	2128
HIST1H2AC	4322	6214	2397	3028
HIST1H2AE	1744	2119	779	1043
HIST1H2AG	6753	8463	3195	4276
HIST1H2AH	6049	8040	2913	3880
HIST1H2AI	1453	1990	703	1020
HIST1H2AK	525	710	258	332
HIST1H2AL	68	52	25	31
HIST1H2AM	1733	2178	818	1157
HIST1H2BC	4966	6176	2291	3127
HIST1H2BD	3596	4088	1557	2072
HIST1H2BF	1098	1458	520	728
HIST1H2BJ	6943	8592	3312	4239
HIST1H2BK	1458	1822	663	905
HIST1H2BL	994	1624	516	764
HIST1H2BN	493	696	242	352
HIST1H2BO	1425	1659	698	894
HIST1H3A	1945	2533	946	1287
HIST1H3B	18917	23215	8573	11673
HIST1H3E	102	101	56	61
HIST1H3F	1059	1232	446	678
HIST1H3H	4993	5854	2227	3158
HIST1H3J	37	28	6	13
HIST1H4A	2480	3231	1177	1631
HIST1H4B	7271	9836	3572	4731
HIST1H4C	13184	16053	6425	8583
HIST1H4D	5884	7366	2971	3860
HIST1H4E	5631	7355	2698	3906
HIST1H4H	7788	11242	3975	5291
HIST1H4J	0	1	0	0
HIST2H2AB	1884	2730	1038	1305
HIST2H2AC	2760	3426	1321	1770
HIST2H2BE	2392	2251	964	1189
HIST2H2BF	235	496	166	195
HIST2H3D	917	1011	409	525
HIST3H2A	2019	2679	1043	1401
HIST3H2BB	595	692	267	377
HIST4H4	1650	1999	760	1072
HIVEP1	414	504	225	275
HIVEP2	260	268	113	154
HJURP	1220	1445	538	725
HK1	3351	4077	1592	2228
HK2	583	827	297	419
HLA-A	1780	2555	881	1309
HLA-B	891	1266	478	702
HLA-C	2665	3441	1237	1823
HLA-DPA1	251	383	147	197
HLA-DQB1	203	219	86	121
HLA-E	430	592	254	351
HLA-F	174	203	88	147
HLCS	562	689	310	375
HLTF	3209	3348	1435	1756
HLX	87	133	52	69
HM13	2113	2716	1000	1405
HMBOX1	182	173	71	99
HMBS	579	654	270	395
HMCES	1629	1908	726	993
HMCN1	97	105	47	48
HMG20A	415	512	228	254
HMG20B	207	317	122	148
HMGA1	873	1221	448	596
HMGA2	616	713	323	402
HMGB1	1041	981	567	695
HMGB2	3460	5163	1894	2637
HMGB3	434	591	245	343
HMGCL	306	309	116	151
HMGCR	2000	2433	1097	1339
HMGCS1	2380	3043	1413	1574
HMGN1	948	1323	513	750
HMGN2	802	1355	548	681
HMGN3	872	1175	489	640
HMGN4	315	387	163	216
HMGN5	348	458	153	207
HMGXB3	706	887	311	413
HMGXB4	460	494	213	320
HMMR	1889	1974	908	1149
HMOX1	324	381	172	199
HMOX2	576	729	249	353
HNRNPA0	3582	4734	1801	2638
HNRNPA1	757	1216	636	832
HNRNPA2B1	30471	41068	15695	19810
HNRNPA3	15	29	17	13
HNRNPAB	6525	9129	3485	4786
HNRNPC	2354	2990	1210	1642
HNRNPD	6783	9554	3758	4993
HNRNPDL	5809	7233	3158	4068
HNRNPF	6714	9452	3573	5017
HNRNPH1	9373	12588	4969	6462
HNRNPH2	1828	2282	912	1085
HNRNPH3	3059	4283	1599	2099
HNRNPK	5761	7942	3172	4305
HNRNPL	5687	8042	2822	3903
HNRNPLL	925	1105	427	588
HNRNPM	10969	16132	5791	8007
HNRNPR	7526	9056	3718	4679
HNRNPU	22050	29715	11921	14888
HNRNPUL1	4762	5582	2201	2961
HNRNPUL2	264	293	133	170
HOMER1	321	297	118	165
HOMER2	79	89	36	54
HOMER3	62	49	19	41
HOMEZ	205	257	93	143
HOOK1	956	971	458	562
HOOK2	158	198	68	119
HOOK3	1065	1125	491	594
HOXA1	124	187	55	82
HOXA10	727	953	352	522
HOXA11	627	708	278	375
HOXA13	655	894	262	383
HOXA2	14	13	5	8
HOXA3	52	67	21	39
HOXA5	422	562	231	295
HOXA6	49	87	26	38
HOXA9	539	741	249	373
HOXB13	89	123	43	60
HOXB2	160	237	111	151
HOXB3	53	85	55	40
HOXB4	51	58	30	42
HOXB5	126	215	73	105
HOXB6	370	453	195	302
HOXB7	139	221	80	98
HOXB8	63	95	34	59
HOXB9	597	787	308	465
HOXC10	131	184	56	95
HOXC4	104	119	44	81
HOXC6	100	146	55	81
HOXC9	394	536	173	263
HOXD10	83	74	37	42
HOXD11	407	453	171	255
HOXD13	416	501	175	238
HOXD4	3	5	4	5
HOXD8	51	66	25	21
HOXD9	21	15	8	7
HP1BP3	2036	2442	1050	1294
HPCAL1	131	178	50	96
HPF1	401	442	200	275
HPGD	100	117	63	34
HPRT1	3785	4246	1780	2185
HPS1	150	190	63	98
HPS3	506	491	209	256
HPS4	194	192	70	124
HPS5	300	326	158	198
HPS6	482	682	236	314
HPSE	126	110	42	78
HRAS	263	381	132	203
HS1BP3	228	273	107	133
HS2ST1	149	162	78	98
HS3ST3A1	36	35	13	19
HS6ST1	16	30	6	13
HS6ST2	721	1049	399	534
HS6ST3	29	40	21	23
HSBP1	1077	1491	488	755
HSCB	337	443	169	206
HSD17B1	82	119	28	56
HSD17B10	2586	3132	1219	1628
HSD17B11	312	385	164	198
HSD17B12	1956	2179	907	1220
HSD17B4	3745	4341	1747	2176
HSD17B6	45	49	18	31
HSD17B7	76	101	47	58
HSD17B8	69	66	26	52
HSDL1	409	422	191	229
HSDL2	934	1079	451	548
HSF1	432	496	202	259
HSF2	1054	1119	499	584
HSF4	5	3	2	1
HSP90AA1	26704	34777	14269	18518
HSP90AB1	14260	21862	8217	11054
HSP90B1	10669	14514	5458	7372
HSPA12A	266	300	137	153
HSPA13	765	884	405	512
HSPA14	1257	1351	594	706
HSPA1B	894	1808	439	627
HSPA4	12619	14145	6079	7543
HSPA4L	2245	2487	1167	1315
HSPA5	6055	7749	3131	4205
HSPA8	20419	30676	10564	13479
HSPA9	10969	13890	5969	7314
HSPB1	223	384	135	170
HSPB11	948	1262	528	635
HSPBAP1	89	127	52	58
HSPBP1	813	1224	467	658
HSPD1	5956	7589	2942	3932
HSPE1	13	17	1	6
HSPG2	511	623	237	318
HSPH1	5755	7390	3003	3681
HTATIP2	529	650	255	332
HTATSF1	1965	2507	997	1246
HTD2	104	101	28	57
HTR2B	0	0	0	0
HTRA1	64	73	31	34
HTRA2	471	556	211	284
HTT	1436	1723	683	911
HUNK	127	156	78	93
HUS1	353	481	187	245
HUWE1	9401	10805	4517	5642
HYAL2	124	209	73	92
HYAL3	30	29	13	12
HYI	210	325	110	184
HYKK	100	130	60	78
HYLS1	54	56	24	47
HYOU1	1768	2556	946	1293
HYPK	1485	2060	798	1063
IAH1	452	499	197	255
IARS	7005	6873	2993	3722
IARS2	1313	1568	628	949
IBA57	184	300	93	166
IBTK	1370	1276	526	653
ICA1	62	51	19	29
ICA1L	54	74	36	44
ICAM3	77	87	18	37
ICAM5	40	63	21	23
ICE1	621	716	308	401
ICE2	505	530	231	289
ICK	68	95	38	43
ICMT	900	1056	393	586
ID1	208	284	132	189
ID2	1161	1496	579	806
ID3	1190	1513	634	854
ID4	909	1298	456	612
IDE	2078	2232	1015	1323
IDH1	1395	1539	659	770
IDH2	513	666	274	329
IDH3A	1369	1725	702	860
IDH3B	3438	4019	1546	2200
IDH3G	1214	1538	577	830
IDI1	1362	1729	793	931
IDI2	1	1	0	0
IDS	29	18	6	7
IER2	375	581	242	359
IER5	211	350	130	194
IFFO1	271	333	129	198
IFFO2	145	244	70	114
IFI27L1	41	87	27	35
IFI27L2	254	419	130	182
IFI30	797	948	326	484
IFIT1	203	190	86	105
IFIT5	1059	1176	486	635
IFNAR1	372	407	162	241
IFNAR2	25	49	22	22
IFNGR1	643	769	326	382
IFNGR2	220	243	108	154
IFNLR1	54	84	19	50
IFRD1	516	488	165	165
IFRD2	428	595	210	304
IFT122	332	383	159	211
IFT140	284	293	118	174
IFT172	511	543	219	312
IFT20	106	142	62	81
IFT22	262	410	156	218
IFT27	324	457	189	258
IFT43	198	229	95	124
IFT46	251	369	145	184
IFT52	409	446	201	219
IFT57	617	663	279	341
IFT74	451	401	223	253
IFT80	41	40	21	21
IFT81	649	635	298	358
IFT88	326	306	148	154
IGBP1	382	470	202	265
IGDCC3	5	10	9	4
IGDCC4	28	35	13	12
IGF1R	399	528	200	268
IGF2BP1	2700	3566	1327	1840
IGF2BP2	498	625	182	305
IGF2BP3	759	923	413	514
IGF2R	2447	3077	1229	1580
IGFBP2	1163	1662	568	898
IGHMBP2	319	412	175	202
IGSF10	82	61	32	37
IGSF3	191	188	76	121
IGSF8	256	315	112	138
IGSF9B	37	43	17	22
IK	1580	2185	883	1165
IKBIP	957	1263	538	695
IKBKB	342	420	130	228
IKBKG	73	84	31	40
IKZF2	26	27	9	17
IKZF5	175	209	71	114
IL10RB	63	75	23	27
IL11RA	17	12	9	11
IL12RB2	90	109	49	60
IL13RA1	429	428	184	251
IL17RA	214	297	119	178
IL17RB	99	110	40	67
IL17RC	73	73	25	42
IL17RD	44	55	25	21
IL18R1	33	41	16	18
IL1RAP	73	87	23	48
IL27RA	64	111	36	49
IL4R	46	61	25	30
IL6ST	391	500	188	250
ILDR2	98	89	34	40
ILF2	10093	12447	4847	6616
ILF3	8113	11400	4186	5917
ILK	480	593	259	343
ILKAP	780	960	407	545
ILRUN	405	508	200	282
ILVBL	686	975	363	488
IMMP1L	89	92	38	55
IMMP2L	70	98	38	51
IMMT	2881	3402	1438	1846
IMP3	941	1182	452	613
IMP4	638	834	307	440
IMPA1	629	649	300	370
IMPA2	87	92	34	41
IMPACT	213	250	125	156
IMPAD1	601	815	290	413
IMPDH1	696	919	310	466
IMPDH2	4475	5100	2026	2706
INA	503	795	284	453
INCENP	1446	2145	814	1039
INF2	893	1161	445	639
ING1	119	192	70	104
ING2	80	106	35	52
ING3	557	738	400	397
ING4	327	422	161	200
ING5	261	388	126	187
INIP	108	112	41	57
INO80	292	383	143	187
INO80C	254	291	107	187
INO80D	137	176	63	115
INO80E	688	852	317	433
INPP1	183	287	86	101
INPP4A	305	305	138	158
INPP4B	180	142	79	86
INPP5A	100	137	47	71
INPP5B	311	396	116	191
INPP5E	124	131	58	86
INPP5F	591	662	255	323
INPP5J	58	85	34	45
INPP5K	360	475	196	227
INPPL1	547	661	252	346
INSIG1	831	923	397	455
INSIG2	99	104	41	54
INSR	426	502	218	303
INSYN1	3	6	2	1
INTS1	1554	1973	696	997
INTS10	714	768	356	440
INTS11	1107	1401	522	726
INTS12	339	399	159	238
INTS13	1143	1184	533	674
INTS14	1353	1510	609	695
INTS2	982	1227	503	628
INTS3	1676	2178	909	1110
INTS4	379	336	170	196
INTS5	484	675	217	328
INTS6	393	570	206	246
INTS6L	138	136	66	86
INTS7	1289	1470	571	735
INTS8	1155	1100	525	647
INTS9	581	711	308	385
INTU	184	211	75	111
INVS	130	120	49	71
IP6K1	500	652	217	356
IP6K2	753	930	439	541
IPMK	119	127	55	67
IPO11	1824	2006	908	1033
IPO13	311	357	138	174
IPO4	1951	2687	923	1359
IPO5	7777	9457	4075	5162
IPO7	4016	4515	2076	2626
IPO8	1896	2252	901	1218
IPO9	1657	1928	801	1026
IPP	321	349	148	178
IPPK	234	255	116	141
IQCB1	571	619	247	326
IQCC	74	85	30	49
IQCE	93	132	49	65
IQCG	49	45	20	30
IQCH	29	15	4	15
IQCJ-SCHIP1	75	99	45	52
IQCK	47	56	29	27
IQGAP1	1632	2504	995	1250
IQGAP2	1045	1061	472	659
IQGAP3	585	804	312	410
IQSEC1	395	433	154	243
IRAK1	872	1205	386	573
IRAK1BP1	249	210	81	110
IRAK2	40	66	29	21
IRAK4	170	177	93	101
IREB2	1500	1555	737	928
IRF1	90	106	35	56
IRF2BP1	747	998	384	488
IRF2BP2	952	1264	453	662
IRF2BPL	455	582	315	307
IRF3	310	431	153	197
IRF7	5	3	1	0
IRF9	12	8	6	6
IRGQ	666	999	337	507
IRS1	153	146	60	70
IRS4	14750	18028	7233	9720
IRX3	154	259	86	112
IRX5	75	124	45	59
ISCA2	164	228	92	93
ISCU	423	665	221	338
ISG20L2	450	535	213	262
ISL1	40	64	15	34
ISL2	201	202	85	125
ISOC1	962	1146	430	594
ISOC2	454	560	201	305
IST1	614	726	284	405
ISYNA1	3011	4011	1469	2059
ITCH	972	1015	446	563
ITFG1	368	448	190	234
ITFG2	139	194	73	113
ITGA1	171	194	85	136
ITGA2	292	373	133	179
ITGA2B	26	41	14	20
ITGA3	52	88	28	28
ITGA4	355	338	134	187
ITGA5	495	580	204	243
ITGA6	486	563	220	308
ITGA7	171	169	84	87
ITGA8	334	408	145	208
ITGA9	39	36	13	22
ITGAE	293	464	152	258
ITGAV	941	1047	427	555
ITGB1	3796	4083	1821	2180
ITGB1BP1	153	203	65	107
ITGB1BP2	1	1	0	2
ITGB3BP	880	880	445	486
ITGB5	179	225	79	121
ITIH4	2	3	2	1
ITM2B	4576	5081	2050	2717
ITM2C	1968	2330	776	1212
ITPA	975	1399	494	657
ITPK1	457	524	248	291
ITPKB	118	166	62	100
ITPKC	220	307	135	141
ITPR1	592	686	283	375
ITPR2	888	973	465	515
ITPR3	841	1072	417	591
ITPRID2	428	411	161	264
ITPRIP	159	162	54	90
ITPRIPL1	1	0	0	0
ITPRIPL2	60	100	28	49
ITSN1	518	561	233	266
ITSN2	447	456	199	274
IVD	952	1200	419	594
IVNS1ABP	663	670	244	276
IWS1	1283	1419	610	708
JADE1	348	434	168	222
JADE2	129	140	40	52
JADE3	641	748	311	397
JAG1	372	557	176	253
JAG2	415	658	223	343
JAGN1	819	987	419	629
JAK1	1689	1957	725	1056
JAK2	66	91	37	52
JAKMIP1	19	20	12	7
JAM3	514	587	278	337
JARID2	549	636	257	381
JAZF1	135	154	68	86
JCAD	230	248	107	125
JHY	64	64	24	41
JKAMP	462	532	241	288
JMJD1C	1119	1163	537	665
JMJD4	592	815	280	416
JMJD6	688	887	354	428
JMJD8	243	261	96	155
JMY	560	647	274	354
JOSD1	130	161	57	78
JOSD2	102	127	56	50
JPH1	283	344	119	148
JPH3	80	94	28	37
JPT1	2863	4058	1580	2087
JPT2	1244	1650	730	915
JRK	158	188	69	84
JRKL	151	174	59	54
JTB	572	627	275	387
JUN	1085	1529	422	623
JUNB	273	405	115	181
JUND	404	468	186	248
JUP	1095	1380	535	747
KALRN	59	56	31	37
KANK1	282	324	156	207
KANK2	416	479	186	276
KANK3	27	27	10	17
KANSL1	448	489	210	261
KANSL1L	137	168	46	70
KANSL2	539	614	247	325
KANSL3	519	640	266	363
KARS	2851	3167	1266	1718
KAT14	172	232	100	114
KAT2A	570	822	307	406
KAT2B	432	472	210	250
KAT5	448	652	235	345
KAT6A	1273	1525	618	808
KAT6B	427	561	194	297
KAT7	1011	1202	536	656
KAT8	414	459	198	258
KATNA1	763	922	366	436
KATNAL1	281	321	131	168
KATNAL2	46	32	16	33
KATNB1	365	437	165	237
KATNBL1	43	60	22	38
KAZN	104	131	35	64
KBTBD2	358	382	192	252
KBTBD3	36	43	10	30
KBTBD4	280	380	166	214
KBTBD6	537	711	260	330
KBTBD7	244	311	123	173
KBTBD8	191	272	94	127
KCMF1	465	483	207	279
KCNB2	56	82	27	37
KCNC4	71	87	51	43
KCNG1	82	92	40	47
KCNG3	47	69	42	27
KCNJ13	8	10	2	3
KCNJ8	249	230	90	104
KCNK1	152	194	65	88
KCNK5	108	156	66	88
KCNMB4	55	50	28	26
KCNQ2	218	178	47	44
KCNQ5	170	197	84	92
KCNRG	4	7	2	3
KCNT2	0	0	0	2
KCTD1	123	165	66	97
KCTD10	580	696	297	374
KCTD12	1809	2124	758	1051
KCTD13	75	93	47	61
KCTD15	419	475	179	290
KCTD17	185	330	129	216
KCTD18	87	85	47	45
KCTD19	11	11	3	3
KCTD2	152	204	64	109
KCTD20	487	589	214	271
KCTD21	16	27	4	20
KCTD3	786	884	398	443
KCTD5	276	409	147	191
KCTD6	103	110	47	50
KCTD7	34	50	19	21
KCTD9	82	92	31	59
KDELR1	2658	3380	1297	1715
KDELR2	1608	2149	757	1031
KDELR3	187	217	73	100
KDM1A	5344	6126	2453	3106
KDM1B	517	600	230	282
KDM2A	682	824	320	422
KDM2B	587	682	279	418
KDM3A	665	766	342	419
KDM3B	2110	2550	1062	1441
KDM4A	1061	1442	562	742
KDM4B	631	814	276	426
KDM4C	306	340	136	182
KDM4D	54	71	21	31
KDM5A	1214	1628	696	824
KDM5B	1907	2463	946	1176
KDM5C	2347	3076	1108	1563
KDM6A	514	631	260	310
KDM7A	298	317	162	158
KDM8	66	114	41	41
KDSR	336	395	165	187
KEAP1	568	854	294	430
KHDC4	538	556	222	248
KHDRBS1	6746	8102	3437	4328
KHDRBS3	220	240	102	105
KHK	228	321	138	141
KHNYN	135	190	78	105
KHSRP	6956	9479	3687	4997
KIAA0100	806	850	321	450
KIAA0232	219	212	96	142
KIAA0319L	447	607	217	331
KIAA0355	519	665	269	395
KIAA0408	6	2	4	1
KIAA0513	58	49	20	27
KIAA0556	134	173	71	106
KIAA0586	535	605	254	298
KIAA0753	306	370	131	172
KIAA0825	17	12	6	7
KIAA0895	382	416	189	255
KIAA0895L	38	39	14	18
KIAA0930	203	230	94	103
KIAA1109	271	234	135	141
KIAA1143	90	90	41	53
KIAA1191	170	198	57	82
KIAA1211	122	165	70	93
KIAA1217	271	287	104	180
KIAA1257	3	10	3	1
KIAA1324L	92	100	44	54
KIAA1328	32	33	13	20
KIAA1522	353	387	140	213
KIAA1549	229	285	125	143
KIAA1549L	79	89	35	36
KIAA1586	993	1054	508	603
KIAA1671	410	600	247	330
KIAA1841	180	212	75	102
KIAA1958	200	236	87	108
KIAA2013	213	311	102	179
KIAA2026	86	65	38	33
KIDINS220	881	1095	426	601
KIF11	4091	4873	2300	2747
KIF13A	215	228	88	139
KIF13B	420	511	217	268
KIF14	841	960	444	525
KIF15	429	467	250	223
KIF16B	220	256	106	144
KIF17	40	34	18	17
KIF18A	559	660	287	367
KIF18B	946	1360	473	718
KIF1A	2344	2780	1097	1515
KIF1B	1809	1987	808	1094
KIF1BP	2471	3008	1285	1507
KIF1C	480	620	228	348
KIF20A	3477	4408	1749	2193
KIF20B	2695	3138	1535	1853
KIF21A	913	1087	444	630
KIF21B	33	22	7	11
KIF22	2090	2710	1032	1378
KIF23	2381	2947	1302	1572
KIF24	188	211	82	85
KIF26A	264	342	123	169
KIF26B	90	108	37	62
KIF27	14	38	7	13
KIF2A	1281	1429	571	748
KIF2C	2166	2635	1134	1461
KIF3A	1327	1499	588	811
KIF3B	226	269	99	152
KIF3C	80	96	27	53
KIF4A	1281	1653	622	827
KIF5A	123	166	57	78
KIF5B	5045	5602	2481	3056
KIF5C	421	530	192	259
KIF6	37	46	14	21
KIF7	285	393	139	189
KIF9	64	69	46	39
KIFAP3	990	1183	452	649
KIFC1	1365	1958	770	950
KIFC2	11	19	10	13
KIFC3	109	179	66	80
KIN	562	725	269	289
KIRREL1	175	254	83	109
KIT	260	293	111	152
KITLG	144	205	60	73
KIZ	261	275	114	135
KLC1	142	154	68	87
KLC2	870	1096	420	618
KLC3	74	67	27	36
KLC4	358	382	148	202
KLF10	290	315	179	239
KLF11	111	117	57	72
KLF12	111	165	49	50
KLF15	73	136	40	60
KLF3	246	312	121	186
KLF5	249	305	147	176
KLF6	189	246	113	139
KLF9	146	188	76	84
KLHDC10	557	598	248	303
KLHDC2	645	730	317	462
KLHDC3	782	908	360	509
KLHDC4	408	543	188	281
KLHDC8B	31	41	10	8
KLHL11	696	889	374	440
KLHL12	294	340	121	196
KLHL13	461	530	241	315
KLHL15	5760	6334	2935	3887
KLHL17	129	121	54	73
KLHL18	189	250	102	135
KLHL2	48	60	21	25
KLHL20	187	231	116	111
KLHL21	627	910	290	423
KLHL22	438	539	218	301
KLHL23	940	1083	473	533
KLHL24	321	363	149	196
KLHL25	94	137	37	60
KLHL26	203	239	91	133
KLHL28	124	188	84	70
KLHL29	37	48	19	24
KLHL32	26	31	10	21
KLHL36	122	99	39	56
KLHL42	380	509	193	268
KLHL5	156	164	50	104
KLHL7	418	458	184	250
KLHL8	532	600	264	307
KLHL9	1025	1229	564	636
KLRG2	17	15	2	15
KMT2A	623	878	378	505
KMT2B	1053	1331	489	733
KMT2C	853	1030	417	590
KMT2D	2385	2581	1008	1366
KMT2E	260	265	94	117
KMT5A	210	252	96	150
KMT5B	425	519	225	267
KMT5C	84	118	45	72
KNL1	1234	1589	708	894
KNOP1	428	553	223	311
KNSTRN	1263	1574	690	818
KNTC1	1575	1806	854	1005
KPNA1	1231	1508	607	809
KPNA2	5909	7878	3209	4165
KPNA3	2190	2306	1058	1317
KPNA4	866	982	476	570
KPNA5	428	380	193	244
KPNA6	2444	2787	1095	1435
KPNB1	13477	17088	6881	9016
KPTN	221	286	97	152
KRAS	625	613	303	361
KRBA1	171	196	76	85
KRBOX4	41	51	24	28
KRCC1	21	37	14	14
KREMEN1	103	95	29	52
KRI1	1038	1403	525	650
KRIT1	29	37	17	16
KRR1	2222	2616	1161	1445
KRT10	246	342	104	160
KRT18	691	918	349	494
KRT38	0	0	0	0
KRT8	994	1091	456	585
KSR1	74	112	43	62
KTI12	126	178	69	99
KTN1	1968	2143	966	1243
KXD1	349	401	139	211
KYAT3	1266	1233	582	703
L2HGDH	347	377	144	190
L3HYPDH	137	189	72	98
L3MBTL2	589	872	321	480
L3MBTL3	501	533	230	274
L3MBTL4	90	88	39	50
LACTB	339	354	134	177
LACTB2	1051	989	461	591
LAGE3	428	667	236	371
LAMA1	666	891	384	482
LAMA3	216	200	79	124
LAMA4	1468	1889	771	975
LAMA5	746	937	338	431
LAMB1	3782	4207	1696	2280
LAMB2	612	794	295	421
LAMC1	3091	3997	1506	2179
LAMC3	153	208	80	114
LAMP1	1902	2318	871	1261
LAMP2	2919	3111	1414	1719
LAMTOR1	570	701	259	376
LAMTOR2	371	484	196	279
LAMTOR3	302	288	145	165
LAMTOR4	765	999	363	439
LAMTOR5	1070	1302	512	688
LANCL1	1432	1643	714	987
LANCL2	385	522	208	232
LAP3	988	1101	462	538
LAPTM4A	2014	2402	938	1195
LAPTM4B	3261	3757	1392	1982
LARGE1	90	95	44	70
LARGE2	38	31	18	29
LARP1	3601	4507	1773	2372
LARP1B	472	503	222	254
LARP4	1840	2178	990	1123
LARP4B	1626	1977	770	1019
LARP6	218	273	109	151
LARP7	958	1088	503	602
LARS	7154	7751	3335	4166
LARS2	513	684	263	358
LAS1L	2550	3114	1179	1647
LASP1	423	576	176	296
LATS1	993	1065	464	629
LATS2	87	105	34	37
LAYN	48	37	17	28
