	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
NDUFAF1	430	558	210	289	402	406	357	255
NDUFAF2	187	242	102	125	230	199	297	182
NDUFAF3	1348	1575	548	781	919	816	811	599
NDUFAF4	932	1099	431	570	851	837	809	498
NDUFAF5	257	251	114	128	510	472	460	335
NDUFAF6	187	159	75	93	390	320	339	261
NDUFAF7	317	395	144	198	482	482	431	320
NDUFAF8	271	364	128	178	333	309	246	152
NDUFB1	1049	1034	408	552	794	694	678	337
NDUFB10	1794	2193	848	1186	2276	2068	2434	1582
NDUFB11	2982	3764	1337	1851	1340	1317	1151	850
NDUFB2	1753	2303	920	1185	810	738	693	480
NDUFB3	525	577	235	318	603	546	591	337
NDUFB4	1223	1389	590	792	986	781	1130	665
NDUFB5	988	1142	544	602	551	550	487	283
NDUFB6	1007	1194	492	636	1250	1137	980	691
NDUFB7	1267	2122	644	999	763	775	708	471
NDUFB8	435	449	180	233	522	408	551	376
NDUFB9	1416	2180	824	1040	1977	2013	1495	1114
NDUFC1	500	560	215	280	467	370	426	245
NDUFC2	552	607	289	330	1154	1220	952	657
NDUFS1	5164	5555	2378	2868	3622	3265	3391	2374
NDUFS2	3313	3958	1512	2157	2505	2318	2234	1601
NDUFS3	1834	2237	890	1181	1518	1373	1386	1075
NDUFS4	775	810	338	454	605	587	550	401
NDUFS5	2686	4191	1493	2027	2164	2250	1988	1285
NDUFS6	1506	2366	785	1121	601	651	592	341
NDUFS7	1160	1536	570	783	595	559	618	408
NDUFS8	2132	2465	967	1295	1143	1011	1178	817
NDUFV1	2009	2607	931	1374	3212	2920	2896	2137
NDUFV2	1350	1265	554	749	727	657	717	483
NDUFV3	1128	1319	519	716	1107	1051	1045	794
NEB	10	5	2	1	318	332	251	229
NEBL	192	219	97	100	188	180	175	150
NECAB3	139	162	49	88	212	181	154	153
NECAP1	508	551	234	302	419	415	374	304
NECAP2	524	737	246	377	389	371	404	271
NECTIN1	86	131	53	66	87	70	62	66
NECTIN2	554	727	232	315	377	325	296	280
NECTIN3	133	140	62	93	990	861	999	717
NEDD1	1055	1121	479	567	866	795	809	629
NEDD4	438	439	200	259	323	304	333	242
NEDD4L	480	561	248	295	246	211	286	170
NEDD8	0	0	0	0	66	76	83	55
NEFL	1305	1558	581	818	409	412	360	294
NEFM	230	190	62	92	675	660	563	543
NEIL1	28	33	15	21	175	154	139	150
NEIL2	76	105	40	45	80	70	57	45
NEIL3	633	748	329	402	866	789	749	572
NEK1	351	376	172	196	1375	1267	1168	1026
NEK10	39	59	24	19	201	172	135	114
NEK11	31	53	11	18	100	106	83	77
NEK2	506	594	245	345	1048	1055	977	738
NEK3	359	364	176	231	421	380	379	288
NEK4	401	464	169	225	2020	1842	1947	1535
NEK6	498	572	203	301	283	258	272	227
NEK7	378	449	191	213	507	455	574	381
NEK8	22	30	13	15	66	53	59	50
NEK9	793	1027	438	509	1852	1578	1593	1356
NELFA	446	614	220	343	463	447	419	399
NELFB	948	1173	439	580	1008	933	974	773
NELFCD	1822	2168	791	1109	1679	1652	1807	1320
NELFE	1719	2065	876	1113	1208	1075	1159	791
NELL2	481	613	233	286	546	514	519	377
NEMF	871	989	438	501	1840	1738	1709	1323
NEMP1	1025	1380	500	633	812	757	634	559
NEMP2	61	91	37	51	133	104	101	77
NENF	413	572	199	268	842	775	717	476
NEO1	1218	1502	660	775	1223	1057	976	959
NEPRO	432	495	203	239	1384	1273	1235	947
NES	10	27	8	8	60	48	44	35
NET1	1269	1452	541	737	1576	1580	1710	1192
NETO2	291	320	124	159	1421	1286	1336	943
NEU1	527	759	286	351	442	436	466	340
NEU3	241	289	82	129	354	284	321	267
NEURL4	382	546	168	274	1019	905	821	740
NEXMIF	0	2	0	1	41	27	36	34
NEXN	138	149	56	90	140	130	130	105
NF1	1399	1346	609	834	3633	3004	2773	2809
NF2	450	517	238	278	2009	1809	1571	1431
NFAT5	861	851	359	446	1293	1111	1089	1185
NFATC1	250	272	92	115	70	62	49	47
NFATC2IP	383	537	180	256	586	529	474	463
NFATC3	429	490	200	239	1347	1086	1323	1134
NFATC4	96	116	49	62	71	53	51	47
NFE2L1	1594	1907	789	1030	1099	1049	1173	972
NFE2L2	1031	1205	473	622	832	707	663	626
NFE2L3	190	203	89	112	481	428	583	470
NFIA	469	590	280	322	532	475	400	417
NFIB	490	574	213	319	220	161	170	179
NFIL3	142	135	69	75	240	195	198	212
NFIX	244	308	118	181	110	81	49	84
NFKB1	390	508	204	244	913	934	812	648
NFKB2	286	329	137	188	162	148	115	119
NFKBIA	301	406	181	284	279	267	364	247
NFKBIB	447	608	223	276	303	239	240	160
NFKBIL1	164	211	74	118	195	178	172	124
NFKBIZ	17	36	19	20	76	79	95	87
NFRKB	788	910	371	530	1978	1600	1795	1568
NFS1	437	452	198	233	372	295	316	258
NFU1	743	770	309	430	647	612	677	404
NFX1	686	854	350	434	1734	1467	1446	1428
NFXL1	773	942	411	457	1061	1012	851	746
NFYA	453	566	224	273	457	363	348	372
NFYB	432	419	207	254	343	339	350	256
NFYC	974	1273	507	655	610	511	595	483
NGDN	723	941	365	490	1268	1317	1148	860
NGEF	191	217	86	111	78	65	74	68
NGLY1	536	608	234	275	1500	1343	1343	1001
NGRN	270	365	156	171	1425	1406	1467	1057
NHEJ1	336	370	160	200	290	226	243	209
NHLRC2	1247	1399	687	750	1175	984	1037	879
NHLRC3	215	272	100	129	242	229	192	148
NHP2	1480	1855	671	925	1823	1824	1924	1155
NHSL1	546	611	258	310	291	247	241	268
NIBAN1	324	312	129	173	44	39	53	26
NIBAN2	846	961	344	492	830	745	852	588
NID1	1383	1683	596	872	1420	1175	953	1252
NID2	506	586	222	273	339	273	276	263
NIF3L1	606	697	299	364	865	807	854	608
NIFK	1048	1141	475	682	1514	1288	1564	1025
NIN	588	721	339	411	3736	3509	3092	2549
NINJ1	99	90	33	78	42	37	44	35
NINL	89	93	29	48	442	418	343	308
NIP7	502	701	285	367	912	801	785	542
NIPA1	156	216	66	97	59	48	48	47
NIPA2	469	481	204	239	834	752	890	574
NIPAL1	99	125	65	73	70	60	47	36
NIPAL2	21	38	14	13	52	40	50	43
NIPAL3	207	279	90	131	349	288	341	246
NIPBL	1520	1812	861	984	4033	3534	3339	3298
NIPSNAP1	1127	1247	452	641	684	609	747	462
NIPSNAP2	1112	1120	506	620	834	818	871	568
NIPSNAP3A	583	557	234	298	464	500	405	317
NISCH	814	934	397	496	1858	1621	1710	1506
NIT1	509	544	194	277	317	261	301	209
NIT2	571	721	292	364	692	627	744	457
NKAP	898	956	410	495	1051	989	995	820
NKAPD1	259	275	93	157	809	728	749	559
NKD2	66	107	45	57	88	76	67	60
NKIRAS1	274	293	126	153	173	180	146	135
NKIRAS2	370	461	160	255	284	286	264	203
NKRF	1675	1824	859	1044	2185	1988	2072	1734
NKTR	435	561	196	241	4784	4072	4569	3731
NKX2-5	230	298	111	153	191	187	201	157
NKX6-1	88	123	32	40	45	45	42	33
NLE1	730	896	313	483	654	519	662	510
NLGN1	72	59	25	40	190	165	201	131
NLGN2	62	89	16	42	154	104	64	111
NLK	60	79	22	28	182	133	201	130
NLN	876	938	371	478	1519	1451	1392	1162
NLRC4	0	2	0	0	55	36	37	50
NLRP14	4	2	0	2	47	60	60	40
NLRX1	147	178	70	102	368	302	312	254
NMB	40	60	19	29	72	56	90	36
NMD3	903	1070	464	581	1737	1727	1569	1101
NME1	1938	2518	940	1239	1398	1229	1456	926
NME1-NME2	1846	2463	912	1296	254	224	262	85
NME3	498	692	235	338	304	305	231	174
NME4	1059	1323	425	669	798	699	699	494
NME6	177	210	91	118	287	241	240	229
NME7	408	498	206	256	442	417	364	313
NMNAT1	86	131	58	70	151	166	157	102
NMRAL1	5	1	0	3	341	316	327	256
NMRK1	39	38	18	23	66	53	64	43
NMT1	1987	2568	952	1345	1616	1515	1753	1270
NMT2	473	454	212	249	596	570	532	453
NMU	474	479	192	243	125	100	114	80
NNT	614	708	311	410	2091	1736	1908	1448
NOA1	519	561	251	349	888	855	822	684
NOB1	631	736	270	383	820	777	806	615
NOC2L	3319	4205	1628	2372	3334	3293	3467	2536
NOC3L	1806	1981	852	1041	2587	2396	2479	1796
NOC4L	999	1365	457	650	428	361	430	336
NOCT	516	597	212	322	472	342	472	383
NOD1	24	19	6	5	134	111	106	99
NOL10	1012	1169	512	621	2407	2275	2225	1597
NOL11	3008	3472	1588	1773	3808	3497	3846	2848
NOL6	955	1267	467	693	1284	1057	1247	1048
NOL7	2343	2840	1207	1545	2079	2167	1935	1407
NOL8	521	674	285	375	2776	2555	2216	1953
NOL9	1996	2482	933	1249	1656	1386	1490	1268
NOLC1	6913	8258	3236	4257	5076	4896	5285	3992
NOM1	544	723	271	351	898	917	938	737
NOMO1	197	230	93	101	671	547	662	578
NOMO2	75	89	36	37	155	116	178	165
NOMO3	44	59	23	22	188	123	171	161
NONO	7649	10413	4073	5665	7606	7397	7692	5875
NOP10	1023	1253	451	647	457	455	442	271
NOP14	1815	2345	973	1229	4369	4388	4041	3332
NOP16	825	1006	372	528	1263	1272	1196	790
NOP2	2474	3436	1306	1672	2902	2700	2818	2275
NOP53	438	664	273	367	1399	1448	1401	997
NOP56	2597	3536	1445	1985	9145	8503	8852	6579
NOP58	2488	3000	1315	1655	6125	5914	5618	4064
NOP9	325	547	181	276	787	717	725	630
NOS1AP	103	164	51	76	63	46	32	48
NOSIP	1046	1443	546	786	932	829	922	674
NOSTRIN	0	0	0	0	114	98	101	126
NOTCH1	389	613	234	289	364	243	273	307
NOTCH2	1714	2319	883	1227	4754	4075	3614	3587
NOTCH3	471	448	166	246	267	170	142	200
NOVA1	84	90	45	62	90	85	60	64
NOXA1	7	4	0	6	33	42	47	38
NOXO1	1	0	0	0	101	65	69	73
NPAS1	141	120	37	84	93	74	70	67
NPAS2	50	62	23	34	61	49	41	52
NPAT	677	699	288	395	1812	1456	1799	1377
NPC1	954	1041	437	543	726	627	638	622
NPC2	745	819	351	468	696	636	639	432
NPDC1	267	353	111	173	209	203	175	154
NPEPL1	4	8	6	3	87	82	69	81
NPEPPS	2250	2781	1153	1440	2628	2333	1674	1770
NPHP1	103	112	45	49	243	221	244	138
NPHP3	104	140	60	65	392	352	305	253
NPHP4	195	258	83	132	452	351	319	373
NPL	29	19	16	12	108	133	101	94
NPLOC4	1236	1471	630	850	1687	1482	1671	1387
NPM1	1804	2740	1052	1365	13384	13461	12824	9383
NPM3	675	870	314	414	1182	1217	1044	757
NPNT	154	188	74	110	119	89	97	72
NPRL2	285	332	128	171	527	448	566	395
NPRL3	817	965	412	545	220	169	144	211
NPTN	960	1226	476	698	758	668	731	523
NPTX1	388	498	148	265	182	163	149	140
NPTX2	158	180	72	99	102	80	97	91
NQO1	135	143	57	73	138	130	116	127
NQO2	422	464	177	249	409	384	373	259
NR1D2	798	833	381	489	1297	1155	1221	951
NR1H2	137	168	53	71	184	167	227	142
NR1H3	63	71	34	44	114	108	143	96
NR1I3	19	11	5	7	129	89	129	109
NR2C1	763	933	344	467	854	715	733	598
NR2C2	314	350	115	175	862	678	622	641
NR2C2AP	154	196	67	85	216	225	259	181
NR2F1	253	374	115	182	292	251	296	310
NR2F2	508	669	247	341	413	350	317	310
NR2F6	546	681	239	359	262	241	154	124
NR3C1	784	974	409	470	781	687	642	533
NR3C2	289	302	120	173	385	350	376	288
NR6A1	34	44	20	23	295	232	229	256
NRARP	142	155	47	108	42	45	38	36
NRAS	836	901	404	505	891	717	901	679
NRBF2	120	144	70	71	175	126	163	100
NRBP1	1165	1299	530	685	1077	923	1136	953
NRBP2	29	43	15	22	59	49	64	48
NRCAM	522	629	248	347	224	204	199	160
NRDC	3778	4340	1810	2233	4437	4094	3760	3208
NRDE2	606	753	359	412	1350	1223	1156	999
NREP	51	40	15	29	55	42	48	46
NRF1	408	520	219	273	507	441	501	419
NRIP1	320	406	180	204	895	771	897	690
NRIP2	4	1	0	0	49	44	30	48
NRIP3	88	107	45	60	132	96	115	81
NRN1	220	266	102	129	119	115	123	88
NRP1	648	990	390	522	557	580	535	441
NRP2	221	260	98	143	141	114	125	114
NRSN2	449	518	189	259	75	78	61	80
NRXN3	108	148	70	75	236	230	216	221
NSA2	331	376	159	235	1099	1067	1192	727
NSD1	1692	1974	827	1073	9317	8653	7166	6680
NSD2	1155	1389	490	706	4623	4128	3495	3334
NSD3	753	855	372	537	1864	1581	1537	1417
NSDHL	879	1205	525	657	811	690	902	705
NSF	674	856	380	463	682	679	630	511
NSFL1C	1110	1446	600	774	765	685	728	571
NSL1	570	580	267	317	919	845	898	653
NSMAF	161	191	81	93	842	698	760	617
NSMCE1	513	541	200	267	546	520	483	367
NSMCE2	293	333	135	186	517	470	522	353
NSMCE3	399	545	221	291	286	259	267	198
NSMCE4A	966	1142	438	529	1360	1305	1155	818
NSMF	106	148	52	70	834	671	712	619
NSRP1	376	474	244	237	267	280	289	219
NSUN2	3412	4010	1666	2151	3340	3419	3129	2509
NSUN3	283	307	124	184	397	349	345	276
NSUN4	287	408	130	182	359	339	337	320
NSUN5	266	349	101	168	371	400	382	294
NSUN6	278	301	139	179	549	519	441	373
NT5C	288	392	140	174	323	293	306	217
NT5C2	736	918	382	467	613	534	602	478
NT5C3A	258	209	123	158	348	291	375	226
NT5C3B	484	698	270	326	1732	1512	1758	1190
NT5DC1	886	1002	412	532	875	778	835	714
NT5DC2	946	1222	451	642	2331	2045	2358	1873
NT5DC3	315	354	143	189	419	411	342	337
NT5M	2	10	5	4	44	41	45	32
NTAN1	83	96	41	44	263	209	274	173
NTHL1	438	628	235	293	689	694	642	444
NTMT1	1127	1308	480	697	662	668	751	525
NTN1	361	506	188	270	91	92	88	87
NTPCR	600	747	292	331	769	678	769	499
NUAK1	119	153	55	73	187	175	178	156
NUB1	2208	2463	1076	1310	1214	1088	1252	913
NUBP1	264	301	133	199	357	349	387	251
NUBP2	578	787	289	383	605	647	528	427
NUBPL	287	332	120	139	309	292	240	178
NUCB1	1116	1445	514	750	670	614	642	535
NUCB2	926	956	473	557	835	861	850	557
NUCKS1	3980	5226	2243	2726	10442	10743	10204	7772
NUDC	3328	4500	1725	2416	1828	1991	2013	1375
NUDCD1	919	1005	389	518	1051	1009	897	634
NUDCD2	607	728	281	390	354	383	321	193
NUDCD3	725	977	366	464	582	564	601	450
NUDT1	425	586	221	282	317	334	303	222
NUDT11	25	47	10	16	90	73	59	53
NUDT12	739	862	317	393	618	566	536	388
NUDT13	26	28	9	8	192	174	161	165
NUDT14	105	140	49	74	83	84	92	59
NUDT15	421	582	219	350	374	369	274	268
NUDT16	207	275	82	155	260	204	187	124
NUDT16L1	305	419	160	214	143	148	120	94
NUDT17	29	44	15	27	65	60	48	48
NUDT19	2652	3369	1320	1856	367	348	320	269
NUDT2	161	149	69	90	182	196	172	143
NUDT21	1707	2050	863	1110	1370	1266	1420	865
NUDT22	105	104	43	82	184	196	192	111
NUDT5	2026	2571	1015	1295	1579	1394	1360	1009
NUDT6	86	80	33	39	151	108	127	85
NUDT7	89	86	37	45	50	51	63	40
NUDT8	70	92	26	47	91	91	85	49
NUDT9	351	397	135	201	273	293	262	211
NUF2	1305	1550	657	788	1187	1128	1230	850
NUFIP1	265	408	173	181	460	420	373	328
NUFIP2	1179	1559	608	741	2058	1882	2036	1688
NUMA1	2629	3546	1314	1891	3458	3076	3024	2885
NUMB	394	539	186	245	443	390	410	389
NUMBL	264	333	128	187	160	155	94	119
NUP107	4221	4788	2041	2517	4360	4174	3992	2813
NUP133	3711	4465	1775	2241	9291	8442	8236	6068
NUP153	4113	4551	1950	2352	7566	6027	7360	6152
NUP155	8139	8213	3591	4624	7709	6455	7270	5491
NUP160	2639	3163	1304	1657	5314	4585	4204	3735
NUP188	4800	5695	2338	3140	5512	4858	4688	4668
NUP205	6354	7450	3077	3775	10682	9374	10152	7540
NUP210	3085	3852	1329	1875	3595	2951	3046	3143
NUP210L	1	0	0	0	63	54	65	38
NUP214	2433	3305	1265	1645	2078	1665	1523	1849
NUP35	500	605	263	343	710	533	702	517
NUP37	1585	2026	819	974	1061	963	1120	740
NUP42	639	834	353	382	987	832	972	664
NUP43	2272	2482	1069	1279	1880	1568	1798	1360
NUP50	182	225	86	128	746	718	681	542
NUP54	1192	1378	650	784	1881	1657	1975	1290
NUP58	1978	2083	923	1133	1544	1271	1630	1181
NUP62	1362	1637	611	887	738	597	812	647
NUP62CL	300	293	141	167	293	228	263	202
NUP85	1744	1989	773	1073	1844	1652	1849	1354
NUP88	2434	2601	1165	1492	2523	2239	2542	1880
NUP93	2188	2605	1142	1448	3539	3290	3328	2377
NUP98	3127	3757	1522	1898	5339	4478	5336	4076
NUS1	49	39	13	26	232	217	176	164
NUTF2	1262	1114	507	749	737	486	866	490
NVL	857	1037	454	581	3023	2643	2643	2150
NXF1	979	1321	547	749	996	998	1078	951
NXN	633	771	287	369	184	172	200	149
NXPE3	149	173	66	80	585	489	494	402
NXT1	150	212	97	105	248	240	213	171
NXT2	77	107	38	47	175	140	154	112
NYNRIN	319	330	136	156	97	82	64	95
OAF	89	176	43	108	152	135	129	120
OARD1	190	183	79	108	110	85	106	55
OAT	5065	6089	2394	3103	3733	3410	4085	2535
OAZ1	931	1305	500	714	7228	5929	8095	5522
OAZ2	423	576	198	317	256	242	178	159
OBI1	483	567	272	267	1132	1107	1079	770
OBSCN	23	34	22	24	443	358	318	313
OBSL1	1484	2157	752	1078	1244	1241	1062	950
OCA2	57	82	31	35	58	68	46	47
OCIAD1	2273	2267	1048	1310	1017	930	1041	737
OCLN	676	963	367	488	250	234	240	183
OCRL	1365	1513	652	800	1624	1452	1352	1198
ODC1	3314	4252	1546	2076	8824	8358	8019	5528
ODF2	582	735	297	391	1715	1594	1489	1311
ODF2L	353	335	160	191	891	889	740	613
ODR4	276	314	125	160	934	839	870	638
OFD1	237	302	154	172	1051	1005	1010	825
OGA	2926	3636	1619	1962	4101	3593	3353	2918
OGDH	1456	1741	641	957	1139	1016	999	938
OGDHL	80	95	43	33	411	410	384	308
OGFOD1	1094	1377	560	694	1779	1722	1441	1257
OGFOD2	150	232	71	93	143	127	146	100
OGFOD3	117	156	40	80	242	225	206	158
OGFR	528	706	260	347	713	669	652	490
OGFRL1	275	252	116	149	465	460	443	319
OGG1	172	209	71	114	231	186	219	188
OGN	0	0	0	0	122	121	63	117
OGT	2451	2990	1113	1457	5322	4630	4737	3767
OIP5	451	585	210	278	289	244	272	174
OLA1	1353	1818	682	977	2069	2104	1951	1359
OMA1	284	373	135	205	1147	1022	1161	756
OMD	0	0	0	0	124	105	67	121
OMG	0	0	0	0	74	87	54	54
ONECUT2	37	54	20	22	58	58	54	66
OPA1	2040	2005	833	1114	3016	2837	2586	1999
OPA3	129	154	53	80	52	40	49	45
OPHN1	77	85	39	63	253	199	190	168
OPTN	604	625	259	315	166	143	164	90
ORAI1	275	363	119	179	73	39	82	49
ORAI2	84	109	41	32	77	48	45	47
ORC1	850	1046	375	518	1664	1490	1679	1285
ORC2	1168	1169	514	549	1287	1219	1317	968
ORC3	1297	1408	617	817	1311	1130	1303	982
ORC4	1038	1164	543	630	1075	1042	1097	794
ORC5	1463	1578	668	863	986	869	883	647
ORC6	1092	1177	523	673	871	877	775	668
ORMDL1	472	434	200	264	363	323	435	241
ORMDL2	433	579	186	312	256	233	251	153
ORMDL3	220	304	111	170	102	100	118	70
OS9	1819	2482	903	1343	1929	1850	1914	1397
OSBP	1237	1447	589	775	1288	1179	1009	966
OSBP2	117	130	45	75	136	93	105	112
OSBPL10	153	207	83	89	101	89	101	96
OSBPL11	454	470	208	297	999	843	928	800
OSBPL1A	401	389	180	227	521	505	456	375
OSBPL2	577	716	269	388	456	407	432	351
OSBPL3	388	440	173	205	749	671	628	558
OSBPL5	84	92	40	48	111	107	114	96
OSBPL6	332	353	136	180	661	529	522	451
OSBPL8	1440	1445	699	782	1911	1782	1818	1355
OSBPL9	1495	1638	683	879	1939	1748	1960	1384
OSCP1	105	128	62	81	109	95	92	73
OSER1	577	616	258	354	428	339	491	362
OSGEP	336	387	178	213	943	850	854	662
OSGEPL1	239	209	103	144	286	251	277	219
OSGIN2	280	277	151	139	426	403	408	303
OSR2	62	79	30	41	52	53	55	54
OST4	504	545	212	285	299	281	234	126
OSTC	264	370	142	183	630	617	593	322
OSTF1	302	334	124	172	267	200	279	187
OSTM1	477	554	233	323	282	247	257	184
OTUB1	1753	2041	845	1128	758	654	974	681
OTUB2	103	88	31	42	71	59	75	57
OTUD1	160	203	82	109	70	69	49	46
OTUD3	173	225	88	104	387	338	317	225
OTUD4	254	308	119	160	1260	1189	1054	943
OTUD5	1121	1359	515	732	741	713	644	546
OTUD6B	363	465	206	224	600	606	572	416
OTUD7A	33	56	16	22	56	33	49	43
OTUD7B	336	485	172	238	795	739	739	549
OTULIN	440	435	201	263	343	316	279	212
OTULINL	580	679	253	383	185	177	149	126
OVCA2	395	563	202	318	334	284	360	298
OVGP1	3	2	1	0	112	124	110	92
OXA1L	1145	1434	534	671	1472	1158	1416	1090
OXCT1	1670	2002	851	1012	820	675	723	493
OXLD1	138	128	47	65	183	195	152	112
OXNAD1	243	218	117	112	657	614	530	459
OXR1	604	559	247	349	772	670	674	460
OXSM	224	221	106	130	442	402	406	269
OXSR1	534	610	301	361	891	877	878	651
P2RX4	104	113	54	79	149	122	137	107
P2RY1	60	80	30	33	165	123	148	118
P3H1	675	1073	391	565	1066	921	922	780
P3H3	257	256	85	136	351	294	246	223
P3H4	346	417	126	181	355	354	266	200
P4HA1	657	831	370	459	876	791	856	583
P4HA2	537	640	222	286	245	216	248	181
P4HB	3733	4641	1705	2489	4331	3890	4417	3462
PA2G4	1405	1871	663	990	3592	3405	3279	2598
PAAF1	289	290	120	130	221	192	205	170
PABPC1	3051	4234	1968	2430	9930	8506	6889	8224
PABPC1L	31	31	11	10	212	196	147	196
PABPC4	3408	4219	1687	2367	3769	3254	2815	2997
PABPC4L	89	106	22	46	323	329	274	234
PABPN1	200	401	125	173	207	252	155	104
PACC1	188	257	87	132	503	423	446	362
PACRGL	163	197	79	113	210	182	249	173
PACS1	422	456	187	244	279	269	162	260
PACS2	135	134	61	78	519	429	542	452
PACSIN2	1102	1369	517	792	769	822	674	598
PACSIN3	338	386	139	184	275	291	291	213
PAF1	3156	4372	1676	2342	1339	1277	1450	1059
PAFAH1B1	1758	1982	810	1121	1462	1338	1348	1064
PAFAH1B2	1132	1466	599	775	1356	1260	1175	842
PAFAH1B3	635	764	293	430	361	337	295	271
PAFAH2	91	140	45	58	100	79	82	66
PAG1	124	130	57	80	177	132	178	154
PAGR1	332	519	146	257	981	1031	720	605
PAICS	5371	6030	2655	3316	6349	6342	5486	4650
PAIP1	335	372	191	210	492	384	430	287
PAIP2	1786	1773	798	965	616	546	605	408
PAIP2B	94	106	53	66	82	85	81	63
PAK1	600	685	286	364	542	558	424	423
PAK1IP1	1091	1353	565	741	1516	1258	1417	929
PAK2	924	1201	536	645	779	669	513	602
PAK4	1018	1621	456	700	315	329	271	265
PALB2	258	235	119	139	906	803	805	714
PALD1	330	378	129	183	501	462	467	370
PALLD	1139	1156	494	632	611	550	436	493
PALM	140	153	59	92	50	53	39	38
PALM2-AKAP2	420	566	170	279	380	365	396	310
PAM	1013	1124	455	580	1135	952	1011	791
PAM16	111	102	45	69	47	34	31	30
PAN2	395	429	170	259	777	711	763	638
PAN3	342	408	183	207	942	778	782	664
PANK1	139	243	56	106	231	210	218	154
PANK2	524	714	266	361	931	856	743	547
PANK3	414	518	233	272	1689	1598	1498	1132
PANK4	782	925	338	456	573	469	524	408
PANX1	176	210	92	106	211	164	197	151
PAPOLA	2772	2968	1384	1707	4027	3641	3621	3255
PAPOLG	330	456	176	200	510	457	467	363
PAPSS1	1175	1389	642	781	905	861	853	607
PAPSS2	664	800	340	402	235	216	182	175
PAQR3	255	262	104	118	381	326	417	332
PAQR4	123	114	57	97	91	67	95	65
PAQR5	53	62	24	27	67	49	73	47
PAQR6	6	2	2	2	49	38	50	37
PAQR8	87	85	44	50	50	32	43	27
PARD3	1214	1344	546	789	1274	1149	1198	975
PARD3B	120	145	45	67	274	248	238	221
PARD6B	316	351	172	195	264	223	205	156
PARD6G	63	83	32	26	47	49	43	29
PARG	330	424	153	212	896	809	825	608
PARK7	5764	7268	2755	3806	2783	2839	2705	1852
PARL	47	80	29	34	138	137	103	81
PARN	1026	1055	484	568	1133	1038	1068	865
PARP1	11723	14736	5407	7412	24657	23231	23942	18743
PARP11	124	124	51	80	150	125	113	112
PARP16	132	151	68	76	96	84	83	86
PARP2	637	702	258	348	960	915	892	692
PARP3	10	16	4	4	105	103	143	92
PARP4	1476	1954	788	1029	1022	871	956	787
PARP6	39	39	16	26	749	600	641	572
PARP8	307	336	144	178	321	311	261	214
PARP9	364	337	192	186	72	86	80	54
PARPBP	1031	1156	525	631	996	931	862	649
PARS2	216	231	69	90	175	142	184	145
PARVA	365	600	220	283	217	203	164	156
PARVB	154	204	63	78	458	409	401	362
PASK	581	743	305	374	798	703	693	587
PATJ	512	575	230	347	1627	1427	1412	1114
PATL1	471	554	267	311	725	621	515	681
PATZ1	362	452	169	259	837	736	694	619
PAWR	1234	1338	562	679	888	880	724	586
PAX3	299	341	144	203	215	188	184	164
PAX6	198	214	77	107	360	315	359	281
PAXBP1	619	713	296	324	3137	3003	2905	2207
PAXIP1	638	689	295	325	1048	908	913	687
PAXX	327	415	162	214	434	384	458	300
PBDC1	461	657	267	351	480	483	471	338
PBK	2708	3028	1294	1604	554	548	563	353
PBLD	44	42	23	31	94	71	72	58
PBRM1	1597	1811	747	1004	4995	4640	4556	3690
PBX1	592	668	309	409	329	258	311	261
PBX2	186	190	65	96	232	185	208	187
PBX3	155	185	69	91	259	236	251	210
PBXIP1	217	345	129	162	235	230	218	147
PC	211	297	127	178	345	326	325	287
PCBD1	820	911	390	510	241	191	275	165
PCBD2	51	51	15	35	56	67	37	44
PCBP1	4943	6224	2399	3273	852	683	712	775
PCBP2	7747	9727	4029	5536	4597	3523	3176	4324
PCBP4	73	88	33	41	61	62	70	63
PCCA	156	200	80	110	404	412	375	343
PCCB	2294	2846	1068	1543	1476	1321	1425	996
PCDH10	41	65	20	26	878	779	711	660
PCDH17	4	2	0	6	141	109	127	103
PCDH18	62	56	17	33	85	82	77	45
PCDH7	927	1409	544	748	1225	1099	1009	966
PCDH9	179	218	94	110	800	771	859	655
PCED1A	89	111	44	61	339	283	362	283
PCF11	556	800	327	345	3359	2926	3242	2568
PCGF1	152	171	73	91	207	209	221	140
PCGF2	144	237	75	97	113	89	74	84
PCGF3	143	207	75	86	455	368	453	345
PCGF5	333	348	139	177	331	249	271	187
PCGF6	455	412	210	270	475	544	443	311
PCID2	732	736	287	420	659	585	651	401
PCIF1	275	257	106	176	318	229	226	266
PCK2	436	474	168	245	277	249	262	217
PCLO	242	197	102	101	919	733	640	849
PCM1	2961	3319	1547	1830	5123	4858	4458	3482
PCMT1	2916	3383	1397	1873	1941	1728	1800	1255
