	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
MYBBP1A	4032	3511	2317	3126
MYBL1	485	455	307	418
MYBL2	2790	2613	1761	2712
MYC	1600	1309	1266	1695
MYCBP2	7287	6366	4603	6045
MYDGF	537	537	389	525
MYEF2	381	438	260	375
MYH10	8372	8147	4952	6657
MYH11	79	78	44	59
MYH14	438	394	264	295
MYH15	92	84	50	69
MYH3	161	154	63	96
MYH9	7573	6828	4336	5858
MYL12A	493	397	400	537
MYL12B	541	488	581	705
MYL5	70	58	57	75
MYL6	3845	3659	3520	4313
MYL6B	623	677	523	588
MYLIP	271	258	178	226
MYLK	170	134	106	146
MYNN	780	713	561	711
MYO10	771	673	467	661
MYO18A	432	407	199	289
MYO19	1239	1087	928	1168
MYO1B	1533	1376	1249	1494
MYO1C	842	740	547	660
MYO1D	751	620	458	576
MYO1E	505	463	426	475
MYO3A	435	339	240	323
MYO5A	932	891	608	857
MYO5B	216	181	167	209
MYO5C	727	670	407	613
MYO6	1183	1150	616	871
MYO9A	2950	2674	2051	2516
MYO9B	977	854	545	683
MYOM2	118	95	71	97
MYOT	49	51	26	40
MYRF	69	47	31	34
MYSM1	2098	2027	1104	1435
MZF1	225	167	128	156
MZT1	276	285	186	271
MZT2A	334	339	236	285
MZT2B	971	885	794	888
N4BP1	704	683	525	626
N4BP2	1145	1067	770	966
N4BP2L2	2202	1919	1526	1893
N6AMT1	118	119	81	104
NAA10	2545	2495	1908	2488
NAA15	5664	5222	3365	4426
NAA16	971	961	538	652
NAA20	780	850	488	697
NAA25	2970	2723	1800	2302
NAA30	311	287	179	260
NAA35	1436	1350	982	1223
NAA38	672	624	493	625
NAA40	417	416	260	304
NAA50	1758	1651	1251	1602
NAA60	98	76	75	87
NAA80	48	29	40	41
NAAA	234	203	133	147
NAALAD2	79	85	53	49
NAB1	398	365	281	375
NAB2	90	103	50	73
NABP1	114	141	99	140
NABP2	584	502	395	534
NACA	9239	8116	7844	10113
NACC1	705	572	318	402
NACC2	159	117	82	115
NADK	897	771	543	700
NADK2	673	651	451	585
NADSYN1	524	465	395	502
NAE1	3668	3444	2741	3438
NAF1	603	594	259	368
NAGA	335	281	294	365
NAGK	207	210	172	185
NAGLU	356	300	274	286
NAGPA	208	189	170	175
NAIF1	56	73	44	68
NAMPT	655	600	481	587
NANP	206	199	146	173
NANS	1561	1489	1177	1496
NAP1L1	9146	9759	5893	7903
NAP1L2	114	132	85	117
NAP1L3	466	429	326	382
NAP1L4	2716	2590	1978	2415
NAPA	616	594	423	546
NAPB	157	129	92	116
NAPEPLD	177	164	71	76
NAPG	373	397	285	321
NAPRT	205	151	146	161
NARF	766	754	578	714
NARS	3316	3308	2609	3189
NARS2	967	948	745	880
NASP	6263	6194	4334	6208
NAT1	100	88	83	82
NAT10	2591	2373	1928	2419
NAT14	193	173	160	156
NAT8L	50	57	33	42
NAT9	269	234	201	265
NAV1	343	236	123	159
NAV2	111	73	37	63
NAXD	207	178	155	169
NAXE	1615	1366	1256	1579
NBAS	2292	2092	1674	2135
NBDY	140	121	107	165
NBEA	2069	1948	1162	1658
NBEAL1	994	841	591	831
NBEAL2	1340	992	621	898
NBL1	73	61	42	71
NBN	2522	2327	1895	2491
NBPF1	364	320	265	334
NBPF10	105	85	58	68
NBPF11	61	57	41	36
NBPF12	251	225	126	172
NBPF14	100	73	43	70
NBPF15	177	151	102	131
NBPF20	74	74	42	40
NBPF3	295	302	225	279
NBPF9	125	134	87	75
NBR1	1485	1375	1105	1442
NCAM1	261	245	185	223
NCAPD2	5440	4953	3451	4633
NCAPD3	4898	4128	3563	4389
NCAPG	4596	4385	3413	4372
NCAPG2	3829	3311	2241	2822
NCAPH	2116	1917	1503	2013
NCAPH2	1675	1522	1334	1504
NCBP1	2722	2577	2015	2408
NCBP2	341	315	276	322
NCBP3	1332	1305	855	1140
NCDN	677	591	450	564
NCEH1	88	82	83	98
NCK1	475	442	320	448
NCK2	252	240	193	210
NCKAP1	5451	5138	3766	4740
NCKAP5L	398	341	260	353
NCKIPSD	817	686	569	714
NCL	25364	28250	18239	25540
NCLN	930	868	680	862
NCOA1	845	641	562	736
NCOA2	1557	1333	1080	1316
NCOA3	998	780	600	798
NCOA4	2870	2436	2332	2794
NCOA5	860	810	574	740
NCOA6	1055	832	464	616
NCOA7	435	358	256	334
NCOR1	4323	3771	2690	3550
NCOR2	797	567	265	333
NCR3LG1	578	513	421	477
NCS1	280	242	164	228
NCSTN	1008	807	532	658
NDC1	2106	1736	1767	2213
NDC80	1298	1194	835	1104
NDE1	456	394	287	368
NDEL1	494	466	352	445
NDFIP1	665	608	389	505
NDFIP2	547	486	401	516
NDNF	54	40	41	54
NDOR1	260	251	201	250
NDRG1	304	322	266	347
NDRG2	140	110	104	127
NDRG3	484	419	392	465
NDRG4	121	101	76	92
NDST1	701	570	369	507
NDST2	72	62	35	56
NDUFA1	2234	2235	1344	1818
NDUFA10	1851	1745	1390	1676
NDUFA11	444	428	466	505
NDUFA12	1130	1006	812	1132
NDUFA13	487	493	437	468
NDUFA2	542	492	422	555
NDUFA3	405	329	333	406
NDUFA4	555	400	528	726
NDUFA5	481	443	295	397
NDUFA6	879	875	566	754
NDUFA8	728	744	603	843
NDUFA9	328	292	349	357
NDUFAB1	1118	908	878	1029
NDUFAF1	402	406	271	339
NDUFAF2	230	199	219	291
NDUFAF3	919	816	673	815
NDUFAF4	851	837	632	862
NDUFAF5	510	472	352	431
NDUFAF6	390	320	249	307
NDUFAF7	482	482	293	369
NDUFAF8	333	309	183	220
NDUFB1	794	694	483	656
NDUFB10	2276	2068	1797	2394
NDUFB11	1340	1317	927	1158
NDUFB2	810	738	559	695
NDUFB3	603	546	460	585
NDUFB4	986	781	816	1131
NDUFB5	551	550	359	456
NDUFB6	1250	1137	853	1033
NDUFB7	763	775	566	702
NDUFB8	522	408	461	532
NDUFB9	1977	2013	1165	1668
NDUFC1	467	370	331	438
NDUFC2	1154	1220	846	1048
NDUFS1	3622	3265	2613	3230
NDUFS2	2505	2318	1635	2260
NDUFS3	1518	1373	1155	1480
NDUFS4	605	587	452	572
NDUFS5	2164	2250	1582	2143
NDUFS6	601	651	403	536
NDUFS7	595	559	497	631
NDUFS8	1143	1011	904	1252
NDUFV1	3212	2920	2353	2913
NDUFV2	727	657	568	739
NDUFV3	1107	1051	751	934
NEB	318	332	163	239
NEBL	188	180	123	171
NECAB3	212	181	127	169
NECAP1	419	415	296	407
NECAP2	389	371	318	402
NECTIN1	87	70	47	75
NECTIN2	377	325	227	296
NECTIN3	990	861	765	968
NEDD1	866	795	643	775
NEDD4	323	304	271	322
NEDD4L	246	211	150	213
NEDD8	66	76	59	90
NEFL	409	412	316	369
NEFM	675	660	362	485
NEIL1	175	154	110	149
NEIL2	80	70	58	81
NEIL3	866	789	623	708
NEK1	1375	1267	821	1029
NEK10	201	172	110	166
NEK11	100	106	59	76
NEK2	1048	1055	783	934
NEK3	421	380	318	368
NEK4	2020	1842	1510	1806
NEK6	283	258	195	255
NEK7	507	455	451	529
NEK8	66	53	45	51
NEK9	1852	1578	1242	1502
NELFA	463	447	336	459
NELFB	1008	933	796	881
NELFCD	1679	1652	1298	1738
NELFE	1208	1075	958	1127
NELL2	546	514	375	479
NEMF	1840	1738	1261	1631
NEMP1	812	757	487	620
NEMP2	133	104	74	95
NENF	842	775	595	704
NEO1	1223	1057	697	979
NEPRO	1384	1273	986	1240
NES	60	48	41	46
NET1	1576	1580	1300	1633
NETO2	1421	1286	1012	1328
NEU1	442	436	374	449
NEU3	354	284	257	297
NEURL4	1019	905	601	791
NEXMIF	41	27	37	40
NEXN	140	130	91	126
NF1	3633	3004	1783	2516
NF2	2009	1809	1145	1543
NFAT5	1293	1111	735	1002
NFATC1	70	62	33	42
NFATC2IP	586	529	340	492
NFATC3	1347	1086	922	1259
NFATC4	71	53	53	56
NFE2L1	1099	1049	831	1037
NFE2L2	832	707	531	667
NFE2L3	481	428	406	558
NFIA	532	475	314	386
NFIB	220	161	134	158
NFIL3	240	195	200	225
NFIX	110	81	28	47
NFKB1	913	934	637	793
NFKB2	162	148	75	143
NFKBIA	279	267	264	327
NFKBIB	303	239	159	219
NFKBIL1	195	178	128	149
NFKBIZ	76	79	96	108
NFRKB	1978	1600	1277	1673
NFS1	372	295	236	330
NFU1	647	612	504	695
NFX1	1734	1467	1021	1355
NFXL1	1061	1012	587	818
NFYA	457	363	250	344
NFYB	343	339	297	385
NFYC	610	511	364	611
NGDN	1268	1317	975	1218
NGEF	78	65	45	77
NGLY1	1500	1343	1117	1260
NGRN	1425	1406	1091	1482
NHEJ1	290	226	208	273
NHLRC2	1175	984	723	914
NHLRC3	242	229	175	221
NHP2	1823	1824	1335	1852
NHSL1	291	247	161	225
NIBAN1	44	39	31	34
NIBAN2	830	745	584	759
NID1	1420	1175	677	937
NID2	339	273	184	241
NIF3L1	865	807	743	862
NIFK	1514	1288	1223	1590
NIN	3736	3509	2346	2987
NINJ1	42	37	36	39
NINL	442	418	244	290
NIP7	912	801	586	776
NIPA1	59	48	47	48
NIPA2	834	752	729	899
NIPAL1	70	60	43	60
NIPAL2	52	40	32	39
NIPAL3	349	288	241	316
NIPBL	4033	3534	2177	2915
NIPSNAP1	684	609	545	679
NIPSNAP2	834	818	630	856
NIPSNAP3A	464	500	336	430
NISCH	1858	1621	1166	1623
NIT1	317	261	251	309
NIT2	692	627	568	692
NKAP	1051	989	767	955
NKAPD1	809	728	651	675
NKD2	88	76	55	68
NKIRAS1	173	180	112	140
NKIRAS2	284	286	164	251
NKRF	2185	1988	1465	1859
NKTR	4784	4072	3157	3946
NKX2-5	191	187	160	205
NKX6-1	45	45	27	44
NLE1	654	519	555	643
NLGN1	190	165	150	183
NLGN2	154	104	31	60
NLK	182	133	153	202
NLN	1519	1451	1064	1379
NLRC4	55	36	32	29
NLRP14	47	60	37	34
NLRX1	368	302	268	298
NMB	72	56	64	101
NMD3	1737	1727	1208	1484
NME1	1398	1229	1227	1450
NME1-NME2	254	224	141	245
NME3	304	305	203	265
NME4	798	699	543	651
NME6	287	241	223	262
NME7	442	417	343	376
NMNAT1	151	166	136	161
NMRAL1	341	316	268	328
NMRK1	66	53	62	60
NMT1	1616	1515	1445	1664
NMT2	596	570	427	512
NMU	125	100	100	127
NNT	2091	1736	1552	1901
NOA1	888	855	653	824
NOB1	820	777	561	876
NOC2L	3334	3293	2669	3461
NOC3L	2587	2396	1979	2424
NOC4L	428	361	291	463
NOCT	472	342	289	428
NOD1	134	111	96	119
NOL10	2407	2275	1646	2154
NOL11	3808	3497	3064	3763
NOL6	1284	1057	889	1194
NOL7	2079	2167	1506	1926
NOL8	2776	2555	1635	2157
NOL9	1656	1386	1061	1406
NOLC1	5076	4896	3636	4937
NOM1	898	917	580	829
NOMO1	671	547	519	692
NOMO2	155	116	135	162
NOMO3	188	123	142	176
NONO	7606	7397	5840	7449
NOP10	457	455	349	489
NOP14	4369	4388	3040	3871
NOP16	1263	1272	954	1111
NOP2	2902	2700	2110	2769
NOP53	1399	1448	1109	1464
NOP56	9145	8503	7102	8796
NOP58	6125	5914	4415	5325
NOP9	787	717	555	695
NOS1AP	63	46	25	34
NOSIP	932	829	774	911
NOSTRIN	114	98	48	65
NOTCH1	364	243	165	226
NOTCH2	4754	4075	2787	3439
NOTCH3	267	170	102	136
NOVA1	90	85	36	43
NOXA1	33	42	40	37
NOXO1	101	65	40	65
NPAS1	93	74	47	58
NPAS2	61	49	32	42
NPAT	1812	1456	1339	1758
NPC1	726	627	490	595
NPC2	696	636	528	629
NPDC1	209	203	144	155
NPEPL1	87	82	43	59
NPEPPS	2628	2333	1315	1590
NPHP1	243	221	183	199
NPHP3	392	352	229	285
NPHP4	452	351	238	298
NPL	108	133	71	105
NPLOC4	1687	1482	1262	1518
NPM1	13384	13461	10445	12752
NPM3	1182	1217	891	1111
NPNT	119	89	73	104
NPRL2	527	448	415	546
NPRL3	220	169	118	116
NPTN	758	668	542	680
NPTX1	182	163	115	135
NPTX2	102	80	75	108
NQO1	138	130	101	104
NQO2	409	384	293	364
NR1D2	1297	1155	861	1073
NR1H2	184	167	160	169
NR1H3	114	108	89	125
NR1I3	129	89	81	116
NR2C1	854	715	585	697
NR2C2	862	678	420	566
NR2C2AP	216	225	213	225
NR2F1	292	251	215	296
NR2F2	413	350	233	279
NR2F6	262	241	148	159
NR3C1	781	687	510	632
NR3C2	385	350	267	381
NR6A1	295	232	159	216
NRARP	42	45	29	40
NRAS	891	717	706	938
NRBF2	175	126	136	174
NRBP1	1077	923	874	1085
NRBP2	59	49	42	47
NRCAM	224	204	122	161
NRDC	4437	4094	2849	3560
NRDE2	1350	1223	864	1050
NREP	55	42	31	47
NRF1	507	441	365	453
NRIP1	895	771	703	914
NRIP2	49	44	26	26
NRIP3	132	96	100	111
NRN1	119	115	105	148
NRP1	557	580	410	567
NRP2	141	114	93	123
NRSN2	75	78	45	59
NRXN3	236	230	131	176
NSA2	1099	1067	1002	1195
NSD1	9317	8653	5538	6874
NSD2	4623	4128	2548	3335
NSD3	1864	1581	1085	1407
NSDHL	811	690	717	936
NSF	682	679	496	619
NSFL1C	765	685	565	775
NSL1	919	845	689	865
NSMAF	842	698	558	748
NSMCE1	546	520	416	485
NSMCE2	517	470	453	518
NSMCE3	286	259	229	285
NSMCE4A	1360	1305	958	1235
NSMF	834	671	621	729
NSRP1	267	280	203	241
NSUN2	3340	3419	2206	2978
NSUN3	397	349	256	318
NSUN4	359	339	288	309
NSUN5	371	400	286	371
NSUN6	549	519	368	475
NT5C	323	293	253	275
NT5C2	613	534	416	607
NT5C3A	348	291	301	335
NT5C3B	1732	1512	1475	1908
NT5DC1	875	778	701	818
NT5DC2	2331	2045	1726	2179
NT5DC3	419	411	225	329
NT5M	44	41	38	45
NTAN1	263	209	214	240
NTHL1	689	694	448	533
NTMT1	662	668	628	656
NTN1	91	92	78	95
NTPCR	769	678	516	718
NUAK1	187	175	130	163
NUB1	1214	1088	960	1195
NUBP1	357	349	319	391
NUBP2	605	647	415	494
NUBPL	309	292	194	222
NUCB1	670	614	436	606
NUCB2	835	861	711	773
NUCKS1	10442	10743	8056	9921
NUDC	1828	1991	1306	2064
NUDCD1	1051	1009	793	931
NUDCD2	354	383	278	316
NUDCD3	582	564	407	544
NUDT1	317	334	257	282
NUDT11	90	73	52	92
NUDT12	618	566	428	566
NUDT13	192	174	99	142
NUDT14	83	84	62	79
NUDT15	374	369	198	281
NUDT16	260	204	143	183
NUDT16L1	143	148	85	121
NUDT17	65	60	43	42
NUDT19	367	348	233	287
NUDT2	182	196	148	182
NUDT21	1370	1266	1005	1330
NUDT22	184	196	139	179
NUDT5	1579	1394	1093	1423
NUDT6	151	108	107	121
NUDT7	50	51	43	57
NUDT8	91	91	64	74
NUDT9	273	293	192	250
NUF2	1187	1128	975	1226
NUFIP1	460	420	341	376
NUFIP2	2058	1882	1400	1832
NUMA1	3458	3076	2124	2892
NUMB	443	390	342	455
NUMBL	160	155	64	72
NUP107	4360	4174	3209	3930
NUP133	9291	8442	6677	8018
NUP153	7566	6027	5452	6685
NUP155	7709	6455	5505	6809
NUP160	5314	4585	3367	4090
NUP188	5512	4858	3389	4380
NUP205	10682	9374	8105	9655
NUP210	3595	2951	2107	2802
NUP210L	63	54	48	42
NUP214	2078	1665	1010	1268
NUP35	710	533	532	625
NUP37	1061	963	926	1186
NUP42	987	832	736	981
NUP43	1880	1568	1384	1741
NUP50	746	718	495	708
NUP54	1881	1657	1539	1903
NUP58	1544	1271	1229	1583
NUP62	738	597	616	782
NUP62CL	293	228	210	277
NUP85	1844	1652	1423	1806
NUP88	2523	2239	2049	2479
NUP93	3539	3290	2780	3281
NUP98	5339	4478	4144	5176
NUS1	232	217	106	200
NUTF2	737	486	608	867
NVL	3023	2643	2178	2542
NXF1	996	998	688	989
NXN	184	172	144	163
NXPE3	585	489	366	477
NXT1	248	240	204	262
NXT2	175	140	119	163
NYNRIN	97	82	39	67
OAF	152	135	94	103
OARD1	110	85	68	106
OAT	3733	3410	3237	3874
OAZ1	7228	5929	6725	8226
OAZ2	256	242	138	154
OBI1	1132	1107	834	1039
OBSCN	443	358	190	254
OBSL1	1244	1241	782	1014
OCA2	58	68	38	51
OCIAD1	1017	930	805	979
OCLN	250	234	141	227
OCRL	1624	1452	1039	1342
ODC1	8824	8358	6705	8180
ODF2	1715	1594	1169	1528
ODF2L	891	889	575	762
ODR4	934	839	651	858
OFD1	1051	1005	775	957
OGA	4101	3593	2378	3084
OGDH	1139	1016	703	990
OGDHL	411	410	296	339
OGFOD1	1779	1722	1170	1501
OGFOD2	143	127	126	140
OGFOD3	242	225	162	204
OGFR	713	669	457	610
OGFRL1	465	460	329	427
OGG1	231	186	200	234
OGN	122	121	38	74
OGT	5322	4630	3587	4485
OIP5	289	244	189	276
OLA1	2069	2104	1517	2016
OMA1	1147	1022	904	1127
OMD	124	105	38	66
OMG	74	87	30	44
ONECUT2	58	58	45	30
OPA1	3016	2837	2125	2691
OPA3	52	40	31	38
OPHN1	253	199	158	213
OPTN	166	143	110	139
ORAI1	73	39	41	80
ORAI2	77	48	40	47
ORC1	1664	1490	1345	1599
ORC2	1287	1219	991	1279
ORC3	1311	1130	999	1252
ORC4	1075	1042	807	1102
ORC5	986	869	663	847
ORC6	871	877	587	728
ORMDL1	363	323	343	442
ORMDL2	256	233	171	235
ORMDL3	102	100	80	93
OS9	1929	1850	1552	1895
OSBP	1288	1179	718	928
OSBP2	136	93	82	106
OSBPL10	101	89	67	113
OSBPL11	999	843	632	842
OSBPL1A	521	505	324	391
OSBPL2	456	407	336	390
OSBPL3	749	671	493	663
OSBPL5	111	107	78	108
OSBPL6	661	529	384	511
OSBPL8	1911	1782	1460	1853
OSBPL9	1939	1748	1588	1902
OSCP1	109	95	99	107
OSER1	428	339	390	488
OSGEP	943	850	678	846
OSGEPL1	286	251	211	280
OSGIN2	426	403	317	453
OSR2	52	53	59	57
OST4	299	281	182	283
OSTC	630	617	431	608
OSTF1	267	200	200	260
OSTM1	282	247	216	246
OTUB1	758	654	740	920
OTUB2	71	59	35	52
OTUD1	70	69	53	59
OTUD3	387	338	239	283
OTUD4	1260	1189	727	965
OTUD5	741	713	451	654
OTUD6B	600	606	394	520
OTUD7A	56	33	36	35
OTUD7B	795	739	498	674
OTULIN	343	316	213	289
OTULINL	185	177	139	160
OVCA2	334	284	305	358
OVGP1	112	124	72	90
OXA1L	1472	1158	1007	1363
OXCT1	820	675	566	786
OXLD1	183	195	140	156
OXNAD1	657	614	449	521
OXR1	772	670	563	685
OXSM	442	402	324	371
OXSR1	891	877	641	814
P2RX4	149	122	116	131
P2RY1	165	123	138	173
P3H1	1066	921	735	860
P3H3	351	294	176	249
P3H4	355	354	214	283
P4HA1	876	791	591	719
P4HA2	245	216	187	244
P4HB	4331	3890	3347	4377
PA2G4	3592	3405	2613	3161
PAAF1	221	192	142	207
PABPC1	9930	8506	4454	6154
PABPC1L	212	196	102	133
PABPC4	3769	3254	2053	2691
PABPC4L	323	329	193	254
PABPN1	207	252	92	110
PACC1	503	423	361	413
PACRGL	210	182	210	213
PACS1	279	269	115	140
PACS2	519	429	351	466
PACSIN2	769	822	540	717
PACSIN3	275	291	181	234
PAF1	1339	1277	1120	1545
PAFAH1B1	1462	1338	1038	1347
PAFAH1B2	1356	1260	962	1230
PAFAH1B3	361	337	247	298
PAFAH2	100	79	58	67
PAG1	177	132	99	172
PAGR1	981	1031	554	719
PAICS	6349	6342	4257	5776
PAIP1	492	384	338	438
PAIP2	616	546	480	656
PAIP2B	82	85	72	89
PAK1	542	558	364	436
PAK1IP1	1516	1258	1128	1338
PAK2	779	669	348	439
PAK4	315	329	173	237
PALB2	906	803	641	766
PALD1	501	462	370	436
PALLD	611	550	351	471
PALM	50	53	37	39
PALM2-AKAP2	380	365	292	346
PAM	1135	952	806	1011
PAM16	47	34	27	33
PAN2	777	711	597	803
PAN3	942	778	541	731
PANK1	231	210	164	176
PANK2	931	856	595	739
PANK3	1689	1598	1092	1427
PANK4	573	469	418	533
PANX1	211	164	156	217
PAPOLA	4027	3641	2565	3525
PAPOLG	510	457	372	469
PAPSS1	905	861	655	837
PAPSS2	235	216	167	199
PAQR3	381	326	329	410
PAQR4	91	67	86	97
PAQR5	67	49	56	86
PAQR6	49	38	37	38
PAQR8	50	32	32	52
PARD3	1274	1149	904	1106
PARD3B	274	248	177	224
PARD6B	264	223	151	214
PARD6G	47	49	42	38
PARG	896	809	591	816
PARK7	2783	2839	2091	2835
PARL	138	137	73	108
PARN	1133	1038	834	1105
PARP1	24657	23231	17812	23073
PARP11	150	125	78	108
PARP16	96	84	80	104
PARP2	960	915	705	895
PARP3	105	103	94	127
PARP4	1022	871	717	891
PARP6	749	600	432	605
PARP8	321	311	241	282
PARP9	72	86	52	60
PARPBP	996	931	690	841
PARS2	175	142	156	164
PARVA	217	203	116	143
PARVB	458	409	330	412
PASK	798	703	575	700
PATJ	1627	1427	1026	1299
PATL1	725	621	327	491
PATZ1	837	736	463	660
PAWR	888	880	563	663
PAX3	215	188	154	164
PAX6	360	315	251	330
PAXBP1	3137	3003	2165	2767
PAXIP1	1048	908	648	843
PAXX	434	384	355	407
PBDC1	480	483	320	393
PBK	554	548	403	568
PBLD	94	71	55	55
PBRM1	4995	4640	3245	4325
PBX1	329	258	206	317
PBX2	232	185	134	194
PBX3	259	236	174	237
PBXIP1	235	230	149	207
PC	345	326	204	266
PCBD1	241	191	177	275
PCBD2	56	67	34	47
PCBP1	852	683	521	634
PCBP2	4597	3523	2290	2765
PCBP4	61	62	58	82
PCCA	404	412	251	356
PCCB	1476	1321	1083	1386
PCDH10	878	779	599	720
PCDH17	141	109	85	105
PCDH18	85	82	58	67
PCDH7	1225	1099	835	1044
PCDH9	800	771	643	889
PCED1A	339	283	289	352
PCF11	3359	2926	2495	3258
PCGF1	207	209	153	196
PCGF2	113	89	48	67
PCGF3	455	368	379	433
PCGF5	331	249	212	234
PCGF6	475	544	377	457
PCID2	659	585	468	586
PCIF1	318	229	144	210
PCK2	277	249	225	247
PCLO	919	733	393	579
PCM1	5123	4858	3329	4332
PCMT1	1941	1728	1358	1705
PCMTD1	202	191	127	201
PCMTD2	486	447	283	429
PCNA	6347	6207	5099	6376
PCNP	825	825	584	801
PCNT	5200	4885	2518	3763
PCNX1	3187	2845	2087	2591
PCNX2	1609	1430	992	1328
PCNX3	1173	894	574	760
PCNX4	1884	1630	1274	1512
PCOLCE2	498	444	359	425
PCSK1N	71	57	36	29
PCSK5	311	313	220	292
PCSK6	1329	1124	820	1009
PCSK7	452	432	276	340
PCTP	150	161	132	170
PCYOX1	560	567	386	477
PCYOX1L	105	90	99	102
PCYT1A	410	345	256	330
PCYT2	278	244	223	298
PDAP1	612	662	491	685
PDCD10	660	612	535	649
PDCD11	6114	5730	4208	5272
PDCD2	1580	1516	1244	1431
PDCD2L	382	331	294	378
PDCD4	1565	1695	1045	1430
PDCD5	1724	1632	1157	1664
PDCD6	452	421	339	463
PDCD6IP	3417	3109	2508	3229
PDCD7	225	207	119	153
PDCL	436	423	299	377
PDCL3	292	308	193	243
PDE10A	133	123	92	105
PDE12	1313	1173	992	1088
PDE3B	1058	918	648	876
PDE4A	78	65	42	49
PDE4D	182	138	108	147
PDE4DIP	509	489	308	413
PDE5A	322	295	225	315
PDE6D	207	195	131	182
PDE7A	368	355	255	367
PDE8A	821	674	561	721
PDE9A	192	145	133	186
PDF	102	126	67	83
PDGFC	192	146	132	167
PDGFRL	56	53	38	41
PDHA1	2762	2736	1906	2552
PDHB	2815	2744	2318	2815
PDHX	956	868	732	973
PDIA3	2557	2568	1959	2546
PDIA4	3864	3899	2878	3789
PDIA5	412	404	259	284
PDIA6	5296	5180	3905	5152
PDIK1L	344	291	182	245
PDK1	301	276	203	254
PDK2	187	149	133	178
PDK3	499	432	382	430
PDLIM1	549	445	381	474
PDLIM3	142	115	90	128
PDLIM5	573	544	467	566
PDLIM7	221	213	182	230
PDP1	358	268	300	364
PDP2	300	271	206	250
PDPK1	144	122	92	138
PDPN	121	119	96	131
PDPR	311	294	172	234
PDRG1	240	273	104	209
PDS5A	3956	3682	2650	3480
PDS5B	2540	2258	1488	1939
PDSS1	677	641	411	549
PDSS2	221	214	151	195
PDXDC1	1442	1402	1128	1447
PDXK	794	803	561	735
PDZD11	239	215	213	255
PDZD2	74	57	27	45
PDZD4	70	73	38	52
PDZD8	2353	2186	1684	2079
PDZRN3	150	152	96	178
PEA15	195	181	126	212
PEAK1	782	693	406	528
PEBP1	1606	1427	1319	1523
PECR	218	198	121	186
PEF1	783	630	733	887
PELI1	213	187	198	217
PELI2	185	152	129	162
PELI3	106	92	71	91
PELO	643	566	526	600
PELP1	1554	1345	781	1074
PEMT	375	328	273	341
PEPD	867	829	613	761
PER1	318	218	153	217
PER2	184	169	124	140
PER3	52	49	25	36
PERP	321	233	329	430
PES1	4108	4259	3445	4215
PET100	230	286	185	237
PET117	159	161	93	119
PEX1	1167	1022	805	1062
PEX10	186	171	145	159
PEX11A	142	168	120	162
PEX11B	175	140	104	128
PEX12	60	63	45	65
PEX13	423	413	324	358
PEX14	207	194	144	177
PEX16	267	251	179	236
PEX19	482	421	325	404
PEX2	427	462	336	394
PEX26	335	280	200	258
PEX3	946	845	678	911
PEX5	721	615	400	546
PEX6	178	127	107	176
PEX7	243	238	151	216
PFAS	2767	2340	1774	2264
PFDN1	374	299	256	352
PFDN2	570	592	445	615
PFDN4	825	901	592	793
PFDN5	2115	1985	1689	2147
PFDN6	585	531	460	624
PFKFB2	320	268	253	307
PFKFB3	383	337	269	316
PFKFB4	96	86	49	84
PFKL	1836	1588	1476	1883
PFKM	2319	2106	1673	2077
PFKP	1151	1056	806	1031
PFN1	2605	2389	1748	2318
PFN2	1222	1031	976	1215
PGAM2	58	56	39	58
PGAM5	1068	1023	884	1049
PGAP1	690	548	460	532
PGAP2	146	112	123	158
PGAP3	63	60	49	64
PGBD1	614	569	426	516
PGBD2	133	127	123	150
PGBD4	75	63	60	58
PGBD5	151	95	89	149
PGD	2174	2122	1580	2334
PGGHG	178	136	96	143
PGGT1B	444	387	301	359
PGK1	7328	6800	6048	7278
PGLS	425	351	261	291
PGM1	1576	1374	1074	1429
PGM2	1293	1257	938	1152
PGM2L1	203	199	101	142
PGM3	1272	1086	977	1239
PGP	557	510	362	544
PGRMC1	1838	1719	1364	1763
PGRMC2	278	276	134	193
PGS1	421	391	310	369
PHACTR2	498	478	390	543
PHACTR4	664	593	345	409
PHAX	1156	968	757	977
PHB	3360	3022	2830	3407
PHB2	4382	3689	3581	4152
PHC2	745	634	492	651
PHC3	678	557	395	491
PHF1	183	144	94	130
PHF10	1559	1402	890	1021
PHF12	381	371	178	269
PHF13	194	148	92	97
PHF14	2282	2202	1625	2017
PHF19	357	347	297	356
PHF2	685	573	449	573
PHF20	960	961	664	775
PHF20L1	1527	1440	1204	1493
PHF21A	165	119	64	115
PHF21B	46	35	27	39
PHF23	635	677	431	581
PHF3	5745	5102	4016	5263
PHF5A	516	454	325	451
PHF6	2198	2065	1674	2151
PHF7	73	63	35	47
PHF8	1593	1469	813	1092
PHGDH	4752	4633	3452	4378
PHIP	4682	4348	2971	3952
PHKA1	1266	1156	964	1194
PHKA2	905	748	536	734
PHKB	1353	1104	891	1077
PHKG1	48	41	27	30
PHKG2	847	755	656	796
PHLDB1	203	200	129	219
PHLDB2	239	205	170	217
PHLDB3	74	81	44	83
PHLPP1	589	485	325	395
PHLPP2	865	754	570	731
PHOSPHO2	176	141	91	119
PHPT1	460	402	336	472
PHRF1	1664	1508	1050	1383
PHTF1	750	756	540	665
PHTF2	714	687	482	698
PHYH	150	160	134	185
PHYHD1	295	204	172	237
