	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
ARHGEF16	118	162	80	38	61	41	43	56
ARHGEF17	165	197	113	50	117	104	62	80
ARHGEF2	963	1205	536	360	500	471	294	418
ARHGEF25	23	42	16	18	239	201	148	183
ARHGEF26	369	479	231	153	733	659	410	642
ARHGEF28	137	124	73	42	60	41	62	71
ARHGEF3	210	224	116	77	206	153	115	178
ARHGEF39	261	366	172	89	254	218	151	194
ARHGEF4	65	52	48	19	303	249	197	270
ARHGEF40	145	181	76	39	132	137	95	107
ARHGEF6	258	247	62	46	207	200	165	213
ARHGEF7	575	704	342	215	587	549	346	447
ARHGEF9	31	22	18	11	311	252	202	265
ARID1A	1819	2520	1129	700	1418	1096	476	662
ARID1B	702	795	363	241	1589	1367	806	1184
ARID2	1253	1486	680	417	1828	1583	1192	1603
ARID3A	153	195	52	51	95	80	52	65
ARID3B	103	120	59	20	134	97	66	101
ARID4A	230	263	143	96	577	551	340	449
ARID4B	797	941	459	331	2614	2438	1829	2312
ARID5A	87	105	50	19	72	85	59	78
ARID5B	645	793	413	255	348	258	209	280
ARIH1	914	1192	514	306	1554	1479	834	1140
ARIH2	644	644	300	194	2438	2227	1897	2312
ARL1	1280	1336	673	428	643	593	523	723
ARL10	37	50	22	12	172	180	62	98
ARL13B	268	282	141	80	541	492	354	496
ARL14EP	336	375	227	139	458	407	343	411
ARL15	220	181	109	59	187	157	114	145
ARL16	255	360	214	125	287	240	205	310
ARL2	391	417	139	58	163	146	174	220
ARL2BP	508	563	256	177	532	457	454	553
ARL3	931	1058	429	329	225	199	165	237
ARL4A	32	28	18	17	109	80	81	78
ARL4C	110	155	52	38	85	83	50	79
ARL4D	102	110	46	35	67	50	26	39
ARL5A	23	40	20	12	549	486	367	453
ARL5B	578	703	309	226	406	361	254	348
ARL6	160	210	73	63	234	236	196	246
ARL6IP1	379	542	207	154	432	382	375	447
ARL6IP4	1027	1448	563	463	1814	1763	1247	1492
ARL6IP5	844	790	403	238	954	924	642	882
ARL6IP6	289	303	129	82	355	251	238	319
ARL8A	374	452	196	109	199	207	123	197
ARL8B	483	655	270	177	558	469	408	448
ARMC1	568	618	309	171	609	615	513	630
ARMC10	79	102	47	35	311	261	191	233
ARMC2	60	66	31	19	64	57	46	69
ARMC4	243	238	116	67	239	221	146	182
ARMC5	161	255	165	89	219	244	170	183
ARMC6	972	1247	677	331	1199	986	934	992
ARMC7	181	252	118	82	46	35	35	39
ARMC8	419	461	254	177	981	954	743	1000
ARMC9	480	593	249	150	542	506	349	423
ARMCX3	312	397	205	125	370	381	244	366
ARMCX4	21	40	38	19	138	99	34	54
ARMCX5	212	196	112	74	645	570	496	588
ARMCX6	17	44	20	10	61	75	43	40
ARMH3	730	762	355	253	563	507	332	472
ARMH4	146	152	78	34	132	92	104	95
ARMT1	1774	1879	887	581	1310	1149	886	1248
ARNT	577	707	294	207	712	665	570	633
ARNT2	83	117	33	26	347	286	194	259
ARNTL	65	71	33	26	116	108	82	98
ARNTL2	97	104	28	18	847	721	620	723
ARPC1A	172	209	76	41	188	164	169	238
ARPC1B	104	126	38	31	62	56	43	67
ARPC2	4339	4983	1860	1309	2151	1846	1743	2146
ARPC3	2363	2638	1410	915	1354	1320	918	1267
ARPC4-TTLL3	105	131	42	29	79	73	49	68
ARPC5	767	1017	397	274	706	780	516	735
ARPC5L	536	676	279	154	233	254	137	192
ARPP19	644	720	294	260	532	497	359	429
ARRB1	143	139	52	49	137	116	95	106
ARRB2	830	991	436	243	430	368	299	448
ARRDC1	380	452	204	97	275	213	269	271
ARRDC2	84	80	35	16	43	35	50	26
ARRDC3	78	88	39	27	145	126	105	117
ARRDC4	308	331	150	81	215	214	141	176
ARSA	169	197	95	44	101	82	77	87
ARSB	125	169	74	30	242	217	174	236
ARSG	44	40	18	14	91	51	53	60
ARSK	223	236	129	65	205	166	126	170
ARV1	625	738	351	206	686	612	493	593
ARVCF	78	105	42	22	186	155	110	143
AS3MT	234	240	83	77	259	272	179	239
ASAH1	946	1046	441	280	453	464	298	434
ASAP1	526	593	244	149	752	633	367	438
ASAP2	311	401	141	90	392	333	216	294
ASAP3	143	156	64	31	205	185	143	157
ASB1	151	210	80	37	192	222	145	159
ASB13	141	182	66	38	237	201	152	190
ASB14	0	0	0	0	81	70	37	43
ASB16	23	19	10	13	36	30	28	45
ASB3	633	735	360	211	893	796	617	793
ASB6	898	1113	552	321	509	426	383	470
ASB7	93	127	49	26	267	250	197	247
ASB8	425	491	250	188	290	274	179	229
ASCC1	877	1035	472	264	494	441	339	421
ASCC2	1029	1312	467	309	1010	908	767	890
ASCC3	2425	2806	1374	863	5959	5396	4404	5322
ASDURF	98	68	48	27	240	221	131	173
ASF1A	804	1004	429	285	639	618	485	678
ASF1B	1067	1416	563	404	650	537	522	648
ASH1L	1065	1244	657	452	5129	4547	2686	3568
ASH2L	892	1017	523	330	527	501	373	407
ASIC1	176	179	66	47	155	135	65	86
ASL	104	123	52	34	181	132	119	153
ASMTL	249	242	107	69	256	239	169	223
ASNS	2675	2483	1143	798	2747	2555	2243	2647
ASNSD1	374	410	172	125	2237	2137	1783	2009
ASPH	862	1000	358	208	1791	1647	1194	1515
ASPHD2	51	59	11	11	72	51	44	55
ASPM	2591	2692	1615	1152	13233	12162	8633	12588
ASPN	1	0	0	0	115	83	28	63
ASPSCR1	235	351	162	87	400	353	291	344
ASRGL1	361	481	193	126	373	346	262	310
ASS1	467	482	236	126	395	358	330	396
ASTE1	205	264	110	70	396	292	276	339
ASTN2	22	21	6	4	54	57	41	42
ASXL1	674	891	480	262	2625	2220	1469	1972
ASXL2	325	376	242	162	1093	924	572	734
ASXL3	79	64	48	31	85	83	45	61
ATAD1	1027	1261	610	310	972	898	666	828
ATAD2	2852	2951	1650	1085	3572	3490	2632	3277
ATAD2B	279	317	117	89	1290	1088	863	1059
ATAD3A	790	1064	348	231	879	785	649	818
ATAD3B	526	703	274	142	885	884	644	794
ATAD5	723	702	394	277	2481	2358	1309	1823
ATAT1	210	261	116	80	96	86	70	74
ATE1	522	602	262	201	848	763	515	696
ATF1	425	579	243	152	379	380	360	409
ATF2	296	322	103	87	816	766	615	763
ATF3	146	175	97	59	55	62	69	81
ATF4	312	313	1055	662	7364	7194	6526	7638
ATF5	24	33	90	46	49	37	29	41
ATF6	1369	1502	707	464	1247	1144	1014	1241
ATF6B	967	1226	502	304	425	345	336	399
ATF7IP	2456	2878	1632	1009	1358	1270	709	950
ATF7IP2	24	26	12	9	121	104	81	90
ATG10	42	48	25	15	79	59	42	74
ATG101	307	375	148	94	303	337	225	272
ATG12	182	243	125	76	132	103	110	151
ATG13	401	459	234	157	587	498	427	540
ATG14	84	99	48	43	305	325	239	306
ATG16L1	475	587	240	171	945	819	653	844
ATG16L2	20	19	14	13	117	93	83	90
ATG2A	380	533	273	167	759	699	401	572
ATG2B	1149	1221	574	414	1924	1683	1220	1619
ATG3	694	753	338	231	1431	1367	1208	1471
ATG4A	188	201	143	92	356	295	232	389
ATG4B	1010	1296	710	472	706	639	524	699
ATG4C	373	359	172	92	761	780	593	828
ATG4D	207	264	97	46	358	306	302	306
ATG5	548	537	257	166	661	593	470	599
ATG7	597	642	324	178	1001	924	701	842
ATG9A	1076	1158	531	302	570	458	443	558
ATIC	6842	7908	3327	2152	2188	2045	910	1414
ATL1	161	180	89	62	102	94	54	94
ATL2	1059	1286	590	433	1828	1816	1237	1645
ATL3	113	131	76	36	545	452	384	456
ATM	1032	1003	554	351	4686	4274	2981	3798
ATMIN	81	87	33	31	1114	954	866	1048
ATN1	832	1038	346	213	406	315	120	120
ATOX1	888	991	486	322	159	162	156	186
ATP10D	80	87	60	24	254	247	212	257
ATP11A	270	325	139	84	490	449	224	290
ATP11B	588	640	239	153	1113	1078	835	1074
ATP11C	1167	1284	580	336	2264	2062	1651	2102
ATP13A1	809	1351	532	272	1045	893	603	830
ATP13A2	617	683	295	192	855	741	562	749
ATP13A3	1205	1413	440	270	2598	2431	1870	2432
ATP1A1	13384	17177	5634	3304	11333	10488	7366	11119
ATP1B1	911	965	445	272	360	354	216	335
ATP1B3	1847	2160	819	541	1402	1297	1050	1322
ATP23	170	157	89	49	106	92	93	98
ATP2A1	27	30	9	4	92	59	40	57
ATP2A2	7619	9723	3732	2162	5659	5174	2617	3386
ATP2B1	1801	2314	943	547	2538	2456	1847	2320
ATP2B4	156	197	81	50	1023	924	491	657
ATP2C1	1081	1364	451	262	1941	1898	1219	1544
ATP5F1A	9416	12047	4630	2934	11573	10642	9440	11363
ATP5F1B	24655	29659	13110	7878	16140	14248	13850	16617
ATP5F1C	6027	6661	2910	1905	3056	2787	2521	3130
ATP5F1D	918	1341	482	288	237	191	149	198
ATP5F1E	2082	2352	1055	823	882	700	653	946
ATP5IF1	2167	2768	1211	780	1582	1595	1047	1381
ATP5MC1	1368	1662	920	570	996	779	832	1052
ATP5MC2	3756	5071	1884	1278	1452	1130	1210	1428
ATP5MC3	5265	5909	2567	1613	3772	3319	3191	3956
ATP5MD	1605	1847	725	534	569	630	517	677
ATP5ME	2040	2271	946	603	1878	2053	1236	1588
ATP5MF	2375	2499	1567	769	833	623	881	1125
ATP5MG	382	519	171	101	791	771	678	839
ATP5MPL	2502	3173	1674	1246	770	772	486	735
ATP5PB	2987	3314	1296	965	3575	3181	2736	3485
ATP5PD	1127	1564	593	407	1830	1811	1285	1640
ATP5PF	2379	2740	1415	936	903	690	773	1050
ATP5PO	1806	2083	711	457	1889	1681	1775	2360
ATP6AP1	2907	3457	1390	755	1134	1030	954	1222
ATP6AP2	2305	2454	1015	644	971	783	917	1158
ATP6V0A1	1061	1343	560	372	1455	1245	791	1033
ATP6V0A2	811	936	429	258	1140	1014	874	988
ATP6V0B	1954	2763	1114	668	1101	795	1032	1230
ATP6V0C	1348	1819	667	364	163	137	85	103
ATP6V0D1	1461	1869	724	476	974	866	829	1009
ATP6V0E1	382	535	270	159	324	267	239	279
ATP6V0E2	482	628	345	182	295	281	210	265
ATP6V1A	2486	3255	1443	945	3467	3198	2809	3468
ATP6V1B1	59	52	32	14	30	31	30	29
ATP6V1B2	1593	1899	770	528	1018	946	752	926
ATP6V1C1	901	1006	386	272	1195	1075	857	1080
ATP6V1D	1021	1172	520	276	848	838	613	718
ATP6V1E1	1496	1727	706	433	1032	923	814	948
ATP6V1F	1553	1737	736	437	676	609	512	718
ATP6V1G1	1381	1542	655	425	974	951	665	846
ATP6V1H	1256	1408	648	418	1096	1046	773	1026
ATP7A	483	490	478	234	563	537	361	459
ATP7B	433	638	261	182	766	679	458	624
ATP8A1	254	251	102	56	568	523	369	528
ATP8B1	25	33	5	3	162	115	51	75
ATP8B2	153	163	68	27	2169	1812	1536	2055
ATP9A	472	526	185	139	618	547	430	539
ATP9B	219	226	109	62	426	393	264	321
ATPAF1	1622	1868	692	421	1162	1162	775	997
ATPAF2	127	176	72	42	429	334	309	361
ATPSCKMT	215	269	135	79	260	215	144	218
ATR	1119	1229	664	464	3686	3326	2771	3558
ATRAID	538	694	374	194	759	677	705	788
ATRIP	275	346	137	101	830	703	618	731
ATRN	747	896	424	236	1174	1006	674	848
ATRNL1	107	119	54	29	446	443	337	414
ATRX	1174	1425	633	448	5095	4884	2862	3989
ATXN1	97	113	86	42	176	137	125	170
ATXN10	3723	4510	1933	1142	3020	2591	1703	2243
ATXN1L	69	100	38	16	323	313	253	325
ATXN2	2234	2575	1147	779	961	783	435	588
ATXN2L	2194	2918	1141	774	1495	1084	523	682
ATXN3	489	503	216	161	293	274	219	248
ATXN7	10	3	1	2	41	43	30	44
ATXN7L1	90	103	80	46	160	111	96	121
ATXN7L2	69	112	54	42	192	157	162	177
ATXN7L3	104	108	66	23	492	432	326	446
ATXN7L3B	490	694	299	193	332	269	228	306
AUH	186	218	90	72	273	268	175	219
AUNIP	474	490	189	128	576	445	515	632
AUP1	669	777	319	185	1709	1456	1578	1853
AURKA	1684	1981	1008	652	1387	1217	1175	1466
AURKAIP1	2560	3538	1472	940	1234	1270	856	1063
AURKB	1497	1946	928	533	1463	1430	1201	1536
AUTS2	363	420	182	87	404	339	161	199
AVEN	134	160	47	23	290	285	186	254
AVIL	2	1	2	1	97	68	43	81
AVL9	294	360	147	87	823	734	502	688
AVPI1	152	157	91	45	34	30	32	27
AXIN1	304	442	127	73	779	789	501	596
AXIN2	104	147	62	34	146	139	89	104
AZI2	131	126	91	62	987	901	727	951
AZIN1	758	816	599	386	2502	2269	1913	2442
AZIN2	13	16	13	7	67	69	53	54
B2M	4655	5303	2328	1495	1209	1170	979	1163
B3GALNT2	180	202	101	49	1203	1143	817	1068
B3GALT1	8	9	9	2	40	27	33	54
B3GALT2	1	1	0	0	121	128	47	74
B3GALT6	267	377	134	69	105	97	60	91
B3GAT2	66	74	47	27	82	86	69	86
B3GAT3	180	269	102	60	305	296	211	286
B3GLCT	294	263	139	76	416	335	293	386
B3GNT10	94	109	62	49	194	177	141	161
B3GNT2	123	130	69	42	230	203	201	244
B3GNT5	159	145	71	44	114	119	109	132
B4GALNT1	20	27	11	5	57	52	45	45
B4GALNT3	216	263	93	45	422	307	319	376
B4GALNT4	34	51	11	6	208	195	127	152
B4GALT1	335	418	164	90	157	135	90	90
B4GALT2	110	128	52	27	519	438	476	552
B4GALT3	175	202	144	57	661	596	560	728
B4GALT4	171	167	76	43	265	259	192	229
B4GALT5	464	602	222	146	461	396	285	381
B4GALT6	70	104	32	21	118	97	65	91
B4GALT7	123	159	43	37	215	180	186	221
B4GAT1	1018	1462	565	295	661	607	565	586
B9D1	243	278	132	75	444	368	338	405
BABAM1	708	890	455	247	990	842	816	1026
BABAM2	438	501	202	153	688	630	473	628
BACE1	112	152	54	25	257	201	187	226
BACE2	318	352	158	107	215	226	153	223
BACH1	491	552	262	171	1487	1341	1058	1246
BACH2	106	122	40	45	79	52	42	55
BAD	275	394	202	128	256	219	219	243
BAG1	214	305	149	69	868	934	572	696
BAG2	945	1407	581	348	450	468	302	353
BAG3	1144	1532	702	425	266	222	170	219
BAG4	470	518	270	150	479	410	377	517
BAG5	699	812	343	220	907	923	582	785
BAG6	5727	7869	3388	1994	2894	2309	1527	2097
BAHCC1	190	210	130	74	494	345	164	208
BAHD1	680	926	375	243	255	221	141	158
BAIAP2	226	311	161	86	239	191	168	253
BAIAP2L1	838	916	369	260	553	501	374	517
BAIAP3	10	19	10	7	57	56	48	57
BAK1	132	160	81	52	121	112	101	130
BAMBI	321	362	212	119	146	119	133	183
BANF1	631	894	258	177	248	293	198	277
BANP	176	243	90	58	255	254	213	252
BAP1	381	476	197	101	2384	2211	1737	2176
BARD1	666	775	391	243	1197	1078	921	1198
BAX	731	994	392	239	527	570	435	549
BAZ1A	2248	2455	1211	805	5214	4887	3610	4555
BAZ1B	2695	3402	1489	967	6220	5857	3794	4778
BAZ2A	1888	2156	959	539	1963	1481	802	1046
BAZ2B	242	241	145	108	916	799	621	769
BBIP1	126	161	100	81	130	134	98	136
BBOF1	6	13	6	1	78	53	49	70
BBS10	539	543	306	239	381	302	327	382
BBS12	67	88	45	27	157	117	98	129
BBS2	590	720	300	206	838	801	584	687
BBS4	342	381	186	120	493	402	372	475
BBS7	766	863	374	229	1001	916	771	1016
BBS9	121	117	49	32	420	409	283	363
BBX	903	1067	446	305	2190	1948	1594	1994
BCAP29	616	790	300	180	718	694	546	655
BCAP31	4122	5112	2724	1276	2719	2655	2067	2555
BCAR1	386	556	249	122	436	326	274	324
BCAR3	68	82	41	28	104	86	75	90
BCAS2	1228	1484	662	436	1324	1356	895	1318
BCAS3	562	639	331	225	806	660	604	700
BCAS4	182	204	112	75	51	45	43	48
BCAT1	1808	1851	848	549	904	859	680	879
BCAT2	758	962	412	251	580	517	413	505
BCCIP	2893	3477	1357	909	2378	2556	1772	2234
BCDIN3D	180	213	79	74	128	113	90	132
BCHE	240	225	126	84	78	89	77	83
BCKDHA	58	83	45	24	31	42	26	46
BCKDHB	466	519	196	115	434	373	287	388
BCKDK	902	987	339	203	657	494	442	593
BCL10	468	614	280	204	229	232	187	196
BCL11A	276	396	130	101	211	193	92	125
BCL2L1	60	95	37	27	145	135	80	90
BCL2L11	72	96	84	49	158	124	91	132
BCL2L12	342	459	188	122	329	368	281	358
BCL2L13	466	581	246	138	971	827	615	891
BCL2L2	11	10	2	4	59	30	33	39
BCL6B	10	4	8	2	139	101	111	132
BCL7A	379	546	192	113	210	233	165	212
BCL7B	202	233	107	69	224	180	157	222
BCL7C	264	343	118	79	652	640	431	581
BCL9	236	247	143	94	453	355	188	263
BCLAF1	1243	1513	816	593	3852	3600	3061	3799
BCLAF3	63	88	34	36	220	180	101	179
BCOR	3406	3915	1876	1124	5384	4443	2539	3468
BCORL1	702	951	447	267	498	342	157	204
BCR	460	620	223	108	1797	1671	1162	1344
BCS1L	848	1045	533	316	1053	932	813	928
BDH1	0	2	0	0	111	98	70	93
BDH2	186	171	95	62	210	220	196	219
BDP1	596	718	396	316	5527	5342	3419	4546
BECN1	372	425	149	81	1162	1110	832	1113
BEND3	184	254	142	83	309	260	181	186
BEND4	166	188	97	63	153	134	100	134
BEND7	102	116	52	19	203	165	110	120
BET1	380	411	259	153	233	236	152	213
BET1L	126	122	45	44	82	102	40	70
BEX1	686	1023	517	304	78	72	45	58
BEX2	461	695	337	227	753	711	606	718
BEX3	1412	2432	1023	551	3721	3836	2327	2989
BEX4	492	678	259	142	552	631	504	678
BFAR	466	585	243	150	656	577	557	655
BFSP1	65	67	47	18	105	106	103	130
BHLHE40	324	374	203	150	78	83	52	78
BICC1	293	285	138	98	231	196	208	273
BICD1	204	231	81	58	206	166	81	104
BICD2	560	737	245	166	1020	944	654	858
BICRA	110	167	65	45	97	61	30	30
BICRAL	70	65	26	13	165	153	90	108
BID	867	1076	540	323	350	304	261	310
BIN1	36	51	14	16	172	171	116	166
BIN3	163	223	109	76	168	166	116	181
BIRC2	292	337	121	91	827	792	613	761
BIRC5	1302	1607	720	558	1648	1664	983	1272
BIRC6	3224	3653	2100	1408	12103	10722	8708	10848
BIVM	12	11	12	9	69	80	49	50
BLCAP	229	271	104	64	100	77	59	72
BLM	696	828	392	267	3589	3181	2474	3182
BLMH	1602	2149	744	532	913	952	630	792
BLOC1S1	179	177	80	42	170	158	157	181
BLOC1S2	382	417	198	117	314	277	202	283
BLOC1S4	272	318	156	83	147	125	85	104
BLOC1S5	110	136	51	26	86	78	63	82
BLOC1S6	212	227	118	72	266	259	192	208
BLVRA	1416	1573	648	399	542	554	336	510
BLVRB	937	1082	449	290	229	206	192	200
BLZF1	539	653	327	252	666	652	472	588
BMP1	146	150	72	37	132	88	84	136
BMP2K	291	329	131	80	652	526	484	700
BMP4	69	66	44	18	51	55	34	45
BMP6	81	98	24	17	89	71	47	56
BMP7	387	488	167	107	391	333	311	390
BMPR1A	104	114	38	25	195	168	146	207
BMPR1B	110	98	36	28	114	93	58	93
BMPR2	532	560	247	170	700	627	418	594
BMS1	1740	2213	1061	701	4580	4565	3011	3981
BMT2	243	232	86	69	190	174	139	182
BNC1	3	2	2	0	38	31	26	29
BNC2	76	108	59	31	81	79	65	73
BNIP1	336	360	162	103	268	224	216	238
BNIP2	844	1057	468	328	914	866	612	773
BNIP3	178	233	107	60	299	295	199	225
BNIP3L	685	814	295	211	228	246	201	183
BOC	35	50	24	13	137	127	97	110
BOD1	247	317	93	54	640	545	472	599
BOD1L1	1264	1496	779	518	3569	3340	2124	3015
BOLA1	64	70	20	17	92	88	71	73
BOLA3	297	529	202	146	477	443	355	441
BOP1	1716	2462	993	569	2215	2165	1857	2113
BORA	334	342	157	111	549	465	414	565
BORCS5	164	171	78	48	78	42	30	44
BORCS6	86	91	33	22	104	75	47	67
BPGM	165	199	106	76	330	271	217	260
BPHL	287	361	171	82	286	251	181	240
BPNT1	889	980	423	330	967	1045	798	972
BPTF	2021	2235	1140	811	7165	6502	3474	4739
BRAF	331	431	147	93	362	361	267	336
BRAP	638	828	376	240	644	608	482	563
BRAT1	721	964	421	268	869	744	576	714
BRCA1	1160	1245	622	398	3663	3200	2353	2939
BRCA2	1224	1232	617	491	4471	4119	2662	3803
BRCC3	484	554	245	149	645	665	439	595
BRD1	576	843	351	235	981	834	524	679
BRD2	5992	7182	3499	2206	7225	6310	5448	7444
BRD3	788	1042	332	227	429	392	231	319
BRD3OS	18	16	10	10	61	75	51	52
BRD4	1616	1967	836	446	1057	791	332	395
BRD7	156	164	61	47	1476	1445	1063	1299
BRD8	1161	1570	754	500	2190	2099	1529	2027
BRD9	341	370	207	135	960	884	564	713
BRF1	378	520	196	149	463	437	300	367
BRF2	326	457	265	164	243	197	163	207
BRI3	217	298	109	79	123	97	62	102
BRI3BP	562	813	258	169	280	275	200	265
BRICD5	2	1	3	0	113	91	70	83
BRIP1	1112	1247	595	394	2193	1905	1498	1787
BRIX1	2722	3166	1450	999	2461	2473	1943	2169
BRK1	919	992	428	239	358	285	253	414
BRMS1	261	420	145	79	770	755	740	795
BRMS1L	365	478	208	143	491	438	310	444
BROX	760	776	326	213	952	865	714	935
BRPF1	388	523	183	115	1440	1202	950	1310
BRPF3	285	407	134	95	829	693	362	495
BRSK1	27	39	9	6	88	63	46	72
BRSK2	158	230	88	32	308	255	192	243
BRWD1	595	683	316	196	3533	3279	2391	2982
BRWD3	545	582	236	160	1838	1718	1018	1346
BSCL2	269	310	201	108	402	347	313	389
BSDC1	475	508	300	192	1024	986	719	904
BSG	6690	9414	3520	1967	2920	2590	2277	2879
BSN	62	86	52	9	372	251	139	200
BTAF1	1508	1747	789	555	4127	3628	3269	4026
BTBD1	898	917	334	218	1661	1454	1450	1734
BTBD10	186	178	82	47	451	460	361	419
BTBD11	79	122	53	29	116	116	77	109
BTBD18	0	1	0	0	78	43	35	34
BTBD2	512	577	189	91	707	605	416	593
BTBD3	571	789	322	181	910	794	600	695
BTBD6	162	160	71	43	684	592	546	632
BTBD7	256	311	173	102	1018	931	673	844
BTBD8	217	218	113	69	169	170	119	166
BTBD9	313	352	138	113	241	239	158	189
BTD	163	182	83	54	295	255	199	261
BTF3	3488	4437	1808	1175	4715	4378	3853	5287
BTF3L4	56	43	29	26	173	157	79	113
BTG1	557	650	287	227	164	123	121	200
BTG3	876	1018	377	294	513	535	349	470
BTN2A1	185	234	131	67	469	432	331	394
BTN2A2	119	119	78	40	237	212	187	201
BTN3A1	19	28	17	10	76	67	39	48
BTN3A2	36	43	14	11	54	44	28	36
BTNL9	21	25	15	13	61	71	28	31
BTRC	509	541	276	159	575	473	417	544
BUB1	2729	3063	1556	1069	4363	3837	3217	4069
BUB1B	2504	2768	1504	1006	2468	2235	1828	2312
BUB3	4245	5177	2376	1475	3859	3608	3067	3844
BUD13	248	299	124	91	495	466	425	511
BUD23	1640	1964	874	548	1233	1190	821	1160
BUD31	817	1023	457	309	678	675	520	580
BVES	191	231	98	43	86	83	54	62
BX255925.3	3	1	2	1	51	61	33	53
BYSL	1569	1829	852	511	816	770	617	768
BZW1	1662	1833	1121	739	2348	2299	1506	2063
BZW2	1330	1557	577	336	2001	1896	1517	1843
C10orf88	276	325	125	84	249	217	181	227
C11orf1	108	118	52	26	124	98	90	115
C11orf24	120	176	52	29	264	203	205	302
C11orf49	431	448	230	140	222	195	139	218
C11orf54	84	112	65	50	77	56	47	86
C11orf58	1582	1531	840	444	1520	1661	1305	1626
C11orf68	119	158	100	37	97	69	61	74
C11orf71	26	50	14	12	58	45	51	58
C11orf74	179	209	96	65	302	325	265	292
C11orf80	47	47	35	25	134	147	106	145
C11orf95	44	67	26	20	177	173	97	139
C11orf98	107	115	66	57	223	188	150	192
C12orf10	846	1006	419	260	564	468	472	535
C12orf29	885	970	471	309	702	595	571	678
C12orf4	847	931	354	275	716	640	510	652
C12orf43	230	359	168	110	274	257	152	193
C12orf45	542	559	267	152	445	404	304	413
C12orf49	83	97	69	24	207	215	155	197
C12orf57	830	1138	445	263	282	259	254	298
C12orf65	173	195	79	62	177	163	150	130
C12orf66	106	168	100	75	161	168	132	155
C12orf73	139	167	85	73	87	88	74	90
C12orf75	203	232	100	75	189	165	129	161
C14orf119	411	543	274	170	397	326	392	525
C14orf28	4	3	1	1	44	38	30	40
C14orf93	24	44	21	14	108	112	73	132
C15orf39	678	940	494	276	619	469	242	373
C15orf40	168	188	115	69	319	292	233	261
C15orf41	236	299	122	65	90	99	52	95
C15orf61	253	321	163	95	110	93	65	130
C16orf58	229	278	115	102	286	260	218	233
C16orf70	266	301	132	87	372	316	265	347
C16orf72	423	488	193	107	738	721	513	634
C16orf87	373	357	166	106	197	196	145	200
C16orf91	67	121	62	31	181	192	136	140
C17orf53	279	287	142	89	267	189	130	223
C17orf58	240	288	187	97	97	105	88	79
C17orf75	306	326	130	99	447	410	306	413
C17orf80	554	578	220	130	857	750	696	856
C18orf21	384	440	217	140	339	307	280	317
C18orf25	393	449	220	167	451	470	330	406
C18orf32	118	134	41	33	47	35	36	42
C18orf54	59	53	44	24	213	191	102	145
C19orf12	198	311	149	98	72	66	45	67
C19orf25	79	140	52	30	176	161	141	146
C19orf44	163	156	72	49	233	163	140	167
C19orf47	493	609	311	192	221	141	140	189
C19orf48	35	25	79	45	820	646	698	793
C19orf53	1300	1532	744	450	494	475	308	400
C19orf54	473	620	267	169	85	64	35	41
C19orf57	59	76	36	30	92	62	77	72
C19orf71	0	0	0	0	67	59	41	43
C1D	93	106	50	43	157	126	120	144
C1GALT1	115	117	63	38	257	243	203	245
C1GALT1C1	735	853	350	227	712	673	555	670
C1QBP	13763	17104	6971	4446	10495	9562	7293	9003
C1orf109	321	383	209	122	359	324	246	289
C1orf112	957	1178	487	347	1342	1121	1140	1352
C1orf122	256	449	208	106	135	136	69	82
C1orf131	541	644	324	199	994	872	679	829
C1orf159	88	106	36	37	74	45	47	66
C1orf167	3	6	2	1	70	57	41	55
C1orf174	379	451	228	127	404	344	291	354
C1orf198	378	526	176	137	354	298	169	224
C1orf21	41	52	28	15	236	187	135	187
C1orf216	40	70	37	21	58	59	39	48
C1orf35	268	421	246	133	727	699	477	608
C1orf43	935	1062	458	254	1730	1691	1417	1830
C1orf50	109	113	57	26	89	73	78	100
C1orf52	411	577	243	166	505	500	326	440
C1orf56	81	119	45	22	77	52	49	54
C1orf74	53	43	25	10	79	71	69	65
C20orf194	123	120	65	37	271	200	122	168
C20orf27	810	1074	438	276	549	509	514	560
C20orf96	150	190	58	70	74	67	27	37
C21orf58	8	13	12	8	153	156	98	122
C21orf91	192	213	112	77	262	264	240	300
C22orf23	9	11	6	5	69	56	51	58
C22orf39	165	225	103	56	73	63	43	51
C2CD2L	102	142	51	33	159	137	104	140
C2CD3	304	320	152	86	1218	972	657	899
C2CD5	651	670	271	187	1348	1230	844	1227
C2orf16	0	2	7	0	264	247	214	258
C2orf42	38	60	40	22	191	190	139	191
C2orf49	350	397	170	108	314	274	241	259
C2orf68	63	68	39	24	104	100	57	82
C2orf69	228	277	105	81	335	289	197	289
C2orf74	34	27	27	9	155	139	95	137
C2orf76	141	168	65	38	143	130	85	129
C3orf14	180	187	87	79	372	323	284	354
C3orf33	111	125	53	32	132	158	88	90
C3orf38	338	423	209	137	538	573	430	599
C3orf52	119	132	88	51	277	283	174	254
C3orf62	3	0	2	1	104	77	38	51
C3orf67	33	31	11	5	174	146	132	149
C4orf3	246	381	199	87	364	398	220	312
C4orf33	82	69	34	30	212	203	152	175
C4orf46	42	64	29	15	119	145	85	96
C4orf48	324	410	206	82	78	67	43	46
C5	4	4	14	3	69	62	42	59
C5orf15	1389	1643	674	400	689	523	622	734
C5orf22	1026	1030	482	268	606	505	455	579
C5orf24	682	885	411	235	464	395	313	426
C5orf30	287	344	197	95	226	172	125	166
